"fecha","Comunidad","vac_80+","por_80+","vac_70-79","por_70-79","vac_60-69","por_60-69","vac_50-59","por_50-59","vac_40-49","por_40-49","vac_25-39","por_25-39","vac_18-24","por_18-24","vac_16-17","por_16-17","tot_vac","pobl_tot","por_tot" 
"2021-06-07","Aragón",98372,99.6,113667,95.6,45360,29.0,40662,20.5,22149,10.3,17628,7.6,5092,5.7,49,0.2,342979,1132764,30.3
"2021-06-07","Asturias",86673,98.7,109194,99.9,31964,21.4,51650,31.8,23127,13.8,18787,12.1,4353,8.0,41,0.3,325789,901209,36.2
"2021-06-07","Baleares",49382,99.7,74009,91.9,9237,7.9,36052,21.7,15871,7.7,16702,6.5,2337,2.7,38,0.2,203628,986279,20.6
"2021-06-07","Canarias",87501,97.0,138234,89.5,34740,14.8,85706,24.5,34425,8.9,26001,5.8,4278,2.6,63,0.1,410948,1871033,22.0
"2021-06-07","Cantabria",41420,100.0,54197,100.0,18775,24.3,11074,12.3,8617,8.8,6980,7.2,819,2.3,7,0.1,141889,501384,28.3
"2021-06-07","Castilla y León",224602,100.0,243413,99.2,103555,32.5,68228,17.9,35819,9.9,32990,8.8,5869,4.1,111,0.3,714587,2092873,34.1
"2021-06-07","Castilla la Mancha",134509,99.5,153072,96.2,48078,22.0,77288,25.1,27431,8.3,20904,5.5,4630,3.1,102,0.2,466014,1719964,27.1
"2021-06-07","Cataluña",443898,99.3,580799,91.4,84214,10.1,292150,26.8,138133,10.5,131087,8.8,32105,5.8,479,0.3,1702865,6531658,26.1
"2021-06-07","C. Valenciana",288104,100.0,407187,93.0,165752,28.5,105151,14.0,39499,4.6,41384,4.5,6610,1.9,150,0.1,1053837,4269305,24.7
"2021-06-07","Extremadura",76446,100.0,90233,98.2,49617,39.6,37287,22.0,13794,8.6,13065,6.8,1516,2.0,65,0.3,282023,911213,31.0
"2021-06-07","Galicia",237188,100.0,280017,96.6,108840,31.4,111463,27.5,31950,7.2,28073,6.3,3000,2.0,41,0.1,800572,2362643,33.9
"2021-06-07","La Rioja",22956,100.0,28000,99.6,16108,42.7,9705,20.4,3410,6.4,3012,5.5,602,2.8,10,0.2,83803,270788,30.9
"2021-06-07","Madrid",362158,99.5,476652,90.6,151909,21.6,269359,27.7,94770,8.1,104739,7.8,21411,4.5,331,0.2,1481329,5695623,26.0
"2021-06-07","Murcia",71518,100.0,92743,90.1,37342,25.4,47528,22.3,27312,10.7,25643,8.6,5932,5.0,123,0.4,308141,1237479,24.9
"2021-06-07","Navarra",41697,100.0,54641,97.9,19586,26.5,34607,35.8,13669,12.7,10519,9.1,1870,3.9,8,0.1,176597,552935,31.9
"2021-06-07","País Vasco",158878,100.6,205098,96.3,74877,26.7,99354,29.2,33615,9.3,33603,9.3,6167,4.4,31,0.1,611623,1898123,32.2
"2021-06-07","Ceuta",2295,88.1,3594,83.2,1684,21.4,4145,35.9,2129,16.8,1492,8.6,333,4.4,7,0.3,15679,66158,23.7
"2021-06-07","Melilla",1817,77.4,2860,76.3,2390,30.5,3503,31.0,1733,14.4,1601,8.8,256,3.0,6,0.3,14166,66178,21.4
"2021-06-07","España",2850435,100.0,3727908,94.1,1202975,22.5,1692447,24.1,717197,9.1,679985,7.7,129835,3.9,2087,0.2,11002869,40129822,27.4
"2021-06-08","Andalucía",421188,100.0,621931,95.6,202142,22.1,331838,26.2,150379,10.9,142145,8.8,22595,3.6,432,0.2,1892650,7062213,26.8
"2021-06-08","Aragón",98384,99.6,113828,95.7,45623,29.2,43078,21.7,23916,11.1,19029,8.2,5265,5.9,49,0.2,349172,1132764,30.8
"2021-06-08","Asturias",86693,98.7,109423,100.0,32182,21.5,56573,34.8,23202,13.9,18819,12.1,4357,8.0,41,0.3,331290,901209,36.8
"2021-06-08","Baleares",49387,99.7,74041,92.0,10065,8.6,39735,24.0,16872,8.2,17367,6.7,2454,2.9,38,0.2,209959,986279,21.3
"2021-06-08","Canarias",87577,97.1,138758,89.8,36766,15.6,93924,26.8,37860,9.8,27169,6.1,4484,2.7,63,0.1,426601,1871033,22.8
"2021-06-08","Cantabria",41443,100.0,54291,100.0,19414,25.1,11800,13.1,8711,8.9,7028,7.3,822,2.4,7,0.1,143516,501384,28.6
"2021-06-08","Castilla y León",224670,100.0,243714,99.3,104322,32.7,75177,19.7,36735,10.1,33751,9.0,6242,4.3,113,0.3,724724,2092873,34.6
"2021-06-08","Castilla la Mancha",134547,99.5,153271,96.3,49499,22.7,81170,26.4,29316,8.9,21046,5.6,4645,3.1,102,0.2,473596,1719964,27.5
"2021-06-08","Cataluña",444061,99.3,582790,91.7,85172,10.2,305279,28.0,140367,10.7,132979,8.9,32629,5.9,487,0.3,1723764,6531658,26.4
"2021-06-08","C. Valenciana",288168,100.0,408011,93.2,181641,31.3,114855,15.3,49340,5.8,47403,5.2,7400,2.1,151,0.1,1096969,4269305,25.7
"2021-06-08","Extremadura",76447,100.0,90260,98.2,49805,39.7,40673,24.0,14053,8.8,13188,6.9,1544,2.0,65,0.3,286035,911213,31.4
"2021-06-08","Galicia",237442,100.0,280347,96.8,109418,31.5,128876,31.8,35785,8.1,28438,6.4,3049,2.0,41,0.1,823396,2362643,34.9
"2021-06-08","La Rioja",22957,100.0,28014,99.6,16135,42.8,9945,20.9,3539,6.7,3226,5.9,638,3.0,10,0.2,84464,270788,31.2
"2021-06-08","Madrid",362593,99.6,477786,90.8,157898,22.5,282762,29.1,99905,8.6,110183,8.2,21782,4.5,337,0.2,1513246,5695623,26.6
"2021-06-08","Murcia",71545,100.0,93157,90.5,39629,27.0,52077,24.4,33907,13.3,26354,8.9,6582,5.5,123,0.4,323374,1237479,26.1
"2021-06-08","Navarra",41704,100.0,54670,98.0,19642,26.6,35845,37.1,14810,13.7,10829,9.4,1927,4.0,8,0.1,179435,552935,32.5
"2021-06-08","País Vasco",158919,100.6,205408,96.4,77828,27.8,103956,30.6,38066,10.5,38616,10.6,6988,5.0,32,0.1,629813,1898123,33.2
"2021-06-08","Ceuta",2297,88.2,3611,83.6,1718,21.9,4487,38.8,2209,17.5,1526,8.8,343,4.5,7,0.3,16198,66158,24.5
"2021-06-08","Melilla",1829,77.9,2906,77.5,2462,31.5,4636,41.0,1794,14.9,1679,9.3,258,3.0,6,0.3,15570,66178,23.5
"2021-06-08","España",2851860,100.0,3736223,94.3,1242104,23.3,1819053,25.9,765556,9.7,708403,8.0,134864,4.1,2112,0.2,11260175,40129822,28.1
"2021-06-09","Andalucía",421403,100.0,624083,96.0,206673,22.6,376294,29.7,153430,11.1,144369,8.9,22907,3.7,447,0.2,1949606,7062213,27.6
"2021-06-09","Aragón",98415,99.6,114017,95.8,45904,29.4,46472,23.4,24732,11.5,19708,8.5,5350,6.0,49,0.2,354647,1132764,31.3
"2021-06-09","Asturias",86713,98.7,109557,100.0,32473,21.7,60320,37.1,23316,14.0,18876,12.2,4363,8.1,41,0.3,335659,901209,37.2
"2021-06-09","Baleares",49432,99.8,74392,92.4,10688,9.1,42816,25.8,17945,8.7,17945,7.0,2558,3.0,39,0.2,215815,986279,21.9
"2021-06-09","Canarias",87724,97.2,139422,90.2,38817,16.5,105048,30.0,40134,10.3,28129,6.3,4632,2.8,64,0.1,443970,1871033,23.7
"2021-06-09","Cantabria",41462,100.0,54448,100.0,20532,26.5,14617,16.2,9072,9.3,7210,7.5,834,2.4,7,0.1,148182,501384,29.6
"2021-06-09","Castilla y León",224710,100.0,244016,99.4,111628,35.0,78577,20.6,39073,10.8,34556,9.2,6447,4.5,113,0.3,739120,2092873,35.3
"2021-06-09","Castilla la Mancha",134588,99.6,153468,96.5,50222,23.0,90878,29.6,31030,9.4,21249,5.6,4683,3.1,102,0.2,486220,1719964,28.3
"2021-06-09","Cataluña",444219,99.3,584328,92.0,86653,10.3,341256,31.3,143924,10.9,136522,9.2,33806,6.1,523,0.3,1771231,6531658,27.1
"2021-06-09","C. Valenciana",288300,100.0,409773,93.6,186838,32.2,147790,19.6,52838,6.2,48375,5.3,7836,2.2,151,0.1,1141901,4269305,26.7
"2021-06-09","Extremadura",76467,100.0,90336,98.3,50535,40.3,47493,28.1,14592,9.1,13610,7.1,1569,2.1,65,0.3,294667,911213,32.3
"2021-06-09","Galicia",237580,100.0,281073,97.0,110240,31.8,161005,39.7,36395,8.2,28706,6.4,3124,2.0,41,0.1,858164,2362643,36.3
"2021-06-09","La Rioja",22957,100.0,28014,99.6,16135,42.8,9945,20.9,3539,6.7,3225,5.9,638,3.0,10,0.2,84463,270788,31.2
"2021-06-09","Madrid",363125,99.7,479470,91.1,163685,23.3,295795,30.4,105038,9.0,116142,8.6,22195,4.6,345,0.3,1545795,5695623,27.1
"2021-06-09","Murcia",71518,100.0,92743,90.1,37342,25.4,47528,22.3,27313,10.7,25644,8.6,5932,5.0,123,0.4,308143,1237479,24.9
"2021-06-09","Navarra",41711,100.0,54738,98.1,19747,26.7,38229,39.5,15047,13.9,11108,9.7,1979,4.1,9,0.1,182568,552935,33.0
"2021-06-09","País Vasco",158987,100.7,205693,96.5,79906,28.5,109277,32.1,39055,10.8,39558,10.9,7201,5.1,32,0.1,639709,1898123,33.7
"2021-06-09","Ceuta",2299,88.3,3617,83.8,1835,23.4,5231,45.3,2433,19.2,1617,9.3,359,4.7,7,0.3,17398,66158,26.3
"2021-06-09","Melilla",1837,78.2,2927,78.1,2622,33.5,5190,45.9,1834,15.3,1715,9.5,264,3.1,6,0.3,16395,66178,24.8
"2021-06-09","España",2853455,100.0,3746121,94.6,1273366,23.9,2026452,28.8,786197,10.0,726976,8.2,137652,4.2,2174,0.2,11552393,40129822,28.8
"2021-06-10","Andalucía",421635,100.0,626018,96.3,210960,23.0,429696,34.0,156668,11.3,146809,9.0,23362,3.7,454,0.2,2015602,7062213,28.5
"2021-06-10","Aragón",98481,99.7,114477,96.2,46325,29.6,54699,27.6,25964,12.1,20863,9.0,5507,6.2,51,0.2,366367,1132764,32.3
"2021-06-10","Asturias",86746,98.8,109723,100.0,32580,21.8,63640,39.1,23543,14.1,18955,12.2,4385,8.1,41,0.3,339613,901209,37.7
"2021-06-10","Baleares",49466,99.8,74524,92.6,10846,9.3,49950,30.1,20122,9.8,18611,7.2,2691,3.1,40,0.2,226250,986279,22.9
"2021-06-10","Canarias",87830,97.3,139967,90.6,40840,17.4,115769,33.0,42359,10.9,29167,6.6,4744,2.9,64,0.1,460740,1871033,24.6
"2021-06-10","Cantabria",41476,100.0,54504,100.0,21342,27.6,16126,17.9,9098,9.3,7234,7.5,835,2.4,7,0.1,150622,501384,30.0
"2021-06-10","Castilla y León",224771,100.0,244365,99.6,114931,36.1,89035,23.4,39946,11.0,34986,9.3,6499,4.5,113,0.3,754646,2092873,36.1
"2021-06-10","Castilla la Mancha",134664,99.6,153866,96.7,51150,23.4,104729,34.1,32532,9.8,21689,5.7,4744,3.2,102,0.2,503476,1719964,29.3
"2021-06-10","Cataluña",444509,99.4,586480,92.3,89254,10.7,381627,35.0,147228,11.2,139524,9.4,34956,6.3,581,0.4,1824159,6531658,27.9
"2021-06-10","C. Valenciana",288451,100.0,411793,94.0,197194,34.0,169425,22.5,56065,6.6,49449,5.4,8216,2.3,151,0.1,1180744,4269305,27.7
"2021-06-10","Extremadura",76486,100.0,90399,98.4,50984,40.7,53870,31.8,15105,9.5,13879,7.2,1614,2.1,65,0.3,302402,911213,33.2
"2021-06-10","Galicia",237696,100.0,282273,97.4,111221,32.1,164090,40.4,37311,8.4,29423,6.6,3217,2.1,41,0.1,865272,2362643,36.6
"2021-06-10","La Rioja",22964,100.0,28041,99.7,16197,42.9,11054,23.2,4444,8.4,3363,6.2,699,3.3,10,0.2,86772,270788,32.0
"2021-06-10","Madrid",363718,99.9,481578,91.5,169899,24.2,316280,32.5,110398,9.5,121878,9.0,22677,4.7,358,0.3,1586786,5695623,27.9
"2021-06-10","Murcia",71579,100.0,93616,91.0,40950,27.9,59243,27.8,38644,15.2,26832,9.0,6634,5.6,123,0.4,337621,1237479,27.3
"2021-06-10","Navarra",41722,100.0,54782,98.2,19790,26.8,40872,42.3,15253,14.1,11361,9.9,2027,4.2,9,0.1,185816,552935,33.6
"2021-06-10","País Vasco",159034,100.7,205942,96.6,81409,29.1,117789,34.6,39584,10.9,40047,11.0,7303,5.2,32,0.1,651140,1898123,34.3
"2021-06-10","Ceuta",2302,88.4,3630,84.1,1902,24.2,5861,50.7,2516,19.9,1684,9.7,374,4.9,7,0.3,18276,66158,27.6
"2021-06-10","Melilla",1837,78.2,2935,78.3,2630,33.6,5701,50.5,1848,15.4,1719,9.5,264,3.1,6,0.3,16940,66178,25.6
"2021-06-10","España",2855376,100.0,3758919,94.9,1311334,24.6,2252388,32.0,824597,10.4,747172,8.5,141910,4.3,2255,0.2,11893951,40129822,29.6
"2021-06-11","Andalucía",421897,100.0,627561,96.5,215704,23.5,480290,38.0,160276,11.6,149364,9.2,23892,3.8,462,0.3,2079446,7062213,29.4
"2021-06-11","Aragón",98529,99.7,114783,96.5,46657,29.8,61795,31.2,27688,12.9,21922,9.5,5651,6.3,55,0.2,377080,1132764,33.3
"2021-06-11","Asturias",86784,98.8,109959,100.0,32723,21.9,66401,40.8,23676,14.2,18992,12.2,4391,8.1,41,0.3,342967,901209,38.1
"2021-06-11","Baleares",49508,99.9,74636,92.7,11259,9.6,56737,34.2,23164,11.2,19342,7.5,2997,3.5,40,0.2,237683,986279,24.1
"2021-06-11","Canarias",87934,97.4,140292,90.8,42956,18.3,125084,35.7,45963,11.8,30242,6.8,4888,3.0,68,0.2,477427,1871033,25.5
"2021-06-11","Cantabria",41498,100.0,54642,100.0,23115,29.9,20869,23.2,9155,9.4,7285,7.6,844,2.4,7,0.1,157415,501384,31.4
"2021-06-11","Castilla y León",224853,100.0,244619,99.7,117282,36.8,97638,25.6,41146,11.3,35509,9.5,6575,4.6,113,0.3,767735,2092873,36.7
"2021-06-11","Castilla la Mancha",134723,99.7,154091,96.9,52341,24.0,119832,39.0,34114,10.3,22149,5.9,4806,3.2,103,0.2,522159,1719964,30.4
"2021-06-11","Cataluña",444907,99.5,588321,92.6,92749,11.1,423971,38.8,150714,11.4,142422,9.6,36128,6.5,615,0.4,1879827,6531658,28.8
"2021-06-11","C. Valenciana",288625,100.0,413556,94.4,200939,34.6,213603,28.4,61028,7.2,51476,5.6,8916,2.5,153,0.1,1238296,4269305,29.0
"2021-06-11","Extremadura",76517,100.0,90531,98.5,51668,41.2,62523,36.9,17696,11.1,14147,7.4,1653,2.2,66,0.3,314801,911213,34.5
"2021-06-11","Galicia",237786,100.0,282587,97.5,111832,32.2,165646,40.8,38434,8.7,30386,6.8,3599,2.4,41,0.1,870311,2362643,36.8
"2021-06-11","La Rioja",22964,100.0,28041,99.7,16197,42.9,11054,23.2,4444,8.4,3363,6.2,699,3.3,10,0.2,86772,270788,32.0
"2021-06-11","Madrid",364211,100.0,484286,92.1,173440,24.7,339886,34.9,113996,9.8,126595,9.4,24066,5.0,381,0.3,1626861,5695623,28.6
"2021-06-11","Murcia",71678,100.0,94968,92.3,42173,28.7,66513,31.2,42645,16.8,27706,9.3,6697,5.6,127,0.4,352507,1237479,28.5
"2021-06-11","Navarra",41736,100.0,54887,98.4,19876,26.9,44356,45.9,15547,14.4,11517,10.0,2064,4.3,9,0.1,189992,552935,34.4
"2021-06-11","País Vasco",159143,100.8,206279,96.8,82994,29.6,131491,38.7,40724,11.2,40625,11.2,7417,5.3,34,0.1,668707,1898123,35.2
"2021-06-11","Ceuta",2303,88.4,3649,84.5,1931,24.6,6837,59.2,2807,22.2,1752,10.1,414,5.5,7,0.3,19700,66158,29.8
"2021-06-11","Melilla",1839,78.3,2943,78.5,2643,33.8,6357,56.3,2251,18.8,1721,9.5,266,3.1,6,0.3,18026,66178,27.2
"2021-06-11","España",2857444,100.0,3770637,95.2,1339485,25.1,2504042,35.6,861853,10.9,766965,8.7,147238,4.4,2338,0.2,12250002,40129822,30.5
"2021-06-14","Andalucía",422119,100.0,628823,96.7,220588,24.1,528894,41.8,167297,12.1,154555,9.5,25368,4.1,469,0.3,2148113,7062213,30.4
"2021-06-14","Aragón",98568,99.8,114963,96.6,47081,30.1,66656,33.6,31357,14.6,22921,9.9,5823,6.5,55,0.2,387424,1132764,34.2
"2021-06-14","Asturias",86838,98.9,110496,100.0,33229,22.2,74109,45.6,25854,15.5,19458,12.5,4510,8.3,42,0.3,354536,901209,39.3
"2021-06-14","Baleares",49571,100.0,74882,93.0,11713,10.0,74876,45.2,31372,15.2,20959,8.1,3358,3.9,40,0.2,266771,986279,27.0
"2021-06-14","Canarias",88081,97.6,141467,91.5,47147,20.1,142210,40.6,56304,14.5,33781,7.6,5762,3.5,68,0.2,514820,1871033,27.5
"2021-06-14","Cantabria",41518,100.0,54726,100.0,24100,31.2,25018,27.8,9464,9.7,7375,7.6,906,2.6,8,0.1,163115,501384,32.5
"2021-06-14","Castilla y León",224921,100.0,244870,99.8,119911,37.6,108820,28.5,44451,12.2,37649,10.0,6791,4.7,113,0.3,787526,2092873,37.6
"2021-06-14","Castilla la Mancha",134777,99.7,154277,97.0,53899,24.7,132685,43.2,40680,12.3,23038,6.1,5177,3.5,104,0.2,544637,1719964,31.7
"2021-06-14","Cataluña",445297,99.6,590333,92.9,95795,11.4,486241,44.5,158815,12.1,146740,9.9,37652,6.8,662,0.4,1961535,6531658,30.0
"2021-06-14","C. Valenciana",288756,100.0,414710,94.7,212319,36.6,230062,30.6,70047,8.2,56107,6.1,9853,2.8,157,0.2,1282011,4269305,30.0
"2021-06-14","Extremadura",76526,100.0,90567,98.6,52135,41.6,66961,39.6,22638,14.2,16691,8.7,2034,2.7,66,0.3,327618,911213,36.0
"2021-06-14","Galicia",237959,100.0,283428,97.8,112131,32.3,198950,49.0,41886,9.5,33652,7.5,3748,2.5,41,0.1,911795,2362643,38.6
"2021-06-14","La Rioja",22976,100.0,28079,99.8,16244,43.1,14896,31.3,4605,8.7,3494,6.4,710,3.4,10,0.2,91014,270788,33.6
"2021-06-14","Madrid",364649,100.0,487807,92.7,185284,26.3,404561,41.6,132962,11.4,137108,10.2,25804,5.4,393,0.3,1738568,5695623,30.5
"2021-06-14","Murcia",71725,100.0,95485,92.8,43442,29.6,78089,36.6,46039,18.1,28604,9.6,6857,5.8,127,0.4,370368,1237479,29.9
"2021-06-14","Navarra",41746,100.0,54943,98.5,20016,27.1,47793,49.4,17875,16.6,11954,10.4,2157,4.4,9,0.1,196493,552935,35.5
"2021-06-14","País Vasco",159236,100.8,206944,97.1,87936,31.4,151676,44.6,47042,13.0,41350,11.4,7667,5.5,37,0.1,701888,1898123,37.0
"2021-06-14","Ceuta",2310,88.7,3659,84.7,1972,25.1,7235,62.6,3591,28.4,1839,10.6,449,5.9,7,0.3,21062,66158,31.8
"2021-06-14","Melilla",1839,78.3,2950,78.7,2704,34.5,6669,59.0,3101,25.8,1726,9.5,267,3.1,6,0.3,19262,66178,29.1
"2021-06-14","España",2859420,100.0,3783415,95.5,1388691,26.0,2849796,40.5,962215,12.2,810546,9.2,156558,4.7,2414,0.3,12813055,40129822,31.9
"2021-06-15","Andalucía",422203,100.0,629388,96.8,224084,24.5,554933,43.9,170369,12.3,156267,9.6,25939,4.1,475,0.3,2183658,7062213,30.9
"2021-06-15","Aragón",98570,99.8,114990,96.7,47150,30.2,68595,34.6,33006,15.4,24063,10.4,6020,6.8,55,0.2,392449,1132764,34.6
"2021-06-15","Asturias",86856,98.9,110660,100.0,33328,22.3,76831,47.2,27124,16.2,19698,12.7,4530,8.4,42,0.3,359069,901209,39.8
"2021-06-15","Baleares",49597,100.0,75055,93.2,11928,10.2,79957,48.2,34142,16.6,21679,8.4,3466,4.0,40,0.2,275864,986279,28.0
"2021-06-15","Canarias",88137,97.7,141688,91.7,49497,21.1,150014,42.8,60760,15.7,34751,7.8,6019,3.7,69,0.2,530935,1871033,28.4
"2021-06-15","Cantabria",41525,100.0,54742,100.0,24350,31.5,26417,29.4,9497,9.7,7475,7.7,1288,3.7,8,0.1,165302,501384,33.0
"2021-06-15","Castilla y León",224966,100.0,245032,99.8,120440,37.8,110823,29.1,45365,12.5,38129,10.2,6871,4.8,114,0.3,791740,2092873,37.8
"2021-06-15","Castilla la Mancha",134796,99.7,154327,97.0,54296,24.9,134781,43.8,42104,12.7,23385,6.2,5537,3.7,104,0.2,549330,1719964,31.9
"2021-06-15","Cataluña",445357,99.6,590756,93.0,97970,11.7,498238,45.6,164234,12.5,148198,10.0,38171,6.9,670,0.4,1983594,6531658,30.4
"2021-06-15","C. Valenciana",288756,100.0,414711,94.7,212319,36.6,230065,30.6,70047,8.2,56111,6.1,9854,2.8,157,0.2,1282020,4269305,30.0
"2021-06-15","Extremadura",76532,100.0,90587,98.6,53669,42.8,70037,41.4,23316,14.6,17198,8.9,2083,2.7,66,0.3,333488,911213,36.6
"2021-06-15","Galicia",238231,100.0,284344,98.1,116276,33.5,200488,49.4,42927,9.7,34132,7.7,3785,2.5,41,0.1,920224,2362643,38.9
"2021-06-15","La Rioja",22978,100.0,28090,99.9,16282,43.2,15820,33.2,5038,9.5,3811,7.0,753,3.6,10,0.2,92782,270788,34.3
"2021-06-15","Madrid",364981,100.0,490658,93.3,205827,29.3,426528,43.8,138236,11.9,138155,10.3,26103,5.4,404,0.3,1790892,5695623,31.4
"2021-06-15","Murcia",71738,100.0,95622,92.9,44098,30.0,81239,38.1,48391,19.0,28775,9.7,6888,5.8,127,0.4,376878,1237479,30.5
"2021-06-15","Navarra",41750,100.0,54953,98.5,20148,27.3,49923,51.6,18356,17.0,12390,10.8,2212,4.6,9,0.1,199741,552935,36.1
"2021-06-15","País Vasco",159264,100.8,207038,97.2,88844,31.7,159659,47.0,47775,13.2,41584,11.5,7792,5.6,38,0.1,711994,1898123,37.5
"2021-06-15","Ceuta",2310,88.7,3659,84.7,1972,25.1,7235,62.6,3593,28.4,1839,10.6,449,5.9,7,0.3,21064,66158,31.8
"2021-06-15","Melilla",1841,78.4,2953,78.8,2779,35.5,6870,60.8,3393,28.3,1752,9.7,270,3.2,6,0.3,19864,66178,30.0
"2021-06-15","España",2860396,100.0,3789259,95.7,1426336,26.7,2952122,42.0,995055,12.6,821860,9.3,159901,4.8,2442,0.3,13007371,40129822,32.4
"2021-06-16","Andalucía",422336,100.0,630098,96.9,227535,24.8,592279,46.8,174685,12.6,158731,9.8,26825,4.3,485,0.3,2232974,7062213,31.6
"2021-06-16","Aragón",98585,99.8,115125,96.8,47464,30.4,74593,37.6,34499,16.1,24882,10.8,6179,6.9,56,0.2,401383,1132764,35.4
"2021-06-16","Asturias",86871,98.9,110788,100.0,33379,22.3,82108,50.5,27594,16.5,19762,12.7,4539,8.4,42,0.3,365083,901209,40.5
"2021-06-16","Baleares",49635,100.0,75238,93.4,12171,10.4,84006,50.7,36493,17.7,22736,8.8,3606,4.2,40,0.2,283925,986279,28.8
"2021-06-16","Canarias",88243,97.8,141999,91.9,51949,22.1,160081,45.7,64980,16.8,35734,8.0,6249,3.8,71,0.2,549306,1871033,29.4
"2021-06-16","Cantabria",41537,100.0,54784,100.0,25151,32.5,28908,32.1,9520,9.7,7505,7.8,1379,3.9,8,0.1,168792,501384,33.7
"2021-06-16","Castilla y León",225022,100.0,245268,99.9,120779,37.9,117136,30.7,47241,13.0,38632,10.3,6921,4.8,114,0.3,801113,2092873,38.3
"2021-06-16","Castilla la Mancha",134827,99.7,154453,97.1,54761,25.1,142153,46.2,44323,13.4,23907,6.3,5670,3.8,104,0.2,560198,1719964,32.6
"2021-06-16","Cataluña",445444,99.6,591308,93.1,105028,12.5,518291,47.5,169073,12.8,149634,10.1,38940,7.0,684,0.4,2018402,6531658,30.9
"2021-06-16","C. Valenciana",288820,100.0,415221,94.8,213410,36.7,254197,33.8,79545,9.3,58133,6.4,10591,3.0,157,0.2,1320074,4269305,30.9
"2021-06-16","Extremadura",76541,100.0,90628,98.6,54473,43.5,76192,45.0,24001,15.0,17420,9.1,2099,2.8,68,0.3,341422,911213,37.5
"2021-06-16","Galicia",238269,100.0,284431,98.2,116317,33.5,225262,55.5,44806,10.1,35540,8.0,3870,2.5,41,0.1,948536,2362643,40.1
