"fecha","Comunidad","vac_80+","pobl_80+","por_80+","vac_70-79","pobl_70-79","por_70-79","vac_60-69","pobl_60-69","por_60-69","vac_50-59","pobl_50-59","por_50-59","vac_25-49","pobl_25-49","por_25-49","vac_18-24","pobl_18-24","por_18-24","vac_16-17","pobl_16-17","por_16-17","tot_vac","pobl_tot","por_tot"
"2021-04-01","Baleares",12403,49542,25.0,2088,80516,2.6,4856,117231,4.1,7551,165797,4.6,17352,464054,3.7,1229,85839,1.4,30,23300,0.1,45509,986279,4.6
"2021-04-01","Canarias",33459,90236,37.1,12535,154531,8.1,9116,235092,3.9,16900,350512,4.8,34207,832411,4.1,2357,163899,1.4,19,44352,0.0,108593,1871033,5.8
"2021-04-01","Cantabria",22177,41042,54.0,1660,53066,3.1,3704,77345,4.8,5521,89964,6.1,10397,194241,5.4,594,34935,1.7,3,10791,0.0,44056,501384,8.8
"2021-04-01","Castilla y Leon",104815,223657,46.9,9036,245410,3.7,19853,318575,6.2,29702,381175,7.8,41296,738950,5.6,2580,144422,1.8,82,40684,0.2,207364,2092873,9.9
"2021-04-01","Castilla la Mancha",46971,135194,34.7,5152,159101,3.2,12955,218444,5.9,21394,307478,7.0,33077,707865,4.7,3231,149518,2.2,74,42364,0.2,122854,1719964,7.1
"2021-04-01","Cataluña",152848,447196,34.2,25780,635292,4.1,46438,837584,5.5,65673,1091780,6.0,124909,2803626,4.5,15671,556316,2.8,190,159864,0.1,431509,6531658,6.6
"2021-04-01","C. Valenciana",119347,276531,43.2,9679,437862,2.2,22735,580728,3.9,33082,752334,4.4,67131,1765967,3.8,5084,352834,1.4,85,103049,0.1,257143,4269305,6.0
"2021-04-01","Extremadura",34308,76005,45.1,2994,91876,3.3,7157,125297,5.7,12197,169216,7.2,19124,351778,5.4,878,76088,1.2,35,20953,0.2,76693,911213,8.4
"2021-04-01","Galicia",80475,234302,34.3,3872,289762,1.3,15895,346927,4.6,22957,405889,5.7,37764,889004,4.2,1431,152745,0.9,3,44014,0.0,162397,2362643,6.9
"2021-04-01","La Rioja",10648,22207,47.9,655,28125,2.3,2330,37718,6.2,3314,47664,7.0,4661,107618,4.3,370,21170,1.7,2,6286,0.0,21980,270788,8.1
"2021-04-01","Madrid",169283,364122,46.5,7449,526081,1.4,29149,703323,4.1,49832,972783,5.1,108380,2513737,4.3,12781,479716,2.7,35,135861,0.0,376909,5695623,6.6
"2021-04-01","Murcia",34708,69771,49.7,2255,102899,2.2,7391,146909,5.0,13715,213256,6.4,27310,551265,5.0,2484,118667,2.1,95,34712,0.3,87958,1237479,7.1
"2021-04-01","Navarra",13618,41166,33.1,1725,55792,3.1,3964,73844,5.4,7398,96694,7.7,12050,223028,5.4,879,48505,1.8,4,13906,0.0,39638,552935,7.2
"2021-04-01","País Vasco",37980,157950,24.0,3360,213081,1.6,11091,280119,4.0,19548,339977,5.7,30857,724849,4.3,2696,140323,1.9,2,41824,0.0,105534,1898123,5.6
"2021-04-01","Ceuta",1564,2605,60.0,368,4318,8.5,306,7857,3.9,510,11556,4.4,810,30066,2.7,43,7581,0.6,0,2175,0.0,3601,66158,5.4
"2021-04-01","Melilla",856,2349,36.4,56,3748,1.5,248,7827,3.2,428,11299,3.8,774,30095,2.6,55,8536,0.6,6,2324,0.3,2423,66178,3.7
"2021-04-01","España",1205441,2834024,42.5,108782,3960045,2.7,258729,5336986,4.8,408888,7033306,5.8,746353,16706113,4.5,68024,3310299,2.1,798,949049,0.1,2797015,40129822,7.0
"2021-04-03","Andalucía",253088,413516,61.2,13474,650381,2.1,42015,916147,4.6,70837,1265021,5.6,130605,3009381,4.3,11808,625846,1.9,83,181921,0.0,521910,7062213,7.4
"2021-04-03","Aragón",47289,98807,47.9,3171,118955,2.7,9378,156367,6.0,13951,198266,7.0,21543,446083,4.8,1435,89180,1.6,25,25106,0.1,96792,1132764,8.5
"2021-04-03","Asturias",41397,87826,47.1,3593,109249,3.3,9868,149652,6.6,13538,162645,8.3,20911,322095,6.5,2323,54179,4.3,25,15563,0.2,91655,901209,10.2
"2021-04-03","Baleares",15955,49542,32.2,2112,80516,2.6,4915,117231,4.2,7585,165797,4.6,17405,464054,3.8,1232,85839,1.4,30,23300,0.1,49234,986279,5.0
"2021-04-03","Canarias",33574,90236,37.2,12727,154531,8.2,9121,235092,3.9,16903,350512,4.8,34218,832411,4.1,2359,163899,1.4,19,44352,0.0,108921,1871033,5.8
"2021-04-03","Cantabria",22902,41042,55.8,1667,53066,3.1,3712,77345,4.8,5528,89964,6.1,10407,194241,5.4,595,34935,1.7,3,10791,0.0,44814,501384,8.9
"2021-04-03","Castilla y Leon",105622,223657,47.2,9128,245410,3.7,19863,318575,6.2,29716,381175,7.8,41318,738950,5.6,2583,144422,1.8,82,40684,0.2,208312,2092873,10.0
"2021-04-03","Castilla la Mancha",54167,135194,40.1,5258,159101,3.3,13149,218444,6.0,21615,307478,7.0,33374,707865,4.7,3266,149518,2.2,78,42364,0.2,130907,1719964,7.6
"2021-04-03","Cataluña",152848,447196,34.2,25780,635292,4.1,46438,837584,5.5,65673,1091780,6.0,124909,2803626,4.5,15671,556316,2.8,190,159864,0.1,431509,6531658,6.6
"2021-04-03","C. Valenciana",123821,276531,44.8,9925,437862,2.3,22873,580728,3.9,33178,752334,4.4,67278,1765967,3.8,5102,352834,1.4,88,103049,0.1,262265,4269305,6.1
"2021-04-03","Extremadura",34336,76005,45.2,3005,91876,3.3,7161,125297,5.7,12206,169216,7.2,19146,351778,5.4,880,76088,1.2,35,20953,0.2,76769,911213,8.4
"2021-04-03","Galicia",88313,234302,37.7,3876,289762,1.3,15948,346927,4.6,23038,405889,5.7,37937,889004,4.3,1443,152745,0.9,3,44014,0.0,170558,2362643,7.2
"2021-04-03","La Rioja",12218,22207,55.0,656,28125,2.3,2331,37718,6.2,3317,47664,7.0,4664,107618,4.3,372,21170,1.8,2,6286,0.0,23560,270788,8.7
"2021-04-03","Madrid",169352,364122,46.5,7520,526081,1.4,29261,703323,4.2,49925,972783,5.1,108427,2513737,4.3,12782,479716,2.7,35,135861,0.0,377302,5695623,6.6
"2021-04-03","Murcia",37088,69771,53.2,2328,102899,2.3,7401,146909,5.0,13730,213256,6.4,27325,551265,5.0,2485,118667,2.1,95,34712,0.3,90452,1237479,7.3
"2021-04-03","Navarra",13618,41166,33.1,1725,55792,3.1,3964,73844,5.4,7398,96694,7.7,12050,223028,5.4,879,48505,1.8,4,13906,0.0,39638,552935,7.2
"2021-04-03","País Vasco",37980,157950,24.0,3360,213081,1.6,11091,280119,4.0,19548,339977,5.7,30857,724849,4.3,2696,140323,1.9,2,41824,0.0,105534,1898123,5.6
"2021-04-03","Ceuta",1564,2605,60.0,368,4318,8.5,306,7857,3.9,510,11556,4.4,810,30066,2.7,43,7581,0.6,0,2175,0.0,3601,66158,5.4
"2021-04-03","Melilla",856,2349,36.4,56,3748,1.5,248,7827,3.2,428,11299,3.8,774,30095,2.6,55,8536,0.6,6,2324,0.3,2423,66178,3.7
"2021-04-03","España",1245988,2834024,44.0,109733,3960045,2.8,259473,5336986,4.9,409642,7033306,5.8,747364,16706113,4.5,68143,3310299,2.1,805,949049,0.1,2841148,40129822,7.1
"2021-04-05","Andalucía",253172,413516,61.2,13475,650381,2.1,42029,916147,4.6,70857,1265021,5.6,130617,3009381,4.3,11808,625846,1.9,83,181921,0.0,522041,7062213,7.4
"2021-04-05","Aragón",47308,98807,47.9,3171,118955,2.7,9378,156367,6.0,13951,198266,7.0,21543,446083,4.8,1436,89180,1.6,25,25106,0.1,96812,1132764,8.5
"2021-04-05","Asturias",42525,87826,48.4,3594,109249,3.3,9870,149652,6.6,13542,162645,8.3,20914,322095,6.5,2324,54179,4.3,25,15563,0.2,92794,901209,10.3
"2021-04-05","Baleares",16073,49542,32.4,2113,80516,2.6,4915,117231,4.2,7585,165797,4.6,17406,464054,3.8,1232,85839,1.4,30,23300,0.1,49354,986279,5.0
"2021-04-05","Canarias",33676,90236,37.3,12906,154531,8.4,9124,235092,3.9,16904,350512,4.8,34223,832411,4.1,2360,163899,1.4,19,44352,0.0,109212,1871033,5.8
"2021-04-05","Cantabria",22902,41042,55.8,1667,53066,3.1,3712,77345,4.8,5528,89964,6.1,10407,194241,5.4,595,34935,1.7,3,10791,0.0,44814,501384,8.9
"2021-04-05","Castilla y Leon",105646,223657,47.2,9128,245410,3.7,19865,318575,6.2,29714,381175,7.8,41320,738950,5.6,2583,144422,1.8,82,40684,0.2,208338,2092873,10.0
"2021-04-05","Castilla la Mancha",54253,135194,40.1,5274,159101,3.3,13182,218444,6.0,21676,307478,7.0,33458,707865,4.7,3279,149518,2.2,78,42364,0.2,131200,1719964,7.6
"2021-04-05","Cataluña",158522,447196,35.4,26519,635292,4.2,47243,837584,5.6,66144,1091780,6.1,125432,2803626,4.5,15765,556316,2.8,192,159864,0.1,439817,6531658,6.7
"2021-04-05","C. Valenciana",123996,276531,44.8,9950,437862,2.3,23008,580728,4.0,33286,752334,4.4,67423,1765967,3.8,5106,352834,1.4,91,103049,0.1,262860,4269305,6.2
"2021-04-05","Extremadura",34338,76005,45.2,3005,91876,3.3,7161,125297,5.7,12206,169216,7.2,19146,351778,5.4,880,76088,1.2,35,20953,0.2,76771,911213,8.4
"2021-04-05","Galicia",88314,234302,37.7,4244,289762,1.5,16132,346927,4.6,23096,405889,5.7,37940,889004,4.3,1443,152745,0.9,3,44014,0.0,171172,2362643,7.2
"2021-04-05","La Rioja",12218,22207,55.0,656,28125,2.3,2331,37718,6.2,3317,47664,7.0,4664,107618,4.3,372,21170,1.8,2,6286,0.0,23560,270788,8.7
"2021-04-05","Madrid",169388,364122,46.5,7525,526081,1.4,29264,703323,4.2,49932,972783,5.1,108440,2513737,4.3,12784,479716,2.7,35,135861,0.0,377368,5695623,6.6
"2021-04-05","Murcia",37090,69771,53.2,2330,102899,2.3,7402,146909,5.0,13730,213256,6.4,27326,551265,5.0,2485,118667,2.1,95,34712,0.3,90458,1237479,7.3
"2021-04-05","Navarra",13618,41166,33.1,1725,55792,3.1,3964,73844,5.4,7398,96694,7.7,12050,223028,5.4,879,48505,1.8,4,13906,0.0,39638,552935,7.2
"2021-04-05","País Vasco",37981,157950,24.0,3360,213081,1.6,11091,280119,4.0,19548,339977,5.7,30857,724849,4.3,2696,140323,1.9,2,41824,0.0,105535,1898123,5.6
"2021-04-05","Ceuta",1582,2605,60.7,373,4318,8.6,310,7857,3.9,511,11556,4.4,813,30066,2.7,44,7581,0.6,0,2175,0.0,3633,66158,5.5
"2021-04-05","Melilla",860,2349,36.6,57,3748,1.5,248,7827,3.2,429,11299,3.8,775,30095,2.6,55,8536,0.6,6,2324,0.3,2430,66178,3.7
"2021-04-05","España",1253462,2834024,44.2,111076,3960045,2.8,260659,5336986,4.9,410374,7033306,5.8,748165,16706113,4.5,68260,3310299,2.1,810,949049,0.1,2852806,40129822,7.1
"2021-04-06","Andalucía",255247,413516,61.7,13621,650381,2.1,42132,916147,4.6,70999,1265021,5.6,131203,3009381,4.4,11875,625846,1.9,83,181921,0.0,525160,7062213,7.4
"2021-04-06","Aragón",47379,98807,48.0,3174,118955,2.7,9384,156367,6.0,13957,198266,7.0,21549,446083,4.8,1437,89180,1.6,25,25106,0.1,96905,1132764,8.6
"2021-04-06","Asturias",43015,87826,49.0,3610,109249,3.3,9907,149652,6.6,13574,162645,8.3,20970,322095,6.5,2327,54179,4.3,25,15563,0.2,93428,901209,10.4
"2021-04-06","Baleares",16151,49542,32.6,2113,80516,2.6,4915,117231,4.2,7586,165797,4.6,17406,464054,3.8,1232,85839,1.4,30,23300,0.1,49433,986279,5.0
"2021-04-06","Canarias",34382,90236,38.1,13081,154531,8.5,9151,235092,3.9,16944,350512,4.8,34286,832411,4.1,2365,163899,1.4,19,44352,0.0,110228,1871033,5.9
"2021-04-06","Cantabria",22936,41042,55.9,1668,53066,3.1,3715,77345,4.8,5528,89964,6.1,10416,194241,5.4,595,34935,1.7,3,10791,0.0,44861,501384,8.9
"2021-04-06","Castilla y Leon",110578,223657,49.4,9201,245410,3.7,19963,318575,6.3,29803,381175,7.8,41433,738950,5.6,2593,144422,1.8,82,40684,0.2,213653,2092873,10.2
"2021-04-06","Castilla la Mancha",55351,135194,40.9,5331,159101,3.4,13241,218444,6.1,21791,307478,7.1,33644,707865,4.8,3301,149518,2.2,78,42364,0.2,132737,1719964,7.7
"2021-04-06","Cataluña",158526,447196,35.4,26520,635292,4.2,47243,837584,5.6,66146,1091780,6.1,125439,2803626,4.5,15767,556316,2.8,192,159864,0.1,439833,6531658,6.7
"2021-04-06","C. Valenciana",123997,276531,44.8,9950,437862,2.3,23008,580728,4.0,33286,752334,4.4,67423,1765967,3.8,5106,352834,1.4,91,103049,0.1,262861,4269305,6.2
"2021-04-06","Extremadura",35075,76005,46.1,3019,91876,3.3,7272,125297,5.8,12314,169216,7.3,19241,351778,5.5,882,76088,1.2,35,20953,0.2,77838,911213,8.5
"2021-04-06","Galicia",92514,234302,39.5,4532,289762,1.6,16409,346927,4.7,23237,405889,5.7,38056,889004,4.3,1448,152745,0.9,3,44014,0.0,176199,2362643,7.5
"2021-04-06","La Rioja",12890,22207,58.0,657,28125,2.3,2331,37718,6.2,3318,47664,7.0,4664,107618,4.3,372,21170,1.8,2,6286,0.0,24234,270788,8.9
"2021-04-06","Madrid",184563,364122,50.7,7731,526081,1.5,29504,703323,4.2,50139,972783,5.2,108838,2513737,4.3,12826,479716,2.7,35,135861,0.0,393636,5695623,6.9
"2021-04-06","Murcia",37414,69771,53.6,2337,102899,2.3,7411,146909,5.0,13738,213256,6.4,27351,551265,5.0,2490,118667,2.1,95,34712,0.3,90836,1237479,7.3
"2021-04-06","Navarra",16947,41166,41.2,1734,55792,3.1,3998,73844,5.4,7459,96694,7.7,12131,223028,5.4,893,48505,1.8,4,13906,0.0,43166,552935,7.8
"2021-04-06","País Vasco",45116,157950,28.6,3504,213081,1.6,11933,280119,4.3,20520,339977,6.0,32200,724849,4.4,2853,140323,2.0,4,41824,0.0,116130,1898123,6.1
"2021-04-06","Ceuta",1582,2605,60.7,373,4318,8.6,312,7857,4.0,511,11556,4.4,813,30066,2.7,44,7581,0.6,0,2175,0.0,3635,66158,5.5
"2021-04-06","Melilla",861,2349,36.7,57,3748,1.5,269,7827,3.4,449,11299,4.0,794,30095,2.6,55,8536,0.6,6,2324,0.3,2491,66178,3.8
"2021-04-06","España",1294524,2834024,45.7,112217,3960045,2.8,262529,5336986,4.9,412325,7033306,5.9,751289,16706113,4.5,68595,3310299,2.1,812,949049,0.1,2902291,40129822,7.2
"2021-04-07","Andalucía",257816,413516,62.3,13815,650381,2.1,42265,916147,4.6,71156,1265021,5.6,131604,3009381,4.4,11925,625846,1.9,85,181921,0.0,528666,7062213,7.5
"2021-04-07","Aragón",48140,98807,48.7,3203,118955,2.7,9433,156367,6.0,14018,198266,7.1,21626,446083,4.8,1445,89180,1.6,25,25106,0.1,97890,1132764,8.6
"2021-04-07","Asturias",44085,87826,50.2,3644,109249,3.3,9971,149652,6.7,13634,162645,8.4,21079,322095,6.5,2340,54179,4.3,25,15563,0.2,94778,901209,10.5
"2021-04-07","Baleares",17483,49542,35.3,2179,80516,2.7,4951,117231,4.2,7619,165797,4.6,17445,464054,3.8,1236,85839,1.4,30,23300,0.1,50943,986279,5.2
"2021-04-07","Canarias",34381,90236,38.1,13081,154531,8.5,9154,235092,3.9,16942,350512,4.8,34287,832411,4.1,2364,163899,1.4,19,44352,0.0,110228,1871033,5.9
"2021-04-07","Cantabria",23021,41042,56.1,1673,53066,3.2,3719,77345,4.8,5530,89964,6.1,10419,194241,5.4,596,34935,1.7,3,10791,0.0,44961,501384,9.0
"2021-04-07","Castilla y Leon",116682,223657,52.2,9334,245410,3.8,20036,318575,6.3,29897,381175,7.8,41641,738950,5.6,2609,144422,1.8,82,40684,0.2,220281,2092873,10.5
"2021-04-07","Castilla la Mancha",60130,135194,44.5,5480,159101,3.4,13473,218444,6.2,22047,307478,7.2,34066,707865,4.8,3334,149518,2.2,85,42364,0.2,138615,1719964,8.1
"2021-04-07","Cataluña",160027,447196,35.8,26750,635292,4.2,47524,837584,5.7,66355,1091780,6.1,125737,2803626,4.5,15902,556316,2.9,193,159864,0.1,442488,6531658,6.8
"2021-04-07","C. Valenciana",124001,276531,44.8,9950,437862,2.3,23007,580728,4.0,33286,752334,4.4,67424,1765967,3.8,5101,352834,1.4,91,103049,0.1,262860,4269305,6.2
"2021-04-07","Extremadura",37235,76005,49.0,3036,91876,3.3,7305,125297,5.8,12366,169216,7.3,19298,351778,5.5,888,76088,1.2,35,20953,0.2,80163,911213,8.8
"2021-04-07","Galicia",92515,234302,39.5,4532,289762,1.6,16409,346927,4.7,23236,405889,5.7,38058,889004,4.3,1448,152745,0.9,3,44014,0.0,176201,2362643,7.5
"2021-04-07","La Rioja",12893,22207,58.1,657,28125,2.3,2332,37718,6.2,3324,47664,7.0,4675,107618,4.3,374,21170,1.8,2,6286,0.0,24257,270788,9.0
"2021-04-07","Madrid",197029,364122,54.1,7958,526081,1.5,29817,703323,4.2,50428,972783,5.2,109325,2513737,4.3,12943,479716,2.7,36,135861,0.0,407536,5695623,7.2
"2021-04-07","Murcia",37423,69771,53.6,2337,102899,2.3,7413,146909,5.0,13740,213256,6.4,27362,551265,5.0,2490,118667,2.1,95,34712,0.3,90860,1237479,7.3
"2021-04-07","Navarra",17532,41166,42.6,1736,55792,3.1,4004,73844,5.4,7466,96694,7.7,12164,223028,5.5,894,48505,1.8,4,13906,0.0,43800,552935,7.9
"2021-04-07","País Vasco",45117,157950,28.6,3504,213081,1.6,11935,280119,4.3,20527,339977,6.0,32204,724849,4.4,2852,140323,2.0,4,41824,0.0,116143,1898123,6.1
"2021-04-07","Ceuta",1582,2605,60.7,373,4318,8.6,313,7857,4.0,513,11556,4.4,814,30066,2.7,44,7581,0.6,0,2175,0.0,3639,66158,5.5
"2021-04-07","Melilla",861,2349,36.7,57,3748,1.5,269,7827,3.4,449,11299,4.0,793,30095,2.6,55,8536,0.6,6,2324,0.3,2490,66178,3.8
"2021-04-07","España",1327953,2834024,46.9,113303,3960045,2.9,263761,5336986,4.9,413559,7033306,5.9,753458,16706113,4.5,68974,3310299,2.1,823,949049,0.1,2941831,40129822,7.3
"2021-04-08","Andalucía",259718,413516,62.8,14063,650381,2.2,42363,916147,4.6,71345,1265021,5.6,131966,3009381,4.4,11971,625846,1.9,87,181921,0.0,531513,7062213,7.5
"2021-04-08","Aragón",50076,98807,50.7,3250,118955,2.7,9498,156367,6.1,14067,198266,7.1,21680,446083,4.9,1450,89180,1.6,25,25106,0.1,100046,1132764,8.8
"2021-04-08","Asturias",44333,87826,50.5,3653,109249,3.3,9987,149652,6.7,13651,162645,8.4,21091,322095,6.5,2341,54179,4.3,25,15563,0.2,95081,901209,10.6
"2021-04-08","Baleares",19878,49542,40.1,2198,80516,2.7,4976,117231,4.2,7626,165797,4.6,17474,464054,3.8,1240,85839,1.4,30,23300,0.1,53422,986279,5.4
"2021-04-08","Canarias",36504,90236,40.5,13594,154531,8.8,9360,235092,4.0,17120,350512,4.9,34513,832411,4.1,2387,163899,1.5,20,44352,0.0,113498,1871033,6.1
"2021-04-08","Cantabria",23021,41042,56.1,1673,53066,3.2,3719,77345,4.8,5530,89964,6.1,10420,194241,5.4,596,34935,1.7,3,10791,0.0,44962,501384,9.0
"2021-04-08","Castilla y Leon",121330,223657,54.2,9480,245410,3.9,20063,318575,6.3,29931,381175,7.9,41697,738950,5.6,2618,144422,1.8,83,40684,0.2,225202,2092873,10.8
"2021-04-08","Castilla la Mancha",65818,135194,48.7,5634,159101,3.5,13628,218444,6.2,22260,307478,7.2,34542,707865,4.9,3532,149518,2.4,85,42364,0.2,145499,1719964,8.5
"2021-04-08","Cataluña",163082,447196,36.5,27358,635292,4.3,48232,837584,5.8,66899,1091780,6.1,126644,2803626,4.5,16085,556316,2.9,196,159864,0.1,448496,6531658,6.9
"2021-04-08","C. Valenciana",137776,276531,49.8,10229,437862,2.3,23264,580728,4.0,33529,752334,4.5,67726,1765967,3.8,5145,352834,1.5,92,103049,0.1,277761,4269305,6.5
"2021-04-08","Extremadura",39428,76005,51.9,3074,91876,3.3,7558,125297,6.0,12613,169216,7.5,19345,351778,5.5,894,76088,1.2,35,20953,0.2,82947,911213,9.1
"2021-04-08","Galicia",98758,234302,42.1,4567,289762,1.6,16503,346927,4.8,23346,405889,5.8,38212,889004,4.3,1456,152745,1.0,3,44014,0.0,182845,2362643,7.7
"2021-04-08","La Rioja",13111,22207,59.0,658,28125,2.3,2333,37718,6.2,3326,47664,7.0,4675,107618,4.3,374,21170,1.8,2,6286,0.0,24479,270788,9.0
"2021-04-08","Madrid",206712,364122,56.8,8169,526081,1.6,30125,703323,4.3,50727,972783,5.2,109901,2513737,4.4,13035,479716,2.7,37,135861,0.0,418706,5695623,7.4
"2021-04-08","Murcia",40746,69771,58.4,2512,102899,2.4,7453,146909,5.1,13783,213256,6.5,27422,551265,5.0,2496,118667,2.1,95,34712,0.3,94507,1237479,7.6
"2021-04-08","Navarra",19149,41166,46.5,1750,55792,3.1,4014,73844,5.4,7488,96694,7.7,12195,223028,5.5,897,48505,1.8,4,13906,0.0,45497,552935,8.2
"2021-04-08","País Vasco",51843,157950,32.8,3582,213081,1.7,12270,280119,4.4,20969,339977,6.2,32857,724849,4.5,2933,140323,2.1,4,41824,0.0,124458,1898123,6.6
"2021-04-08","Ceuta",1583,2605,60.8,373,4318,8.6,313,7857,4.0,513,11556,4.4,814,30066,2.7,44,7581,0.6,0,2175,0.0,3640,66158,5.5
"2021-04-08","Melilla",1006,2349,42.8,57,3748,1.5,269,7827,3.4,449,11299,4.0,795,30095,2.6,55,8536,0.6,6,2324,0.3,2637,66178,4.0
"2021-04-08","España",1393873,2834024,49.2,115878,3960045,2.9,266383,5336986,5.0,416232,7033306,5.9,757561,16706113,4.5,69691,3310299,2.1,832,949049,0.1,3020450,40129822,7.5
"2021-04-09","Andalucía",263231,413516,63.7,14313,650381,2.2,42510,916147,4.6,71502,1265021,5.7,132280,3009381,4.4,12013,625846,1.9,88,181921,0.0,535937,7062213,7.6
"2021-04-09","Aragón",51553,98807,52.2,3290,118955,2.8,9526,156367,6.1,14094,198266,7.1,21728,446083,4.9,1455,89180,1.6,25,25106,0.1,101671,1132764,9.0
"2021-04-09","Asturias",44913,87826,51.1,3685,109249,3.4,10030,149652,6.7,13677,162645,8.4,21122,322095,6.6,2347,54179,4.3,25,15563,0.2,95799,901209,10.6
"2021-04-09","Baleares",21415,49542,43.2,2207,80516,2.7,4999,117231,4.3,7640,165797,4.6,17527,464054,3.8,1242,85839,1.4,30,23300,0.1,55060,986279,5.6
"2021-04-09","Canarias",37142,90236,41.2,13692,154531,8.9,9426,235092,4.0,17183,350512,4.9,34605,832411,4.2,2397,163899,1.5,21,44352,0.0,114466,1871033,6.1
"2021-04-09","Cantabria",23063,41042,56.2,1674,53066,3.2,3720,77345,4.8,5536,89964,6.2,10432,194241,5.4,599,34935,1.7,3,10791,0.0,45027,501384,9.0
