"fecha","Comunidad","vac_80+","por_80+","vac_70-79","por_70-79","vac_60-69","por_60-69","vac_50-59","por_50-59","vac_40-49","por_40-49","vac_25-39","por_25-39","vac_18-24","por_18-24","vac_16-17","por_16-17","tot_vac","pobl_tot","por_tot" 
"2021-06-16","Castilla y León",228284,100.0,248215,100.0,305747,96.0,326772,85.7,96177,26.5,49750,13.2,9813,6.8,127,0.3,1264885,2092873,60.4
"2021-06-16","Castilla la Mancha",137156,100.0,156877,98.6,209214,95.8,266562,86.7,157410,47.6,43117,11.4,8393,5.6,122,0.3,978851,1719964,56.9
"2021-06-16","Cataluña",454643,100.0,608492,95.8,729949,87.1,887064,81.2,541963,41.2,193262,13.0,54448,9.8,1097,0.7,3470918,6531658,53.1
"2021-06-16","C. Valenciana",294354,100.0,427999,97.7,531201,91.5,613060,81.5,230146,27.0,110710,12.1,22493,6.4,246,0.2,2230209,4269305,52.2
"2021-06-16","Extremadura",77968,100.0,95241,100.0,127978,100.0,150759,89.1,63878,40.1,23741,12.3,2983,3.9,77,0.4,542625,911213,59.5
"2021-06-16","Galicia",240586,100.0,288219,99.5,331496,95.6,368890,90.9,150749,34.0,50434,11.3,6844,4.5,54,0.1,1437272,2362643,60.8
"2021-06-16","La Rioja",23292,100.0,28442,100.0,36586,97.0,40929,85.9,15082,28.5,7634,14.0,1581,7.5,11,0.2,153557,270788,56.7
"2021-06-16","Madrid",370522,100.0,503746,95.8,673659,95.8,814523,83.7,265303,22.8,182271,13.5,35689,7.4,510,0.4,2846223,5695623,50.0
"2021-06-16","Murcia",73152,100.0,100526,97.7,132661,90.3,180866,84.8,125718,49.5,33014,11.1,7910,6.7,157,0.5,654004,1237479,52.8
"2021-06-16","Navarra",42353,100.0,55558,99.6,70241,95.1,88459,91.5,50702,46.9,16084,14.0,4000,8.2,17,0.1,327414,552935,59.2
"2021-06-16","País Vasco",161891,100.0,209895,98.5,271568,96.9,287861,84.7,93117,25.7,52816,14.6,13366,9.5,60,0.1,1090574,1898123,57.5
"2021-06-16","Ceuta",2359,90.6,3769,87.3,6993,89.0,9659,83.6,9008,71.3,3463,19.9,600,7.9,11,0.5,35862,66158,54.2
"2021-06-16","Melilla",1940,82.6,3155,84.2,6534,83.5,8583,76.0,8288,69.1,3610,20.0,332,3.9,7,0.3,32449,66178,49.0
"2021-06-16","España",2911992,100.0,3882835,98.1,4960322,92.9,5922315,84.2,2946768,37.3,1171969,13.3,249221,7.5,3497,0.4,22048919,40129822,54.9
"2021-06-17","Andalucía",430765,100.0,642638,98.8,860413,93.9,1101443,87.1,706862,51.0,210377,13.0,43910,7.0,645,0.4,3997053,7062213,56.6
"2021-06-17","Aragón",100608,100.0,117768,99.0,147423,94.3,168350,84.9,98501,45.8,34605,15.0,7825,8.8,82,0.3,675162,1132764,59.6
"2021-06-17","Asturias",88313,100.0,113137,100.0,140769,94.1,139739,85.9,94087,56.3,21378,13.8,4869,9.0,63,0.4,602355,901209,66.8
"2021-06-17","Baleares",50620,100.0,77042,95.7,98584,84.1,127805,77.1,106745,51.8,30810,11.9,4639,5.4,49,0.2,496294,986279,50.3
"2021-06-17","Canarias",91180,100.0,147022,95.1,206337,87.8,267587,76.3,169683,43.7,64423,14.5,8938,5.5,157,0.4,955327,1871033,51.1
"2021-06-17","Cantabria",42121,100.0,55521,100.0,73106,94.5,74553,82.9,35971,36.8,12968,13.4,1916,5.5,25,0.2,296181,501384,59.1
"2021-06-17","Castilla y León",228296,100.0,248247,100.0,306212,96.1,328601,86.2,105761,29.1,50157,13.4,9895,6.9,131,0.3,1277300,2092873,61.0
"2021-06-17","Castilla la Mancha",137169,100.0,156910,98.6,209570,95.9,267623,87.0,173060,52.3,43629,11.6,8411,5.6,124,0.3,996496,1719964,57.9
"2021-06-17","Cataluña",454728,100.0,608745,95.8,733017,87.5,893320,81.8,592478,45.0,194291,13.1,54937,9.9,1142,0.7,3532658,6531658,54.1
"2021-06-17","C. Valenciana",294422,100.0,428230,97.8,532173,91.6,616928,82.0,262363,30.8,111101,12.2,22606,6.4,249,0.2,2268072,4269305,53.1
"2021-06-17","Extremadura",77969,100.0,95251,100.0,127978,100.0,151221,89.4,71747,45.0,23741,12.3,2983,3.9,77,0.4,550967,911213,60.5
"2021-06-17","Galicia",240625,100.0,288267,99.5,331562,95.6,368890,90.9,152002,34.3,50838,11.4,6861,4.5,55,0.1,1439100,2362643,60.9
"2021-06-17","La Rioja",23292,100.0,28443,100.0,36586,97.0,41206,86.5,16617,31.4,7634,14.0,1581,7.5,11,0.2,155370,270788,57.4
"2021-06-17","Madrid",370602,100.0,503938,95.8,673659,95.8,820536,84.3,285310,24.5,182271,13.5,35689,7.4,515,0.4,2872520,5695623,50.4
"2021-06-17","Murcia",73171,100.0,100650,97.8,133151,90.6,182190,85.4,137749,54.2,33102,11.1,7984,6.7,160,0.5,668157,1237479,54.0
"2021-06-17","Navarra",42356,100.0,55563,99.6,70241,95.1,88459,91.5,54118,50.1,16084,14.0,4000,8.2,18,0.1,330839,552935,59.8
"2021-06-17","País Vasco",161919,100.0,209929,98.5,271568,96.9,289991,85.3,106069,29.3,52816,14.6,13366,9.5,62,0.1,1105720,1898123,58.3
"2021-06-17","Ceuta",2359,90.6,3769,87.3,6993,89.0,9659,83.6,9008,71.3,3560,20.4,606,8.0,11,0.5,35965,66158,54.4
"2021-06-17","Melilla",1942,82.7,3157,84.2,6539,83.5,8608,76.2,8366,69.7,4120,22.8,333,3.9,7,0.3,33072,66178,50.0
"2021-06-17","España",2912488,100.0,3884240,98.1,4969209,93.1,5955559,84.7,3205512,40.6,1183852,13.4,250648,7.6,3596,0.4,22365104,40129822,55.7
"2021-06-18","Andalucía",430839,100.0,642843,98.8,863658,94.3,1105865,87.4,760423,54.9,218741,13.5,45094,7.2,657,0.4,4068120,7062213,57.6
"2021-06-18","Aragón",100623,100.0,117798,99.0,146790,93.9,169099,85.3,105847,49.2,35168,15.2,7935,8.9,85,0.3,683345,1132764,60.3
"2021-06-18","Asturias",88322,100.0,113154,100.0,140917,94.2,140562,86.4,102707,61.5,21530,13.9,4878,9.0,63,0.4,612133,901209,67.9
"2021-06-18","Baleares",50635,100.0,77085,95.7,98676,84.2,128448,77.5,111318,54.0,32909,12.8,4644,5.4,49,0.2,503764,986279,51.1
"2021-06-18","Canarias",91219,100.0,147107,95.2,206660,87.9,268998,76.7,177775,45.8,66657,15.0,9098,5.6,166,0.4,967680,1871033,51.7
"2021-06-18","Cantabria",42136,100.0,55539,100.0,73307,94.8,75689,84.1,39133,40.0,13107,13.6,1930,5.5,26,0.2,300867,501384,60.0
"2021-06-18","Castilla y León",228318,100.0,248298,100.0,306408,96.2,330063,86.6,124931,34.4,50446,13.4,9937,6.9,132,0.3,1298533,2092873,62.0
"2021-06-18","Castilla la Mancha",137180,100.0,156933,98.6,209802,96.0,268422,87.3,185510,56.1,44349,11.8,8450,5.7,125,0.3,1010771,1719964,58.8
"2021-06-18","Cataluña",454821,100.0,609040,95.9,737727,88.1,899368,82.4,634049,48.2,196192,13.2,55659,10.0,1207,0.8,3588063,6531658,54.9
"2021-06-18","C. Valenciana",294504,100.0,428435,97.8,533513,91.9,620861,82.5,306121,35.9,111432,12.2,22738,6.4,259,0.3,2317863,4269305,54.3
"2021-06-18","Extremadura",77983,100.0,95276,100.0,126538,100.0,152057,89.9,84608,53.0,23922,12.4,2968,3.9,78,0.4,563430,911213,61.8
"2021-06-18","Galicia",240660,100.0,288298,99.5,331610,95.6,367060,90.4,176853,39.9,50987,11.4,6879,4.5,55,0.1,1462402,2362643,61.9
"2021-06-18","La Rioja",23293,100.0,28450,100.0,35736,94.7,41294,86.6,18606,35.1,7454,13.6,1517,7.2,11,0.2,156361,270788,57.7
"2021-06-18","Madrid",370680,100.0,504100,95.8,651441,92.6,826810,85.0,309653,26.6,177017,13.1,34921,7.3,516,0.4,2875138,5695623,50.5
"2021-06-18","Murcia",73224,100.0,100890,98.0,133912,91.2,182922,85.8,151164,59.5,33135,11.2,7962,6.7,160,0.5,683369,1237479,55.2
"2021-06-18","Navarra",42359,100.0,55576,99.6,68701,93.0,86022,89.0,59794,55.4,15787,13.7,3842,7.9,19,0.1,332100,552935,60.1
"2021-06-18","País Vasco",161931,100.0,209960,98.5,266179,95.0,291448,85.7,119016,32.9,52232,14.4,13131,9.4,64,0.2,1113961,1898123,58.7
"2021-06-18","Ceuta",2359,90.6,3772,87.4,6994,89.0,9438,81.7,9028,71.4,4204,24.1,606,8.0,11,0.5,36412,66158,55.0
"2021-06-18","Melilla",1945,82.8,3159,84.3,6543,83.6,8621,76.3,8427,70.2,4605,25.5,333,3.9,7,0.3,33640,66178,50.8
"2021-06-18","España",2913061,100.0,3885726,98.1,4948445,92.7,5981912,85.1,3504040,44.4,1196032,13.6,251991,7.6,3704,0.4,22684911,40129822,56.5
