fecha,edad,sexo,porcentaje_casos,acumulados_caso,porcentaje_fallecidos,acumulado_fallecidos
 2021-04-09,50-59,Mujer,15.1,31467,2.2,70
 2021-04-09,60-69,Mujer,9.8,20307,5.9,187
 2021-04-09,70-79,Mujer,6.7,13851,18.6,591
 2021-04-09,80-89,Mujer,5.4,11124,44.4,1410
 2021-04-09,90+,Mujer,2.1,4302,27.9,887
 2021-04-09,0-9,Hombre,7.7,14757,0.0,0
 2021-04-09,10-19,Hombre,11.4,21673,0.0,1
 2021-04-09,20-29,Hombre,12.9,24504,0.1,3
 2021-04-09,30-39,Hombre,13.4,25518,0.2,9
 2021-04-09,40-49,Hombre,17.2,32672,1.2,48
 2021-04-09,50-59,Hombre,15.3,29095,4.5,182
 2021-04-09,60-69,Hombre,10.6,20179,13.7,551
 2021-04-09,70-79,Hombre,6.8,12868,28.0,1129
 2021-04-09,80-89,Hombre,3.9,7514,38.2,1539
 2021-04-09,90+,Hombre,0.9,1690,14.1,568
 2021-04-10,0-9,Mujer,6.9,14404,0.0,0
 2021-04-10,10-19,Mujer,10.4,21568,0.1,2
 2021-04-10,20-29,Mujer,12.8,26567,0.0,1
 2021-04-10,30-39,Mujer,13.8,28728,0.2,7
 2021-04-10,40-49,Mujer,17.1,35651,0.8,24
 2021-04-10,50-59,Mujer,15.1,31480,2.2,70
 2021-04-10,60-69,Mujer,9.8,20316,5.9,187
 2021-04-10,70-79,Mujer,6.7,13856,18.6,591
 2021-04-10,80-89,Mujer,5.3,11123,44.4,1411
 2021-04-10,90+,Mujer,2.1,4302,27.9,887
 2021-04-10,0-9,Hombre,7.7,14756,0.0,0
 2021-04-10,10-19,Hombre,11.4,21690,0.0,1
 2021-04-10,20-29,Hombre,12.9,24516,0.1,3
 2021-04-10,30-39,Hombre,13.4,25537,0.2,9
 2021-04-10,40-49,Hombre,17.2,32692,1.2,48
 2021-04-10,50-59,Hombre,15.3,29104,4.5,183
 2021-04-10,60-69,Hombre,10.6,20192,13.7,552
 2021-04-10,70-79,Hombre,6.8,12875,28.0,1130
 2021-04-10,80-89,Hombre,3.9,7515,38.2,1539
 2021-04-10,90+,Hombre,0.9,1689,14.1,568
 2021-04-11,0-9,Mujer,6.9,14413,0.0,0
 2021-04-11,10-19,Mujer,10.4,21580,0.1,2
 2021-04-11,20-29,Mujer,12.8,26581,0.0,1
 2021-04-11,30-39,Mujer,13.8,28739,0.2,7
 2021-04-11,40-49,Mujer,17.1,35663,0.8,24
 2021-04-11,50-59,Mujer,15.1,31494,2.2,70
 2021-04-11,60-69,Mujer,9.8,20322,5.9,187
 2021-04-11,70-79,Mujer,6.7,13857,18.6,591
 2021-04-11,80-89,Mujer,5.3,11123,44.4,1411
 2021-04-11,90+,Mujer,2.1,4303,27.9,887
 2021-04-11,0-9,Hombre,7.7,14762,0.0,0
 2021-04-11,10-19,Hombre,11.4,21698,0.0,1
 2021-04-11,20-29,Hombre,12.9,24529,0.1,3
 2021-04-11,30-39,Hombre,13.4,25545,0.2,9
 2021-04-11,40-49,Hombre,17.2,32700,1.2,48
 2021-04-11,50-59,Hombre,15.3,29112,4.5,183
 2021-04-11,60-69,Hombre,10.6,20201,13.7,552
 2021-04-11,70-79,Hombre,6.8,12878,28.0,1130
 2021-04-11,80-89,Hombre,3.9,7517,38.2,1539
 2021-04-11,90+,Hombre,0.9,1690,14.1,568
 2021-04-12,0-9,Mujer,6.9,14415,0.0,0
 2021-04-12,10-19,Mujer,10.4,21584,0.1,2
 2021-04-12,20-29,Mujer,12.8,26588,0.0,1
 2021-04-12,30-39,Mujer,13.8,28745,0.2,7
 2021-04-12,40-49,Mujer,17.1,35673,0.8,24
 2021-04-12,50-59,Mujer,15.1,31498,2.2,70
 2021-04-12,60-69,Mujer,9.8,20326,5.9,187
 2021-04-12,70-79,Mujer,6.7,13860,18.6,591
 2021-04-12,80-89,Mujer,5.3,11126,44.4,1412
 2021-04-12,90+,Mujer,2.1,4303,27.9,887
 2021-04-12,0-9,Hombre,7.7,14765,0.0,0
 2021-04-12,10-19,Hombre,11.4,21705,0.0,1
 2021-04-12,20-29,Hombre,12.9,24534,0.1,3
 2021-04-12,30-39,Hombre,13.4,25549,0.2,9
 2021-04-12,40-49,Hombre,17.2,32710,1.2,48
 2021-04-12,50-59,Hombre,15.3,29113,4.5,183
 2021-04-12,60-69,Hombre,10.6,20205,13.7,553
 2021-04-12,70-79,Hombre,6.8,12881,28.0,1132
 2021-04-12,80-89,Hombre,3.9,7520,38.2,1541
 2021-04-12,90+,Hombre,0.9,1690,14.1,568
 2021-04-13,0-9,Mujer,6.9,14417,0.0,0
 2021-04-13,10-19,Mujer,10.4,21588,0.1,2
 2021-04-13,20-29,Mujer,12.8,26594,0.0,1
 2021-04-13,30-39,Mujer,13.8,28750,0.2,7
 2021-04-13,40-49,Mujer,17.1,35684,0.8,24
 2021-04-13,50-59,Mujer,15.1,31502,2.2,71
 2021-04-13,60-69,Mujer,9.8,20331,5.9,187
 2021-04-13,70-79,Mujer,6.7,13865,18.6,592
 2021-04-13,80-89,Mujer,5.3,11129,44.4,1414
 2021-04-13,90+,Mujer,2.1,4304,27.8,887
 2021-04-13,0-9,Hombre,7.7,14767,0.0,0
 2021-04-13,10-19,Hombre,11.4,21709,0.0,1
 2021-04-13,20-29,Hombre,12.9,24541,0.1,3
 2021-04-13,30-39,Hombre,13.4,25558,0.2,9
 2021-04-13,40-49,Hombre,17.2,32717,1.2,48
 2021-04-13,50-59,Hombre,15.3,29117,4.6,184
 2021-04-13,60-69,Hombre,10.6,20206,13.7,555
 2021-04-13,70-79,Hombre,6.8,12882,28.0,1132
 2021-04-13,80-89,Hombre,3.9,7520,38.1,1542
 2021-04-13,90+,Hombre,0.9,1690,14.1,569
 2021-04-14,0-9,Mujer,6.9,14426,0.0,0
 2021-04-14,10-19,Mujer,10.4,21590,0.1,2
 2021-04-14,20-29,Mujer,12.8,26605,0.0,1
 2021-04-14,30-39,Mujer,13.8,28755,0.2,7
 2021-04-14,40-49,Mujer,17.1,35700,0.8,24
 2021-04-14,50-59,Mujer,15.1,31512,2.2,71
 2021-04-14,60-69,Mujer,9.8,20343,5.9,188
 2021-04-14,70-79,Mujer,6.7,13873,18.6,592
 2021-04-14,80-89,Mujer,5.3,11133,44.4,1415
 2021-04-14,90+,Mujer,2.1,4304,27.8,887
 2021-04-14,0-9,Hombre,7.7,14771,0.0,0
 2021-04-14,10-19,Hombre,11.4,21722,0.0,1
 2021-04-14,20-29,Hombre,12.9,24550,0.1,3
 2021-04-14,30-39,Hombre,13.4,25571,0.2,9
 2021-04-14,40-49,Hombre,17.2,32725,1.2,49
 2021-04-14,50-59,Hombre,15.3,29140,4.5,184
 2021-04-14,60-69,Hombre,10.6,20212,13.7,555
 2021-04-14,70-79,Hombre,6.8,12890,28.0,1133
 2021-04-14,80-89,Hombre,3.9,7521,38.2,1545
 2021-04-14,90+,Hombre,0.9,1690,14.1,570
 2021-04-15,0-9,Mujer,6.9,14434,0.0,0
 2021-04-15,10-19,Mujer,10.4,21604,0.1,2
 2021-04-15,20-29,Mujer,12.8,26624,0.0,1
 2021-04-15,30-39,Mujer,13.8,28762,0.2,7
 2021-04-15,40-49,Mujer,17.1,35722,0.8,24
 2021-04-15,50-59,Mujer,15.1,31522,2.2,71
 2021-04-15,60-69,Mujer,9.8,20353,5.9,189
 2021-04-15,70-79,Mujer,6.7,13877,18.6,592
 2021-04-15,80-89,Mujer,5.3,11134,44.4,1416
 2021-04-15,90+,Mujer,2.1,4307,27.8,888
 2021-04-15,0-9,Hombre,7.7,14776,0.0,0
 2021-04-15,10-19,Hombre,11.4,21732,0.0,1
 2021-04-15,20-29,Hombre,12.9,24570,0.1,3
 2021-04-15,30-39,Hombre,13.4,25591,0.2,10
 2021-04-15,40-49,Hombre,17.2,32752,1.2,49
 2021-04-15,50-59,Hombre,15.3,29157,4.5,184
 2021-04-15,60-69,Hombre,10.6,20226,13.7,555
 2021-04-15,70-79,Hombre,6.8,12895,28.0,1134
 2021-04-15,80-89,Hombre,3.9,7523,38.1,1545
 2021-04-15,90+,Hombre,0.9,1691,14.1,570
 2021-04-16,0-9,Mujer,6.9,14438,0.0,0
 2021-04-16,10-19,Mujer,10.4,21628,0.1,2
 2021-04-16,20-29,Mujer,12.8,26649,0.0,1
 2021-04-16,30-39,Mujer,13.8,28783,0.2,7
 2021-04-16,40-49,Mujer,17.1,35738,0.8,24
 2021-04-16,50-59,Mujer,15.1,31541,2.2,71
 2021-04-16,60-69,Mujer,9.8,20364,5.9,189
 2021-04-16,70-79,Mujer,6.7,13884,18.5,592
 2021-04-16,80-89,Mujer,5.3,11135,44.4,1417
 2021-04-16,90+,Mujer,2.1,4306,27.9,889
 2021-04-16,0-9,Hombre,7.7,14787,0.0,0
 2021-04-16,10-19,Hombre,11.4,21754,0.0,1
 2021-04-16,20-29,Hombre,12.9,24581,0.1,3
 2021-04-16,30-39,Hombre,13.4,25599,0.2,10
 2021-04-16,40-49,Hombre,17.2,32772,1.2,49
 2021-04-16,50-59,Hombre,15.3,29170,4.5,184
 2021-04-16,60-69,Hombre,10.6,20236,13.7,555
 2021-04-16,70-79,Hombre,6.8,12902,28.0,1134
 2021-04-16,80-89,Hombre,3.9,7522,38.1,1546
 2021-04-16,90+,Hombre,0.9,1691,14.1,571
 2021-04-17,0-9,Mujer,6.9,14443,0.0,0
 2021-04-17,10-19,Mujer,10.4,21643,0.1,2
 2021-04-17,20-29,Mujer,12.8,26660,0.0,1
 2021-04-17,30-39,Mujer,13.8,28800,0.2,7
 2021-04-17,40-49,Mujer,17.1,35754,0.8,24
 2021-04-17,50-59,Mujer,15.1,31551,2.3,72
 2021-04-17,60-69,Mujer,9.8,20376,5.9,189
 2021-04-17,70-79,Mujer,6.7,13890,18.5,592
 2021-04-17,80-89,Mujer,5.3,11140,44.4,1417
 2021-04-17,90+,Mujer,2.1,4307,27.8,889
 2021-04-17,0-9,Hombre,7.7,14795,0.0,0
 2021-04-17,10-19,Hombre,11.4,21763,0.0,1
 2021-04-17,20-29,Hombre,12.9,24603,0.1,3
 2021-04-17,30-39,Hombre,13.4,25617,0.2,10
 2021-04-17,40-49,Hombre,17.2,32787,1.2,49
 2021-04-17,50-59,Hombre,15.3,29188,4.5,184
 2021-04-17,60-69,Hombre,10.6,20242,13.7,555
 2021-04-17,70-79,Hombre,6.8,12901,28.0,1134
 2021-04-17,80-89,Hombre,3.9,7523,38.2,1548
 2021-04-17,90+,Hombre,0.9,1690,14.1,571
 2021-04-18,0-9,Mujer,6.9,14452,0.0,0
 2021-04-18,10-19,Mujer,10.4,21652,0.1,2
 2021-04-18,20-29,Mujer,12.8,26666,0.0,1
 2021-04-18,30-39,Mujer,13.8,28803,0.2,7
 2021-04-18,40-49,Mujer,17.1,35767,0.8,24
 2021-04-18,50-59,Mujer,15.1,31562,2.3,72
 2021-04-18,60-69,Mujer,9.8,20385,5.9,189
 2021-04-18,70-79,Mujer,6.7,13897,18.5,592
 2021-04-18,80-89,Mujer,5.3,11141,44.4,1417
 2021-04-18,90+,Mujer,2.1,4309,27.8,889
 2021-04-18,0-9,Hombre,7.7,14802,0.0,0
 2021-04-18,10-19,Hombre,11.4,21774,0.0,1
 2021-04-18,20-29,Hombre,12.9,24617,0.1,3
 2021-04-18,30-39,Hombre,13.4,25627,0.2,10
 2021-04-18,40-49,Hombre,17.2,32794,1.2,49
 2021-04-18,50-59,Hombre,15.3,29203,4.5,184
 2021-04-18,60-69,Hombre,10.6,20252,13.7,555
 2021-04-18,70-79,Hombre,6.7,12904,28.0,1134
 2021-04-18,80-89,Hombre,3.9,7526,38.2,1548
 2021-04-18,90+,Hombre,0.9,1691,14.1,571
 2021-04-19,0-9,Mujer,6.9,14456,0.0,0
 2021-04-19,10-19,Mujer,10.4,21660,0.1,2
 2021-04-19,20-29,Mujer,12.8,26672,0.0,1
 2021-04-19,30-39,Mujer,13.8,28806,0.2,7
 2021-04-19,40-49,Mujer,17.1,35773,0.8,24
 2021-04-19,50-59,Mujer,15.1,31569,2.3,72
 2021-04-19,60-69,Mujer,9.8,20393,5.9,189
 2021-04-19,70-79,Mujer,6.7,13899,18.5,592
 2021-04-19,80-89,Mujer,5.3,11143,44.4,1418
 2021-04-19,90+,Mujer,2.1,4310,27.9,890
 2021-04-19,0-9,Hombre,7.7,14804,0.0,0
 2021-04-19,10-19,Hombre,11.4,21781,0.0,1
 2021-04-19,20-29,Hombre,12.9,24622,0.1,3
 2021-04-19,30-39,Hombre,13.4,25631,0.2,10
 2021-04-19,40-49,Hombre,17.2,32802,1.2,49
 2021-04-19,50-59,Hombre,15.3,29210,4.5,184
 2021-04-19,60-69,Hombre,10.6,20256,13.7,556
 2021-04-19,70-79,Hombre,6.7,12904,28.0,1138
 2021-04-19,80-89,Hombre,3.9,7527,38.1,1548
 2021-04-19,90+,Hombre,0.9,1692,14.1,571
 2021-04-20,0-9,Mujer,6.9,14459,0.0,0
 2021-04-20,10-19,Mujer,10.4,21667,0.1,2
 2021-04-20,20-29,Mujer,12.8,26678,0.0,1
 2021-04-20,30-39,Mujer,13.8,28814,0.2,7
 2021-04-20,40-49,Mujer,17.1,35784,0.8,24
 2021-04-20,50-59,Mujer,15.1,31583,2.3,72
 2021-04-20,60-69,Mujer,9.8,20398,5.9,189
 2021-04-20,70-79,Mujer,6.7,13903,18.5,593
 2021-04-20,80-89,Mujer,5.3,11143,44.4,1420
 2021-04-20,90+,Mujer,2.1,4309,27.9,891
 2021-04-20,0-9,Hombre,7.7,14806,0.0,0
 2021-04-20,10-19,Hombre,11.4,21787,0.0,1
 2021-04-20,20-29,Hombre,12.9,24631,0.1,3
 2021-04-20,30-39,Hombre,13.4,25636,0.2,10
 2021-04-20,40-49,Hombre,17.2,32806,1.2,49
 2021-04-20,50-59,Hombre,15.3,29217,4.5,184
 2021-04-20,60-69,Hombre,10.6,20263,13.7,557
 2021-04-20,70-79,Hombre,6.8,12912,28.1,1140
 2021-04-20,80-89,Hombre,3.9,7525,38.1,1549
 2021-04-20,90+,Hombre,0.9,1692,14.1,571
 2021-04-21,0-9,Mujer,6.9,14466,0.0,0
 2021-04-21,10-19,Mujer,10.4,21672,0.1,2
 2021-04-21,20-29,Mujer,12.8,26688,0.0,1
 2021-04-21,30-39,Mujer,13.8,28840,0.2,7
 2021-04-21,40-49,Mujer,17.1,35796,0.7,24
 2021-04-21,50-59,Mujer,15.1,31595,2.2,72
 2021-04-21,60-69,Mujer,9.8,20412,5.9,189
 2021-04-21,70-79,Mujer,6.7,13908,18.5,593
 2021-04-21,80-89,Mujer,5.3,11142,44.4,1422
 2021-04-21,90+,Mujer,2.1,4311,27.8,891
 2021-04-21,0-9,Hombre,7.7,14815,0.0,0
 2021-04-21,10-19,Hombre,11.4,21802,0.0,1
 2021-04-21,20-29,Hombre,12.9,24649,0.1,3
 2021-04-21,30-39,Hombre,13.4,25642,0.2,10
 2021-04-21,40-49,Hombre,17.2,32821,1.2,49
 2021-04-21,50-59,Hombre,15.3,29234,4.6,186
 2021-04-21,60-69,Hombre,10.6,20274,13.7,558
 2021-04-21,70-79,Hombre,6.8,12919,28.0,1141
 2021-04-21,80-89,Hombre,3.9,7527,38.1,1549
 2021-04-21,90+,Hombre,0.9,1693,14.1,572
 2021-04-22,0-9,Mujer,6.9,14478,0.0,0
 2021-04-22,10-19,Mujer,10.4,21688,0.1,2
 2021-04-22,20-29,Mujer,12.8,26697,0.0,1
 2021-04-22,30-39,Mujer,13.8,28854,0.2,7
 2021-04-22,40-49,Mujer,17.1,35814,0.7,24
 2021-04-22,50-59,Mujer,15.1,31609,2.2,72
 2021-04-22,60-69,Mujer,9.8,20421,5.9,189
 2021-04-22,70-79,Mujer,6.7,13910,18.5,593
 2021-04-22,80-89,Mujer,5.3,11145,44.4,1423
 2021-04-22,90+,Mujer,2.1,4313,27.8,892
 2021-04-22,0-9,Hombre,7.7,14828,0.0,0
 2021-04-22,10-19,Hombre,11.4,21821,0.0,1
 2021-04-22,20-29,Hombre,12.9,24672,0.1,3
 2021-04-22,30-39,Hombre,13.4,25665,0.2,10
 2021-04-22,40-49,Hombre,17.1,32835,1.2,49
 2021-04-22,50-59,Hombre,15.3,29246,4.6,186
 2021-04-22,60-69,Hombre,10.6,20288,13.7,560
 2021-04-22,70-79,Hombre,6.7,12921,28.0,1141
 2021-04-22,80-89,Hombre,3.9,7528,38.1,1550
 2021-04-22,90+,Hombre,0.9,1693,14.1,573
 2021-04-23,0-9,Mujer,6.9,14484,0.0,0
 2021-04-23,10-19,Mujer,10.4,21703,0.1,2
 2021-04-23,20-29,Mujer,12.8,26710,0.0,1
 2021-04-23,30-39,Mujer,13.8,28873,0.2,7
 2021-04-23,40-49,Mujer,17.1,35826,0.7,24
 2021-04-23,50-59,Mujer,15.1,31618,2.2,72
 2021-04-23,60-69,Mujer,9.8,20428,5.9,189
 2021-04-23,70-79,Mujer,6.7,13912,18.5,594
 2021-04-23,80-89,Mujer,5.3,11147,44.4,1423
 2021-04-23,90+,Mujer,2.1,4313,27.8,892
 2021-04-23,0-9,Hombre,7.7,14837,0.0,0
 2021-04-23,10-19,Hombre,11.4,21842,0.0,1
 2021-04-23,20-29,Hombre,12.9,24680,0.1,3
 2021-04-23,30-39,Hombre,13.4,25678,0.2,10
 2021-04-23,40-49,Hombre,17.1,32849,1.2,49
 2021-04-23,50-59,Hombre,15.3,29263,4.6,188
 2021-04-23,60-69,Hombre,10.6,20291,13.8,561
 2021-04-23,70-79,Hombre,6.7,12930,28.0,1141
 2021-04-23,80-89,Hombre,3.9,7529,38.1,1552
 2021-04-23,90+,Hombre,0.9,1694,14.1,573
 2021-04-24,0-9,Mujer,6.9,14494,0.0,0
 2021-04-24,10-19,Mujer,10.4,21748,0.1,2
 2021-04-24,20-29,Mujer,12.8,26743,0.0,1
 2021-04-24,30-39,Mujer,13.8,28891,0.2,7
 2021-04-24,40-49,Mujer,17.1,35853,0.7,24
 2021-04-24,50-59,Mujer,15.1,31633,2.2,72
 2021-04-24,60-69,Mujer,9.8,20438,5.9,189
 2021-04-24,70-79,Mujer,6.7,13916,18.6,595
 2021-04-24,80-89,Mujer,5.3,11149,44.4,1424
 2021-04-24,90+,Mujer,2.1,4317,27.8,893
 2021-04-24,0-9,Hombre,7.7,14847,0.0,0
 2021-04-24,10-19,Hombre,11.4,21879,0.0,1
 2021-04-24,20-29,Hombre,12.9,24703,0.1,3
 2021-04-24,30-39,Hombre,13.4,25697,0.2,10
 2021-04-24,40-49,Hombre,17.1,32871,1.2,49
 2021-04-24,50-59,Hombre,15.3,29276,4.6,189
 2021-04-24,60-69,Hombre,10.6,20298,13.7,561
 2021-04-24,70-79,Hombre,6.7,12936,28.0,1143
 2021-04-24,80-89,Hombre,3.9,7529,38.0,1552
 2021-04-24,90+,Hombre,0.9,1696,14.0,573
 2021-04-25,0-9,Mujer,6.9,14507,0.0,0
 2021-04-25,10-19,Mujer,10.4,21757,0.1,2
 2021-04-25,20-29,Mujer,12.8,26757,0.0,1
 2021-04-25,30-39,Mujer,13.8,28901,0.2,7
 2021-04-25,40-49,Mujer,17.1,35867,0.7,24
 2021-04-25,50-59,Mujer,15.1,31640,2.2,72
 2021-04-25,60-69,Mujer,9.8,20444,5.9,189
 2021-04-25,70-79,Mujer,6.7,13920,18.6,595
 2021-04-25,80-89,Mujer,5.3,11154,44.4,1424
 2021-04-25,90+,Mujer,2.1,4320,27.8,893
 2021-04-25,0-9,Hombre,7.7,14852,0.0,0
 2021-04-25,10-19,Hombre,11.4,21886,0.0,1
 2021-04-25,20-29,Hombre,12.9,24716,0.1,3
 2021-04-25,30-39,Hombre,13.4,25701,0.2,10
 2021-04-25,40-49,Hombre,17.1,32884,1.2,49
 2021-04-25,50-59,Hombre,15.3,29283,4.6,189
 2021-04-25,60-69,Hombre,10.6,20301,13.7,561
 2021-04-25,70-79,Hombre,6.7,12936,28.0,1143
 2021-04-25,80-89,Hombre,3.9,7536,38.0,1552
 2021-04-25,90+,Hombre,0.9,1696,14.0,573
 2021-04-26,0-9,Mujer,6.9,14510,0.0,0
 2021-04-26,10-19,Mujer,10.4,21766,0.1,2
 2021-04-26,20-29,Mujer,12.8,26763,0.0,1
 2021-04-26,30-39,Mujer,13.8,28907,0.2,7
 2021-04-26,40-49,Mujer,17.1,35872,0.7,24
 2021-04-26,50-59,Mujer,15.1,31643,2.2,72
 2021-04-26,60-69,Mujer,9.8,20450,5.9,190
 2021-04-26,70-79,Mujer,6.7,13922,18.5,595
 2021-04-26,80-89,Mujer,5.3,11155,44.4,1424
 2021-04-26,90+,Mujer,2.1,4320,27.8,893
 2021-04-26,0-9,Hombre,7.7,14855,0.0,0
 2021-04-26,10-19,Hombre,11.4,21891,0.0,1
 2021-04-26,20-29,Hombre,12.9,24719,0.1,3
 2021-04-26,30-39,Hombre,13.4,25707,0.2,10
 2021-04-26,40-49,Hombre,17.1,32891,1.2,49
 2021-04-26,50-59,Hombre,15.3,29289,4.6,189
 2021-04-26,60-69,Hombre,10.6,20305,13.8,562
 2021-04-26,70-79,Hombre,6.7,12939,28.0,1146
 2021-04-26,80-89,Hombre,3.9,7539,38.0,1554
 2021-04-26,90+,Hombre,0.9,1696,14.0,573
 2021-04-27,0-9,Mujer,6.9,14518,0.0,0
 2021-04-27,10-19,Mujer,10.4,21776,0.1,2
 2021-04-27,20-29,Mujer,12.8,26773,0.0,1
 2021-04-27,30-39,Mujer,13.8,28921,0.2,7
 2021-04-27,40-49,Mujer,17.1,35884,0.7,24
 2021-04-27,50-59,Mujer,15.1,31653,2.2,72
 2021-04-27,60-69,Mujer,9.8,20460,5.9,190
 2021-04-27,70-79,Mujer,6.7,13932,18.6,597
 2021-04-27,80-89,Mujer,5.3,11149,44.4,1426
 2021-04-27,90+,Mujer,2.1,4317,27.8,895
 2021-04-27,0-9,Hombre,7.7,14860,0.0,0
 2021-04-27,10-19,Hombre,11.4,21903,0.0,1
 2021-04-27,20-29,Hombre,12.9,24730,0.1,3
 2021-04-27,30-39,Hombre,13.4,25718,0.2,10
 2021-04-27,40-49,Hombre,17.1,32899,1.2,49
 2021-04-27,50-59,Hombre,15.3,29303,4.6,189
 2021-04-27,60-69,Hombre,10.6,20310,13.7,562
 2021-04-27,70-79,Hombre,6.7,12944,28.1,1147
 2021-04-27,80-89,Hombre,3.9,7538,38.0,1554
 2021-04-27,90+,Hombre,0.9,1694,14.0,573
 2021-04-28,0-9,Mujer,6.9,14533,0.0,0
 2021-04-28,10-19,Mujer,10.4,21793,0.1,2
 2021-04-28,20-29,Mujer,12.8,26786,0.0,1
 2021-04-28,30-39,Mujer,13.8,28936,0.2,7
 2021-04-28,40-49,Mujer,17.1,35911,0.7,24
 2021-04-28,50-59,Mujer,15.1,31676,2.2,72
 2021-04-28,60-69,Mujer,9.8,20468,5.9,190
 2021-04-28,70-79,Mujer,6.7,13936,18.6,597
 2021-04-28,80-89,Mujer,5.3,11153,44.4,1426
 2021-04-28,90+,Mujer,2.1,4320,27.9,896
 2021-04-28,0-9,Hombre,7.7,14864,0.0,0
 2021-04-28,10-19,Hombre,11.4,21919,0.0,1
 2021-04-28,20-29,Hombre,12.9,24751,0.1,3
 2021-04-28,30-39,Hombre,13.4,25735,0.2,10
 2021-04-28,40-49,Hombre,17.1,32917,1.2,49
 2021-04-28,50-59,Hombre,15.3,29317,4.6,189
 2021-04-28,60-69,Hombre,10.6,20319,13.7,562
 2021-04-28,70-79,Hombre,6.7,12946,28.1,1148
 2021-04-28,80-89,Hombre,3.9,7539,38.0,1556
 2021-04-28,90+,Hombre,0.9,1696,14.0,574
 2021-04-29,0-9,Mujer,6.9,14542,0.0,0
 2021-04-29,10-19,Mujer,10.4,21808,0.1,2
 2021-04-29,20-29,Mujer,12.8,26803,0.0,1
 2021-04-29,30-39,Mujer,13.8,28945,0.2,7
 2021-04-29,40-49,Mujer,17.1,35921,0.7,24
 2021-04-29,50-59,Mujer,15.1,31695,2.3,73
 2021-04-29,60-69,Mujer,9.8,20482,5.9,190
 2021-04-29,70-79,Mujer,6.7,13941,18.6,597
 2021-04-29,80-89,Mujer,5.3,11157,44.3,1426
 2021-04-29,90+,Mujer,2.1,4324,27.9,897
 2021-04-29,0-9,Hombre,7.7,14887,0.0,0
 2021-04-29,10-19,Hombre,11.4,21932,0.0,1
 2021-04-29,20-29,Hombre,12.9,24763,0.1,3
 2021-04-29,30-39,Hombre,13.4,25745,0.2,10
 2021-04-29,40-49,Hombre,17.1,32929,1.2,49
 2021-04-29,50-59,Hombre,15.3,29332,4.6,189
 2021-04-29,60-69,Hombre,10.6,20329,13.7,562
 2021-04-29,70-79,Hombre,6.7,12955,28.1,1149
 2021-04-29,80-89,Hombre,3.9,7544,38.0,1556
 2021-04-29,90+,Hombre,0.9,1696,14.0,574
 2021-04-30,0-9,Mujer,6.9,14555,0.0,0
 2021-04-30,10-19,Mujer,10.4,21820,0.1,2
 2021-04-30,20-29,Mujer,12.8,26813,0.0,1
 2021-04-30,30-39,Mujer,13.8,28958,0.2,7
 2021-04-30,40-49,Mujer,17.1,35933,0.7,24
 2021-04-30,50-59,Mujer,15.1,31711,2.3,73
 2021-04-30,60-69,Mujer,9.8,20485,5.9,190
 2021-04-30,70-79,Mujer,6.7,13949,18.6,597
 2021-04-30,80-89,Mujer,5.3,11160,44.3,1426
 2021-04-30,90+,Mujer,2.1,4326,27.9,897
 2021-04-30,0-9,Hombre,7.7,14893,0.0,0
 2021-04-30,10-19,Hombre,11.4,21946,0.0,1
 2021-04-30,20-29,Hombre,12.9,24778,0.1,3
 2021-04-30,30-39,Hombre,13.4,25761,0.2,10
 2021-04-30,40-49,Hombre,17.1,32944,1.2,50
 2021-04-30,50-59,Hombre,15.3,29347,4.6,189
 2021-04-30,60-69,Hombre,10.6,20337,13.8,564
 2021-04-30,70-79,Hombre,6.7,12959,28.1,1151
 2021-04-30,80-89,Hombre,3.9,7544,38.0,1556
 2021-04-30,90+,Hombre,0.9,1696,14.0,574
 2021-05-01,0-9,Mujer,6.9,14568,0.0,0
 2021-05-01,10-19,Mujer,10.4,21831,0.1,2
 2021-05-01,20-29,Mujer,12.8,26826,0.0,1
 2021-05-01,30-39,Mujer,13.8,28975,0.2,7
 2021-05-01,40-49,Mujer,17.1,35954,0.7,24
 2021-05-01,50-59,Mujer,15.1,31721,2.3,73
 2021-05-01,60-69,Mujer,9.8,20490,5.9,190
 2021-05-01,70-79,Mujer,6.6,13950,18.6,597
 2021-05-01,80-89,Mujer,5.3,11164,44.3,1426
 2021-05-01,90+,Mujer,2.1,4326,27.9,897
 2021-05-01,0-9,Hombre,7.8,14909,0.0,0
 2021-05-01,10-19,Hombre,11.4,21954,0.0,1
 2021-05-01,20-29,Hombre,12.9,24789,0.1,3
 2021-05-01,30-39,Hombre,13.4,25778,0.2,10
 2021-05-01,40-49,Hombre,17.1,32961,1.2,50
 2021-05-01,50-59,Hombre,15.3,29361,4.6,189
 2021-05-01,60-69,Hombre,10.6,20343,13.8,566
 2021-05-01,70-79,Hombre,6.7,12959,28.1,1154
 2021-05-01,80-89,Hombre,3.9,7543,38.0,1558
 2021-05-01,90+,Hombre,0.9,1696,14.0,574
 2021-05-02,0-9,Mujer,6.9,14571,0.0,0
 2021-05-02,10-19,Mujer,10.4,21841,0.1,2
 2021-05-02,20-29,Mujer,12.8,26835,0.0,1
 2021-05-02,30-39,Mujer,13.8,28981,0.2,7
 2021-05-02,40-49,Mujer,17.1,35966,0.7,24
 2021-05-02,50-59,Mujer,15.1,31728,2.3,73
 2021-05-02,60-69,Mujer,9.8,20493,5.9,190
 2021-05-02,70-79,Mujer,6.6,13952,18.6,597
 2021-05-02,80-89,Mujer,5.3,11164,44.3,1426
