fecha,edad,sexo,porcentaje_casos,acumulados_caso,porcentaje_fallecidos,acumulado_fallecidos
 2020-04-12,0-9,Hombre,0.5,23,0,0
 2020-04-12,10-19,Hombre,0.5,23,0,0
 2020-04-12,20-29,Hombre,4.1,178,0,0
 2020-04-12,30-39,Hombre,9,392,1,5
 2020-04-12,40-49,Hombre,13.5,590,1,5
 2020-04-12,50-59,Hombre,17.3,757,3.5,18
 2020-04-12,60-69,Hombre,18.9,824,11.8,60
 2020-04-12,70-79,Hombre,19.2,838,33.9,173
 2020-04-12,80-89,Hombre,13.7,597,36.7,187
 2020-04-12,90+,Hombre,3.4,148,12.2,62
 2020-04-12,0-9,Mujer,0.4,19,0,0
 2020-04-12,10-19,Mujer,0.7,35,0,0
 2020-04-12,20-29,Mujer,5.5,260,0,0
 2020-04-12,30-39,Mujer,10.8,508,0.3,1
 2020-04-12,40-49,Mujer,15.2,714,0,0
 2020-04-12,50-59,Mujer,17.4,815,2.2,8
 2020-04-12,60-69,Mujer,14.7,687,6,22
 2020-04-12,70-79,Mujer,13.8,647,21,77
 2020-04-12,80-89,Mujer,14.7,687,46.2,169
 2020-04-12,90+,Mujer,6.7,316,24.3,89
 2020-04-13,0-9,Hombre,0.5,24,0,0
 2020-04-13,10-19,Hombre,0.5,23,0,0
 2020-04-13,20-29,Hombre,4,179,0.2,1
 2020-04-13,30-39,Hombre,8.9,398,0.9,5
 2020-04-13,40-49,Hombre,13.4,598,0.9,5
 2020-04-13,50-59,Hombre,17.4,776,3.6,19
 2020-04-13,60-69,Hombre,18.9,842,11.8,62
 2020-04-13,70-79,Hombre,19.2,857,33.4,176
 2020-04-13,80-89,Hombre,13.6,605,37,195
 2020-04-13,90+,Hombre,3.4,151,12.1,64
 2020-04-13,0-9,Mujer,0.4,19,0,0
 2020-04-13,10-19,Mujer,0.8,36,0,0
 2020-04-13,20-29,Mujer,5.6,264,0,0
 2020-04-13,30-39,Mujer,10.8,514,0.3,1
 2020-04-13,40-49,Mujer,15.2,725,0,0
 2020-04-13,50-59,Mujer,17.3,824,2.1,8
 2020-04-13,60-69,Mujer,14.7,697,6.1,23
 2020-04-13,70-79,Mujer,14,664,20.3,77
 2020-04-13,80-89,Mujer,14.6,692,46.3,176
 2020-04-13,90+,Mujer,6.7,320,25,95
 2020-04-14,0-9,Hombre,0.6,25,0,0
 2020-04-14,10-19,Hombre,0.5,23,0,0
 2020-04-14,20-29,Hombre,4,181,0.2,1
 2020-04-14,30-39,Hombre,8.9,402,0.9,5
 2020-04-14,40-49,Hombre,13.4,601,0.9,5
 2020-04-14,50-59,Hombre,17.4,780,3.5,19
 2020-04-14,60-69,Hombre,18.9,849,11.7,64
 2020-04-14,70-79,Hombre,19.3,866,34.3,188
 2020-04-14,80-89,Hombre,13.7,617,36.9,202
 2020-04-14,90+,Hombre,3.4,151,11.7,64
 2020-04-14,0-9,Mujer,0.4,19,0,0
 2020-04-14,10-19,Mujer,0.8,37,0,0
 2020-04-14,20-29,Mujer,5.5,265,0,0
 2020-04-14,30-39,Mujer,10.7,517,0.3,1
 2020-04-14,40-49,Mujer,15.2,732,0.3,1
 2020-04-14,50-59,Mujer,17.2,826,2,8
 2020-04-14,60-69,Mujer,14.6,703,6,24
 2020-04-14,70-79,Mujer,14,672,19.9,79
 2020-04-14,80-89,Mujer,14.8,714,46.1,183
 2020-04-14,90+,Mujer,6.9,331,25.4,101
 2020-04-15,0-9,Hombre,0.6,29,0,0
 2020-04-15,10-19,Hombre,0.5,24,0,0
 2020-04-15,20-29,Hombre,4,186,0.2,1
 2020-04-15,30-39,Hombre,9,413,0.9,5
 2020-04-15,40-49,Hombre,13.3,610,0.9,5
 2020-04-15,50-59,Hombre,17.2,794,3.4,19
 2020-04-15,60-69,Hombre,18.7,860,11.9,67
 2020-04-15,70-79,Hombre,19.3,889,34,192
 2020-04-15,80-89,Hombre,13.8,633,37.2,210
 2020-04-15,90+,Hombre,3.6,165,11.5,65
 2020-04-15,0-9,Mujer,0.4,19,0,0
 2020-04-15,10-19,Mujer,0.7,37,0,0
 2020-04-15,20-29,Mujer,5.6,280,0,0
 2020-04-15,30-39,Mujer,10.7,531,0.2,1
 2020-04-15,40-49,Mujer,14.9,738,0.2,1
 2020-04-15,50-59,Mujer,17,845,2,8
 2020-04-15,60-69,Mujer,14.5,717,6.1,25
 2020-04-15,70-79,Mujer,13.9,688,19.9,81
 2020-04-15,80-89,Mujer,15.1,748,46.6,190
 2020-04-15,90+,Mujer,7.2,356,25,102
 2020-04-16,0-9,Hombre,0.6,29,0,0
 2020-04-16,10-19,Hombre,0.6,26,0,0
 2020-04-16,20-29,Hombre,4,189,0.2,1
 2020-04-16,30-39,Hombre,9,424,0.9,5
 2020-04-16,40-49,Hombre,13.2,621,1,6
 2020-04-16,50-59,Hombre,17.2,808,3.6,21
 2020-04-16,60-69,Hombre,18.6,876,11.8,69
 2020-04-16,70-79,Hombre,19.4,912,33.4,195
 2020-04-16,80-89,Hombre,13.7,645,37.6,219
 2020-04-16,90+,Hombre,3.7,173,11.5,67
 2020-04-16,0-9,Mujer,0.4,20,0,0
 2020-04-16,10-19,Mujer,0.7,38,0,0
 2020-04-16,20-29,Mujer,5.7,292,0,0
 2020-04-16,30-39,Mujer,10.7,549,0.2,1
 2020-04-16,40-49,Mujer,14.7,756,0.2,1
 2020-04-16,50-59,Mujer,17.1,876,1.9,8
 2020-04-16,60-69,Mujer,14.4,740,6.2,26
 2020-04-16,70-79,Mujer,13.6,699,19.7,82
 2020-04-16,80-89,Mujer,15.3,785,46.4,193
 2020-04-16,90+,Mujer,7.2,371,25.2,105
 2020-04-17,0-9,Hombre,0.6,29,0,0
 2020-04-17,10-19,Hombre,0.6,27,0,0
 2020-04-17,20-29,Hombre,4,192,0.2,1
 2020-04-17,30-39,Hombre,9.1,436,1,6
 2020-04-17,40-49,Hombre,13.1,631,1,6
 2020-04-17,50-59,Hombre,17.2,825,3.5,21
 2020-04-17,60-69,Hombre,18.7,898,11.9,72
 2020-04-17,70-79,Hombre,19.2,923,33.8,204
 2020-04-17,80-89,Hombre,13.8,663,37.4,226
 2020-04-17,90+,Hombre,3.7,178,11.3,68
 2020-04-17,0-9,Mujer,0.4,21,0,0
 2020-04-17,10-19,Mujer,0.7,39,0,0
 2020-04-17,20-29,Mujer,5.9,311,0,0
 2020-04-17,30-39,Mujer,10.8,575,0.2,1
 2020-04-17,40-49,Mujer,14.9,788,0.2,1
 2020-04-17,50-59,Mujer,17,902,1.8,8
 2020-04-17,60-69,Mujer,14.3,756,6.8,30
 2020-04-17,70-79,Mujer,13.5,714,21,92
 2020-04-17,80-89,Mujer,15.2,808,45.4,199
 2020-04-17,90+,Mujer,7.3,386,24.4,107
 2020-04-18,0-9,Hombre,0.6,28,0,0
 2020-04-18,10-19,Hombre,0.6,28,0,0
 2020-04-18,20-29,Hombre,4,196,0.2,1
 2020-04-18,30-39,Hombre,9.1,443,1,6
 2020-04-18,40-49,Hombre,13.1,637,1,6
 2020-04-18,50-59,Hombre,17.3,839,3.6,22
 2020-04-18,60-69,Hombre,18.7,910,12.2,75
 2020-04-18,70-79,Hombre,19.1,928,33.4,206
 2020-04-18,80-89,Hombre,13.7,666,37.5,231
 2020-04-18,90+,Hombre,3.7,179,11.2,69
 2020-04-18,0-9,Mujer,0.4,21,0,0
 2020-04-18,10-19,Mujer,0.7,39,0.2,1
 2020-04-18,20-29,Mujer,6,324,0,0
 2020-04-18,30-39,Mujer,10.8,580,0.2,1
 2020-04-18,40-49,Mujer,14.9,801,0.2,1
 2020-04-18,50-59,Mujer,17,919,1.8,8
 2020-04-18,60-69,Mujer,14.2,764,6.9,31
 2020-04-18,70-79,Mujer,13.3,719,20.7,93
 2020-04-18,80-89,Mujer,15.3,827,45.4,204
 2020-04-18,90+,Mujer,7.4,399,24.5,110
 2020-04-19,0-9,Hombre,0.6,28,0,0
 2020-04-19,10-19,Hombre,0.6,28,0,0
 2020-04-19,20-29,Hombre,4.1,198,0.2,1
 2020-04-19,30-39,Hombre,9.2,449,1,6
 2020-04-19,40-49,Hombre,13.2,643,1,6
 2020-04-19,50-59,Hombre,17.2,841,3.5,22
 2020-04-19,60-69,Hombre,18.7,916,12.3,77
 2020-04-19,70-79,Hombre,19.1,931,33.4,209
 2020-04-19,80-89,Hombre,13.7,670,37.7,236
 2020-04-19,90+,Hombre,3.7,182,11,69
 2020-04-19,0-9,Mujer,0.4,21,0,0
 2020-04-19,10-19,Mujer,0.8,42,0.2,1
 2020-04-19,20-29,Mujer,6.1,331,0,0
 2020-04-19,30-39,Mujer,10.8,587,0.2,1
 2020-04-19,40-49,Mujer,14.9,809,0.2,1
 2020-04-19,50-59,Mujer,17.1,929,1.7,8
 2020-04-19,60-69,Mujer,14.1,768,6.8,31
 2020-04-19,70-79,Mujer,13.3,722,20.5,94
 2020-04-19,80-89,Mujer,15.3,835,45.6,209
 2020-04-19,90+,Mujer,7.4,402,24.7,113
 2020-04-20,0-9,Hombre,0.6,29,0,0
 2020-04-20,10-19,Hombre,0.6,28,0,0
 2020-04-20,20-29,Hombre,4,198,0.2,1
 2020-04-20,30-39,Hombre,9.2,452,1,6
 2020-04-20,40-49,Hombre,13.2,646,1,6
 2020-04-20,50-59,Hombre,17.3,848,3.5,22
 2020-04-20,60-69,Hombre,18.7,919,12.4,78
 2020-04-20,70-79,Hombre,19,934,33.4,211
 2020-04-20,80-89,Hombre,13.7,672,37.7,238
 2020-04-20,90+,Hombre,3.7,183,10.9,69
 2020-04-20,0-9,Mujer,0.4,22,0,0
 2020-04-20,10-19,Mujer,0.8,46,0.2,1
 2020-04-20,20-29,Mujer,6.1,332,0,0
 2020-04-20,30-39,Mujer,10.8,592,0.2,1
 2020-04-20,40-49,Mujer,14.9,817,0.2,1
 2020-04-20,50-59,Mujer,17,931,1.9,9
 2020-04-20,60-69,Mujer,14,770,6.7,31
 2020-04-20,70-79,Mujer,13.2,725,20.5,95
 2020-04-20,80-89,Mujer,15.3,842,45.6,211
 2020-04-20,90+,Mujer,7.5,410,24.6,114
 2020-04-21,0-9,Hombre,0.6,31,0,0
 2020-04-21,10-19,Hombre,0.6,30,0,0
 2020-04-21,20-29,Hombre,4.1,203,0.2,1
 2020-04-21,30-39,Hombre,9.3,466,0.9,6
 2020-04-21,40-49,Hombre,13.5,672,0.9,6
 2020-04-21,50-59,Hombre,17.3,865,3.6,23
 2020-04-21,60-69,Hombre,18.5,926,12.2,78
 2020-04-21,70-79,Hombre,18.8,941,33.3,213
 2020-04-21,80-89,Hombre,13.6,677,37.7,241
 2020-04-21,90+,Hombre,3.7,183,11.1,71
 2020-04-21,0-9,Mujer,0.4,22,0,0
 2020-04-21,10-19,Mujer,0.8,46,0.2,1
 2020-04-21,20-29,Mujer,6.1,343,0,0
 2020-04-21,30-39,Mujer,10.7,597,0.2,1
 2020-04-21,40-49,Mujer,15,835,0.2,1
 2020-04-21,50-59,Mujer,16.9,940,1.9,9
 2020-04-21,60-69,Mujer,13.9,776,6.6,31
 2020-04-21,70-79,Mujer,13.2,739,21.1,100
 2020-04-21,80-89,Mujer,15.5,862,45.5,215
 2020-04-21,90+,Mujer,7.5,418,24.3,115
 2020-04-22,0-9,Hombre,0.6,31,0,0
 2020-04-22,10-19,Hombre,0.6,31,0,0
 2020-04-22,20-29,Hombre,4,203,0.2,1
 2020-04-22,30-39,Hombre,9.3,471,0.9,6
 2020-04-22,40-49,Hombre,13.5,679,0.9,6
 2020-04-22,50-59,Hombre,17.4,876,3.5,23
 2020-04-22,60-69,Hombre,18.5,934,12.2,79
 2020-04-22,70-79,Hombre,18.8,951,33.3,216
 2020-04-22,80-89,Hombre,13.5,683,37.7,244
 2020-04-22,90+,Hombre,3.7,188,11.3,73
 2020-04-22,0-9,Mujer,0.4,23,0,0
 2020-04-22,10-19,Mujer,0.8,47,0.2,1
 2020-04-22,20-29,Mujer,6.2,352,0,0
 2020-04-22,30-39,Mujer,10.7,610,0.2,1
 2020-04-22,40-49,Mujer,14.9,846,0.2,1
 2020-04-22,50-59,Mujer,17,965,1.9,9
 2020-04-22,60-69,Mujer,13.8,784,6.4,31
 2020-04-22,70-79,Mujer,13.1,747,21.3,103
 2020-04-22,80-89,Mujer,15.5,880,45.7,221
 2020-04-22,90+,Mujer,7.6,434,24.2,117
 2020-04-23,0-9,Hombre,0.6,32,0,0
 2020-04-23,10-19,Hombre,0.6,31,0,0
 2020-04-23,20-29,Hombre,4.1,209,0.2,1
 2020-04-23,30-39,Hombre,9.3,475,0.9,6
 2020-04-23,40-49,Hombre,13.5,690,0.9,6
 2020-04-23,50-59,Hombre,17.4,890,3.5,23
 2020-04-23,60-69,Hombre,18.4,939,12.3,81
 2020-04-23,70-79,Hombre,18.8,960,33.5,220
 2020-04-23,80-89,Hombre,13.5,690,37.2,244
 2020-04-23,90+,Hombre,3.7,189,11.4,75
 2020-04-23,0-9,Mujer,0.4,23,0,0
 2020-04-23,10-19,Mujer,0.8,47,0.2,1
 2020-04-23,20-29,Mujer,6.2,360,0,0
 2020-04-23,30-39,Mujer,10.7,622,0.2,1
 2020-04-23,40-49,Mujer,15,869,0.2,1
 2020-04-23,50-59,Mujer,17,989,1.8,9
 2020-04-23,60-69,Mujer,13.8,799,6.3,31
 2020-04-23,70-79,Mujer,13,752,21.1,104
 2020-04-23,80-89,Mujer,15.5,897,45.1,222
 2020-04-23,90+,Mujer,7.6,443,25,123
 2020-04-24,0-9,Hombre,0.6,33,0,0
 2020-04-24,10-19,Hombre,0.6,32,0,0
 2020-04-24,20-29,Hombre,4.1,212,0.1,1
 2020-04-24,30-39,Hombre,9.4,488,0.9,6
 2020-04-24,40-49,Hombre,13.6,705,0.9,6
 2020-04-24,50-59,Hombre,17.4,900,3.3,22
 2020-04-24,60-69,Hombre,18.4,954,12.3,82
 2020-04-24,70-79,Hombre,18.7,968,33.9,227
 2020-04-24,80-89,Hombre,13.5,701,37.1,248
 2020-04-24,90+,Hombre,3.7,192,11.5,77
 2020-04-24,0-9,Mujer,0.4,23,0,0
 2020-04-24,10-19,Mujer,0.8,47,0.2,1
 2020-04-24,20-29,Mujer,6.3,373,0,0
 2020-04-24,30-39,Mujer,10.8,642,0.2,1
 2020-04-24,40-49,Mujer,15,891,0.2,1
 2020-04-24,50-59,Mujer,17.3,1026,1.8,9
 2020-04-24,60-69,Mujer,13.7,813,6.2,31
 2020-04-24,70-79,Mujer,12.8,757,20.7,104
 2020-04-24,80-89,Mujer,15.3,911,45.3,228
 2020-04-24,90+,Mujer,7.6,453,25.4,128
 2020-04-25,0-9,Hombre,0.6,33,0,0
 2020-04-25,10-19,Hombre,0.6,33,0,0
 2020-04-25,20-29,Hombre,4.2,221,0.1,1
 2020-04-25,30-39,Hombre,9.4,497,0.9,6
 2020-04-25,40-49,Hombre,13.8,727,0.9,6
 2020-04-25,50-59,Hombre,17.4,915,3.3,22
 2020-04-25,60-69,Hombre,18.4,970,12.1,82
 2020-04-25,70-79,Hombre,18.5,977,33.7,228
 2020-04-25,80-89,Hombre,13.4,706,37.4,253
 2020-04-25,90+,Hombre,3.7,193,11.5,78
 2020-04-25,0-9,Mujer,0.4,24,0,0
 2020-04-25,10-19,Mujer,0.8,49,0.2,1
 2020-04-25,20-29,Mujer,6.4,391,0,0
 2020-04-25,30-39,Mujer,10.9,663,0.2,1
 2020-04-25,40-49,Mujer,15.2,925,0.2,1
 2020-04-25,50-59,Mujer,17.3,1058,1.8,9
 2020-04-25,60-69,Mujer,13.6,829,6.2,32
 2020-04-25,70-79,Mujer,12.6,767,20.6,106
 2020-04-25,80-89,Mujer,15.2,929,45.1,232
 2020-04-25,90+,Mujer,7.6,463,25.7,132
 2020-04-26,0-9,Hombre,0.6,33,0,0
 2020-04-26,10-19,Hombre,0.6,33,0,0
 2020-04-26,20-29,Hombre,4.2,223,0.1,1
 2020-04-26,30-39,Hombre,9.4,497,0.9,6
 2020-04-26,40-49,Hombre,13.8,731,0.9,6
 2020-04-26,50-59,Hombre,17.3,916,3.2,22
 2020-04-26,60-69,Hombre,18.4,973,12.1,82
 2020-04-26,70-79,Hombre,18.5,980,33.7,228
 2020-04-26,80-89,Hombre,13.4,706,37.5,254
 2020-04-26,90+,Hombre,3.7,194,11.5,78
 2020-04-26,0-9,Mujer,0.4,24,0,0
 2020-04-26,10-19,Mujer,0.8,49,0.2,1
 2020-04-26,20-29,Mujer,6.4,394,0,0
 2020-04-26,30-39,Mujer,10.9,666,0.2,1
 2020-04-26,40-49,Mujer,15.2,932,0.4,2
 2020-04-26,50-59,Mujer,17.4,1063,1.7,9
 2020-04-26,60-69,Mujer,13.6,831,6.2,32
 2020-04-26,70-79,Mujer,12.5,767,20.5,106
 2020-04-26,80-89,Mujer,15.2,932,44.9,232
 2020-04-26,90+,Mujer,7.6,466,25.9,134
 2020-04-27,0-9,Hombre,0.6,34,0,0
 2020-04-27,10-19,Hombre,0.6,33,0,0
 2020-04-27,20-29,Hombre,4.4,234,0.1,1
 2020-04-27,30-39,Hombre,9.4,507,0.9,6
 2020-04-27,40-49,Hombre,13.9,746,0.9,6
 2020-04-27,50-59,Hombre,17.4,932,3.2,22
 2020-04-27,60-69,Hombre,18.4,989,12,82
 2020-04-27,70-79,Hombre,18.3,984,33.7,230
 2020-04-27,80-89,Hombre,13.2,710,37.5,256
 2020-04-27,90+,Hombre,3.7,198,11.6,79
 2020-04-27,0-9,Mujer,0.4,24,0,0
 2020-04-27,10-19,Mujer,0.8,51,0.2,1
 2020-04-27,20-29,Mujer,6.4,402,0,0
 2020-04-27,30-39,Mujer,10.8,680,0.2,1
 2020-04-27,40-49,Mujer,15.2,953,0.4,2
 2020-04-27,50-59,Mujer,17.4,1097,1.7,9
 2020-04-27,60-69,Mujer,13.4,844,6.1,32
 2020-04-27,70-79,Mujer,12.4,781,20.4,107
 2020-04-27,80-89,Mujer,15.3,964,44.8,235
 2020-04-27,90+,Mujer,7.8,493,26.1,137
 2020-04-28,0-9,Hombre,0.6,35,0,0
 2020-04-28,10-19,Hombre,0.6,35,0,0
 2020-04-28,20-29,Hombre,4.3,235,0.1,1
 2020-04-28,30-39,Hombre,9.5,515,0.9,6
 2020-04-28,40-49,Hombre,13.9,755,0.9,6
 2020-04-28,50-59,Hombre,17.5,946,3.2,22
 2020-04-28,60-69,Hombre,18.5,1005,12,83
 2020-04-28,70-79,Hombre,18.2,984,33.8,234
 2020-04-28,80-89,Hombre,13.1,711,37.4,259
 2020-04-28,90+,Hombre,3.7,200,11.8,82
 2020-04-28,0-9,Mujer,0.4,24,0,0
 2020-04-28,10-19,Mujer,0.8,51,0.2,1
 2020-04-28,20-29,Mujer,6.4,407,0,0
 2020-04-28,30-39,Mujer,10.9,697,0.2,1
 2020-04-28,40-49,Mujer,15.2,971,0.4,2
 2020-04-28,50-59,Mujer,17.7,1130,1.7,9
 2020-04-28,60-69,Mujer,13.4,859,6,32
 2020-04-28,70-79,Mujer,12.3,789,20.1,107
 2020-04-28,80-89,Mujer,15.2,970,45.3,241
 2020-04-28,90+,Mujer,7.8,497,26.1,139
 2020-04-29,0-9,Hombre,0.7,36,0,0
 2020-04-29,10-19,Hombre,0.7,37,0,0
 2020-04-29,20-29,Hombre,4.4,245,0.1,1
 2020-04-29,30-39,Hombre,9.6,530,0.9,6
 2020-04-29,40-49,Hombre,14.2,783,0.9,6
 2020-04-29,50-59,Hombre,17.4,959,3.4,24
 2020-04-29,60-69,Hombre,18.4,1014,12.4,87
 2020-04-29,70-79,Hombre,18,993,33.8,237
 2020-04-29,80-89,Hombre,13,715,36.9,259
 2020-04-29,90+,Hombre,3.7,202,11.7,82
 2020-04-29,0-9,Mujer,0.4,26,0,0
 2020-04-29,10-19,Mujer,0.8,53,0.2,1
 2020-04-29,20-29,Mujer,6.4,422,0,0
 2020-04-29,30-39,Mujer,11,719,0.2,1
 2020-04-29,40-49,Mujer,15.4,1008,0.4,2
 2020-04-29,50-59,Mujer,17.8,1165,1.7,9
 2020-04-29,60-69,Mujer,13.4,879,6.1,33
 2020-04-29,70-79,Mujer,12.2,797,20.1,109
 2020-04-29,80-89,Mujer,14.9,975,45.4,246
 2020-04-29,90+,Mujer,7.6,500,26,141
 2020-04-30,0-9,Hombre,0.6,36,0,0
 2020-04-30,10-19,Hombre,0.7,38,0,0
 2020-04-30,20-29,Hombre,4.4,247,0.1,1
 2020-04-30,30-39,Hombre,9.6,535,0.8,6
 2020-04-30,40-49,Hombre,14.2,791,0.8,6
 2020-04-30,50-59,Hombre,17.4,970,3.4,24
 2020-04-30,60-69,Hombre,18.5,1027,12.3,87
 2020-04-30,70-79,Hombre,17.9,995,33.7,238
 2020-04-30,80-89,Hombre,12.9,718,37,261
 2020-04-30,90+,Hombre,3.7,203,11.8,83
 2020-04-30,0-9,Mujer,0.4,27,0,0
 2020-04-30,10-19,Mujer,0.8,53,0.2,1
 2020-04-30,20-29,Mujer,6.5,434,0,0
 2020-04-30,30-39,Mujer,11.1,737,0.2,1
 2020-04-30,40-49,Mujer,15.5,1029,0.4,2
 2020-04-30,50-59,Mujer,17.9,1187,1.8,10
 2020-04-30,60-69,Mujer,13.5,897,6,33
 2020-04-30,70-79,Mujer,12,800,20.1,110
 2020-04-30,80-89,Mujer,14.8,981,45.2,247
 2020-04-30,90+,Mujer,7.6,503,26.1,143
 2020-05-01,0-9,Hombre,0.7,37,0,0
 2020-05-01,10-19,Hombre,0.7,40,0,0
 2020-05-01,20-29,Hombre,4.6,258,0.1,1
 2020-05-01,30-39,Hombre,9.7,551,0.8,6
 2020-05-01,40-49,Hombre,14.4,813,0.8,6
 2020-05-01,50-59,Hombre,17.5,991,3.4,24
 2020-05-01,60-69,Hombre,18.3,1038,12.4,89
 2020-05-01,70-79,Hombre,17.7,1005,34.1,244
 2020-05-01,80-89,Hombre,12.8,726,36.7,263
 2020-05-01,90+,Hombre,3.6,205,11.6,83
 2020-05-01,0-9,Mujer,0.4,28,0,0
 2020-05-01,10-19,Mujer,0.8,55,0.2,1
 2020-05-01,20-29,Mujer,6.7,462,0,0
 2020-05-01,30-39,Mujer,11.2,766,0.2,1
 2020-05-01,40-49,Mujer,15.5,1063,0.5,3
 2020-05-01,50-59,Mujer,17.9,1229,1.8,10
 2020-05-01,60-69,Mujer,13.4,919,6,33
 2020-05-01,70-79,Mujer,11.8,810,20,110
 2020-05-01,80-89,Mujer,14.7,1005,45.1,248
 2020-05-01,90+,Mujer,7.5,512,26.2,144
 2020-05-02,0-9,Hombre,0.7,40,0,0
 2020-05-02,10-19,Hombre,0.7,40,0,0
 2020-05-02,20-29,Hombre,4.6,266,0.1,1
 2020-05-02,30-39,Hombre,9.8,560,0.8,6
 2020-05-02,40-49,Hombre,14.5,831,0.8,6
 2020-05-02,50-59,Hombre,17.5,1002,3.5,25
 2020-05-02,60-69,Hombre,18.3,1047,12.3,89
 2020-05-02,70-79,Hombre,17.6,1010,33.8,244
 2020-05-02,80-89,Hombre,12.7,730,36.9,266
 2020-05-02,90+,Hombre,3.6,206,11.7,84
 2020-05-02,0-9,Mujer,0.4,29,0,0
 2020-05-02,10-19,Mujer,0.8,56,0.2,1
 2020-05-02,20-29,Mujer,6.9,480,0,0
 2020-05-02,30-39,Mujer,11.2,781,0.2,1
 2020-05-02,40-49,Mujer,15.5,1079,0.5,3
 2020-05-02,50-59,Mujer,18,1252,1.8,10
 2020-05-02,60-69,Mujer,13.4,933,6.1,34
 2020-05-02,70-79,Mujer,11.7,812,20.1,111
 2020-05-02,80-89,Mujer,14.6,1015,45,249
 2020-05-02,90+,Mujer,7.4,516,26,144
 2020-05-03,0-9,Hombre,0.7,41,0,0
 2020-05-03,10-19,Hombre,0.7,41,0,0
 2020-05-03,20-29,Hombre,4.6,266,0.1,1
 2020-05-03,30-39,Hombre,9.7,560,0.8,6
 2020-05-03,40-49,Hombre,14.5,837,0.8,6
 2020-05-03,50-59,Hombre,17.4,1005,3.5,25
 2020-05-03,60-69,Hombre,18.2,1050,12.5,90
 2020-05-03,70-79,Hombre,17.6,1017,33.8,244
 2020-05-03,80-89,Hombre,12.9,741,36.8,266
 2020-05-03,90+,Hombre,3.6,208,11.6,84
 2020-05-03,0-9,Mujer,0.4,29,0,0
 2020-05-03,10-19,Mujer,0.8,58,0.2,1
 2020-05-03,20-29,Mujer,6.9,487,0,0
 2020-05-03,30-39,Mujer,11.2,795,0.2,1
 2020-05-03,40-49,Mujer,15.4,1088,0.5,3
 2020-05-03,50-59,Mujer,17.8,1260,1.8,10
 2020-05-03,60-69,Mujer,13.4,945,6.3,35
 2020-05-03,70-79,Mujer,11.6,822,20.1,112
 2020-05-03,80-89,Mujer,14.8,1047,45.1,251
 2020-05-03,90+,Mujer,7.6,537,25.9,144
 2020-05-04,0-9,Hombre,0.7,41,0,0
 2020-05-04,10-19,Hombre,0.7,42,0,0
 2020-05-04,20-29,Hombre,4.6,266,0.1,1
 2020-05-04,30-39,Hombre,9.7,563,0.8,6
 2020-05-04,40-49,Hombre,14.5,841,0.8,6
 2020-05-04,50-59,Hombre,17.5,1010,3.6,26
 2020-05-04,60-69,Hombre,18.2,1052,12.5,91
 2020-05-04,70-79,Hombre,17.6,1019,33.7,245
 2020-05-04,80-89,Hombre,12.8,743,36.7,267
 2020-05-04,90+,Hombre,3.6,208,11.7,85
 2020-05-04,0-9,Mujer,0.4,30,0,0
 2020-05-04,10-19,Mujer,0.8,59,0.2,1
 2020-05-04,20-29,Mujer,6.9,488,0,0
 2020-05-04,30-39,Mujer,11.3,801,0.2,1
 2020-05-04,40-49,Mujer,15.4,1093,0.5,3
 2020-05-04,50-59,Mujer,17.8,1266,1.8,10
 2020-05-04,60-69,Mujer,13.4,950,6.4,36
 2020-05-04,70-79,Mujer,11.6,826,20.1,113
 2020-05-04,80-89,Mujer,14.8,1047,45,253
 2020-05-04,90+,Mujer,7.6,538,25.8,145
 2020-05-05,0-9,Hombre,0.7,44,0,0
 2020-05-05,10-19,Hombre,0.7,42,0,0
 2020-05-05,20-29,Hombre,4.7,276,0.1,1
 2020-05-05,30-39,Hombre,9.7,569,0.8,6
 2020-05-05,40-49,Hombre,14.7,861,0.8,6
 2020-05-05,50-59,Hombre,17.5,1025,3.5,26
 2020-05-05,60-69,Hombre,18.2,1067,12.4,91
 2020-05-05,70-79,Hombre,17.5,1025,34,249
 2020-05-05,80-89,Hombre,12.9,755,36.4,267
 2020-05-05,90+,Hombre,3.5,208,11.9,87
 2020-05-05,0-9,Mujer,0.4,32,0,0
 2020-05-05,10-19,Mujer,0.8,61,0.2,1
 2020-05-05,20-29,Mujer,7,501,0,0
 2020-05-05,30-39,Mujer,11.3,814,0.2,1
 2020-05-05,40-49,Mujer,15.4,1109,0.5,3
 2020-05-05,50-59,Mujer,18,1292,1.8,10
 2020-05-05,60-69,Mujer,13.3,959,6.5,37
 2020-05-05,70-79,Mujer,11.6,834,20.2,115
 2020-05-05,80-89,Mujer,14.6,1050,45,256
 2020-05-05,90+,Mujer,7.5,540,25.7,146
 2020-05-06,0-9,Hombre,0.7,44,0,0
 2020-05-06,10-19,Hombre,0.8,47,0,0
 2020-05-06,20-29,Hombre,4.7,280,0.1,1
 2020-05-06,30-39,Hombre,9.8,585,0.8,6
 2020-05-06,40-49,Hombre,14.7,878,0.8,6
 2020-05-06,50-59,Hombre,17.5,1047,3.5,26
 2020-05-06,60-69,Hombre,18.1,1082,12.9,95
 2020-05-06,70-79,Hombre,17.3,1032,33.7,249
 2020-05-06,80-89,Hombre,12.8,761,36.4,269
 2020-05-06,90+,Hombre,3.5,210,11.8,87
 2020-05-06,0-9,Mujer,0.5,35,0,0
 2020-05-06,10-19,Mujer,0.9,63,0.2,1
 2020-05-06,20-29,Mujer,7.1,521,0,0
