"fecha","Comunidad","vac_80+","pobl_80+","por_80+","vac_70-79","pobl_70-79","por_70-79","vac_60-69","pobl_60-69","por_60-69","vac_50-59","pobl_50-59","por_50-59","vac_25-49","pobl_25-49","por_25-49","vac_18-24","pobl_18-24","por_18-24","vac_16-17","pobl_16-17","por_16-17","tot_vac","pobl_tot","por_tot"
"2021-04-08","Ceuta",2115,2605,81.2,1540,4318,35.7,2254,7857,28.7,1776,11556,15.4,3528,30066,11.7,280,7581,3.7,0,2175,0.0,11493,66158,17.4
"2021-04-08","Melilla",1591,2349,67.7,2081,3748,55.5,1346,7827,17.2,1518,11299,13.4,3227,30095,10.7,191,8536,2.2,6,2324,0.3,9960,66178,15.1
"2021-04-08","España",2476053,2834024,87.4,360449,3960045,9.1,1112458,5336986,20.8,854789,7033306,12.2,1816040,16706113,10.9,170100,3310299,5.1,1190,949049,0.1,6791079,40129822,16.9
"2021-04-09","Andalucía",409048,413516,98.9,154845,650381,23.8,181090,916147,19.8,142245,1265021,11.2,325249,3009381,10.8,28125,625846,4.5,200,181921,0.1,1240802,7062213,17.6
"2021-04-09","Aragón",93533,98807,94.7,6384,118955,5.4,19914,156367,12.7,26281,198266,13.3,49822,446083,11.2,5738,89180,6.4,29,25106,0.1,201701,1132764,17.8
"2021-04-09","Asturias",84218,87826,95.9,15672,109249,14.3,33570,149652,22.4,20558,162645,12.6,30106,322095,9.3,2901,54179,5.4,30,15563,0.2,187055,901209,20.8
"2021-04-09","Baleares",45065,49542,91.0,7080,80516,8.8,26170,117231,22.3,20400,165797,12.3,42280,464054,9.1,3675,85839,4.3,33,23300,0.1,144703,986279,14.7
"2021-04-09","Canarias",72223,90236,80.0,25837,154531,16.7,55920,235092,23.8,27856,350512,7.9,66011,832411,7.9,5736,163899,3.5,37,44352,0.1,253620,1871033,13.6
"2021-04-09","Cantabria",37742,41042,92.0,8828,53066,16.6,6755,77345,8.7,11089,89964,12.3,22392,194241,11.5,1553,34935,4.4,5,10791,0.0,88364,501384,17.6
"2021-04-09","Castilla y Leon",203784,223657,91.1,29352,245410,12.0,49715,318575,15.6,52471,381175,13.8,84587,738950,11.4,7342,144422,5.1,93,40684,0.2,427344,2092873,20.4
"2021-04-09","Castilla la Mancha",124648,135194,92.2,12785,159101,8.0,50885,218444,23.3,44907,307478,14.6,74430,707865,10.5,5804,149518,3.9,92,42364,0.2,313551,1719964,18.2
"2021-04-09","Cataluña",407252,447196,91.1,88518,635292,13.9,265061,837584,31.6,128880,1091780,11.8,287711,2803626,10.3,34804,556316,6.3,300,159864,0.2,1212526,6531658,18.6
"2021-04-09","C. Valenciana",276733,276531,100.1,61257,437862,14.0,107558,580728,18.5,89690,752334,11.9,199056,1765967,11.3,17332,352834,4.9,111,103049,0.1,751737,4269305,17.6
"2021-04-09","Extremadura",74371,76005,97.9,21617,91876,23.5,36771,125297,29.3,22521,169216,13.3,41789,351778,11.9,2187,76088,2.9,47,20953,0.2,199303,911213,21.9
"2021-04-09","Galicia",214248,234302,91.4,31984,289762,11.0,64593,346927,18.6,62749,405889,15.5,93780,889004,10.5,4968,152745,3.3,9,44014,0.0,472331,2362643,20.0
"2021-04-09","La Rioja",21395,22207,96.3,762,28125,2.7,11445,37718,30.3,6533,47664,13.7,12815,107618,11.9,1264,21170,6.0,9,6286,0.1,54223,270788,20.0
"2021-04-09","Madrid",297605,364122,81.7,39936,526081,7.6,169211,703323,24.1,104833,972783,10.8,267659,2513737,10.6,22138,479716,4.6,116,135861,0.1,901498,5695623,15.8
"2021-04-09","Murcia",64154,69771,91.9,4662,102899,4.5,20343,146909,13.8,25116,213256,11.8,58131,551265,10.5,7018,118667,5.9,103,34712,0.3,179527,1237479,14.5
"2021-04-09","Navarra",38827,41166,94.3,7473,55792,13.4,11135,73844,15.1,13243,96694,13.7,25776,223028,11.6,3245,48505,6.7,4,13906,0.0,99703,552935,18.0
"2021-04-09","País Vasco",120749,157950,76.4,4641,213081,2.2,75703,280119,27.0,47995,339977,14.1,88942,724849,12.3,11298,140323,8.1,6,41824,0.0,349334,1898123,18.4
"2021-04-09","Ceuta",2126,2605,81.6,1850,4318,42.8,2265,7857,28.8,1785,11556,15.4,3530,30066,11.7,280,7581,3.7,0,2175,0.0,11836,66158,17.9
"2021-04-09","Melilla",1597,2349,68.0,2164,3748,57.7,1435,7827,18.3,1521,11299,13.5,3228,30095,10.7,192,8536,2.2,6,2324,0.3,10143,66178,15.3
"2021-04-09","España",2589319,2834024,91.4,525651,3960045,13.3,1191226,5336986,22.3,858090,7033306,12.2,1822952,16706113,10.9,171248,3310299,5.2,1230,949049,0.1,7159716,40129822,17.8
"2021-04-12","Andalucía",412608,413516,99.8,192640,650381,29.6,220211,916147,24.0,143989,1265021,11.4,327011,3009381,10.9,28346,625846,4.5,231,181921,0.1,1325036,7062213,18.8
"2021-04-12","Aragón",96328,98807,97.5,9430,118955,7.9,22613,156367,14.5,26325,198266,13.3,49920,446083,11.2,5746,89180,6.4,30,25106,0.1,210392,1132764,18.6
"2021-04-12","Asturias",85038,87826,96.8,29644,109249,27.1,35287,149652,23.6,20935,162645,12.9,30530,322095,9.5,2987,54179,5.5,33,15563,0.2,204454,901209,22.7
"2021-04-12","Baleares",46717,49542,94.3,13864,80516,17.2,34296,117231,29.3,20439,165797,12.3,42407,464054,9.1,3686,85839,4.3,33,23300,0.1,161442,986279,16.4
"2021-04-12","Canarias",75703,90236,83.9,29882,154531,19.3,66500,235092,28.3,28078,350512,8.0,66267,832411,8.0,5787,163899,3.5,39,44352,0.1,272256,1871033,14.6
"2021-04-12","Cantabria",38221,41042,93.1,12466,53066,23.5,9834,77345,12.7,11107,89964,12.3,22427,194241,11.5,1555,34935,4.5,5,10791,0.0,95615,501384,19.1
"2021-04-12","Castilla y Leon",213707,223657,95.6,32593,245410,13.3,70711,318575,22.2,52638,381175,13.8,84788,738950,11.5,7356,144422,5.1,93,40684,0.2,461886,2092873,22.1
"2021-04-12","Castilla la Mancha",129295,135194,95.6,16386,159101,10.3,59944,218444,27.4,45009,307478,14.6,74564,707865,10.5,5818,149518,3.9,93,42364,0.2,331109,1719964,19.3
"2021-04-12","Cataluña",422392,447196,94.5,119350,635292,18.8,279798,837584,33.4,129891,1091780,11.9,289166,2803626,10.3,35062,556316,6.3,309,159864,0.2,1275968,6531658,19.5
"2021-04-12","C. Valenciana",276732,276531,100.1,61257,437862,14.0,107558,580728,18.5,89690,752334,11.9,199055,1765967,11.3,17332,352834,4.9,111,103049,0.1,751735,4269305,17.6
"2021-04-12","Extremadura",75009,76005,98.7,28170,91876,30.7,42717,125297,34.1,22746,169216,13.4,41913,351778,11.9,2188,76088,2.9,48,20953,0.2,212791,911213,23.4
"2021-04-12","Galicia",216624,234302,92.5,85699,289762,29.6,82731,346927,23.8,62780,405889,15.5,93817,889004,10.6,4970,152745,3.3,9,44014,0.0,546630,2362643,23.1
"2021-04-12","La Rioja",21989,22207,99.0,1499,28125,5.3,13092,37718,34.7,6536,47664,13.7,12827,107618,11.9,1264,21170,6.0,9,6286,0.1,57216,270788,21.1
"2021-04-12","Madrid",316942,364122,87.0,58838,526081,11.2,216415,703323,30.8,105125,972783,10.8,268289,2513737,10.7,22210,479716,4.6,131,135861,0.1,987950,5695623,17.3
"2021-04-12","Murcia",66136,69771,94.8,8083,102899,7.9,21571,146909,14.7,25136,213256,11.8,58152,551265,10.5,7025,118667,5.9,104,34712,0.3,186207,1237479,15.0
"2021-04-12","Navarra",38989,41166,94.7,9872,55792,17.7,18240,73844,24.7,13262,96694,13.7,25794,223028,11.6,3249,48505,6.7,4,13906,0.0,109410,552935,19.8
"2021-04-12","País Vasco",145883,157950,92.4,27851,213081,13.1,76721,280119,27.4,48757,339977,14.3,90237,724849,12.4,11441,140323,8.2,6,41824,0.0,400896,1898123,21.1
"2021-04-12","Ceuta",2145,2605,82.3,2146,4318,49.7,2267,7857,28.9,1787,11556,15.5,3532,30066,11.7,280,7581,3.7,0,2175,0.0,12157,66158,18.4
"2021-04-12","Melilla",1607,2349,68.4,2180,3748,58.2,1520,7827,19.4,1524,11299,13.5,3229,30095,10.7,193,8536,2.3,6,2324,0.3,10259,66178,15.5
"2021-04-12","España",2682068,2834024,94.6,741854,3960045,18.7,1384154,5336986,25.9,863443,7033306,12.3,1830988,16706113,11.0,172759,3310299,5.2,1294,949049,0.1,7676560,40129822,19.1
"2021-04-13","Andalucía",414158,413516,100.2,215214,650381,33.1,236265,916147,25.8,144554,1265021,11.4,327582,3009381,10.9,28437,625846,4.5,241,181921,0.1,1366451,7062213,19.3
"2021-04-13","Aragón",96404,98807,97.6,9662,118955,8.1,30757,156367,19.7,26342,198266,13.3,49930,446083,11.2,5746,89180,6.4,30,25106,0.1,218871,1132764,19.3
"2021-04-13","Asturias",85153,87826,97.0,34883,109249,31.9,36373,149652,24.3,21034,162645,12.9,30734,322095,9.5,3036,54179,5.6,33,15563,0.2,211246,901209,23.4
"2021-04-13","Baleares",46949,49542,94.8,16475,80516,20.5,39265,117231,33.5,20444,165797,12.3,42426,464054,9.1,3688,85839,4.3,33,23300,0.1,169280,986279,17.2
"2021-04-13","Canarias",77448,90236,85.8,34547,154531,22.4,73692,235092,31.3,28194,350512,8.0,66397,832411,8.0,5797,163899,3.5,39,44352,0.1,286114,1871033,15.3
"2021-04-13","Cantabria",38301,41042,93.3,12496,53066,23.5,11245,77345,14.5,11111,89964,12.4,22430,194241,11.5,1555,34935,4.5,5,10791,0.0,97143,501384,19.4
"2021-04-13","Castilla y Leon",215722,223657,96.5,39055,245410,15.9,75701,318575,23.8,52879,381175,13.9,84963,738950,11.5,7379,144422,5.1,93,40684,0.2,475792,2092873,22.7
"2021-04-13","Castilla la Mancha",129499,135194,95.8,17629,159101,11.1,62661,218444,28.7,45022,307478,14.6,74579,707865,10.5,5828,149518,3.9,93,42364,0.2,335311,1719964,19.5
"2021-04-13","Cataluña",422747,447196,94.5,120362,635292,18.9,330507,837584,39.5,130503,1091780,12.0,289885,2803626,10.3,35111,556316,6.3,309,159864,0.2,1329424,6531658,20.4
"2021-04-13","C. Valenciana",281374,276531,101.8,98087,437862,22.4,108354,580728,18.7,89816,752334,11.9,199296,1765967,11.3,17390,352834,4.9,112,103049,0.1,794429,4269305,18.6
"2021-04-13","Extremadura",75101,76005,98.8,29301,91876,31.9,44820,125297,35.8,22865,169216,13.5,42005,351778,11.9,2196,76088,2.9,48,20953,0.2,216336,911213,23.7
"2021-04-13","Galicia",217021,234302,92.6,86202,289762,29.7,87516,346927,25.2,62818,405889,15.5,93882,889004,10.6,5001,152745,3.3,9,44014,0.0,552449,2362643,23.4
"2021-04-13","La Rioja",22092,22207,99.5,3286,28125,11.7,13327,37718,35.3,6603,47664,13.9,12897,107618,12.0,1267,21170,6.0,9,6286,0.1,59481,270788,22.0
"2021-04-13","Madrid",330980,364122,90.9,74749,526081,14.2,231666,703323,32.9,105345,972783,10.8,268551,2513737,10.7,22257,479716,4.6,138,135861,0.1,1033686,5695623,18.1
"2021-04-13","Murcia",66185,69771,94.9,8855,102899,8.6,22263,146909,15.2,25166,213256,11.8,58197,551265,10.6,7030,118667,5.9,104,34712,0.3,187800,1237479,15.2
"2021-04-13","Navarra",39236,41166,95.3,12006,55792,21.5,18648,73844,25.3,13306,96694,13.8,25843,223028,11.6,3253,48505,6.7,4,13906,0.0,112296,552935,20.3
"2021-04-13","País Vasco",147289,157950,93.3,29339,213081,13.8,77171,280119,27.5,48943,339977,14.4,90652,724849,12.5,11490,140323,8.2,7,41824,0.0,404891,1898123,21.3
"2021-04-13","Ceuta",2209,2605,84.8,2405,4318,55.7,2332,7857,29.7,1797,11556,15.6,3541,30066,11.8,282,7581,3.7,0,2175,0.0,12566,66158,19.0
"2021-04-13","Melilla",1655,2349,70.5,2195,3748,58.6,1687,7827,21.6,1527,11299,13.5,3229,30095,10.7,193,8536,2.3,6,2324,0.3,10492,66178,15.9
"2021-04-13","España",2709550,2834024,95.6,846756,3960045,21.4,1506546,5336986,28.2,865978,7033306,12.3,1834210,16706113,11.0,173213,3310299,5.2,1313,949049,0.1,7937566,40129822,19.8
"2021-04-14","Andalucía",415210,413516,100.4,245253,650381,37.7,256419,916147,28.0,145229,1265021,11.5,328317,3009381,10.9,28534,625846,4.6,247,181921,0.1,1419209,7062213,20.1
"2021-04-14","Aragón",96635,98807,97.8,15413,118955,13.0,34368,156367,22.0,26386,198266,13.3,49966,446083,11.2,5749,89180,6.4,30,25106,0.1,228547,1132764,20.2
"2021-04-14","Asturias",85312,87826,97.1,37732,109249,34.5,37912,149652,25.3,21117,162645,13.0,30845,322095,9.6,3054,54179,5.6,34,15563,0.2,216006,901209,24.0
"2021-04-14","Baleares",47082,49542,95.0,18995,80516,23.6,42756,117231,36.5,20462,165797,12.3,42441,464054,9.1,3691,85839,4.3,33,23300,0.1,175460,986279,17.8
"2021-04-14","Canarias",79717,90236,88.3,42407,154531,27.4,79929,235092,34.0,28313,350512,8.1,66549,832411,8.0,5816,163899,3.5,39,44352,0.1,302770,1871033,16.2
"2021-04-14","Cantabria",38555,41042,93.9,15967,53066,30.1,12093,77345,15.6,11142,89964,12.4,22477,194241,11.6,1562,34935,4.5,5,10791,0.0,101801,501384,20.3
"2021-04-14","Castilla y Leon",218983,223657,97.9,48495,245410,19.8,79163,318575,24.8,53068,381175,13.9,85112,738950,11.5,7396,144422,5.1,93,40684,0.2,492310,2092873,23.5
"2021-04-14","Castilla la Mancha",130188,135194,96.3,23131,159101,14.5,65155,218444,29.8,45110,307478,14.7,74728,707865,10.6,5936,149518,4.0,93,42364,0.2,344341,1719964,20.0
"2021-04-14","Cataluña",426748,447196,95.4,150499,635292,23.7,346401,837584,41.4,131126,1091780,12.0,290768,2803626,10.4,35212,556316,6.3,311,159864,0.2,1381065,6531658,21.1
"2021-04-14","C. Valenciana",282167,276531,102.0,110681,437862,25.3,135803,580728,23.4,89850,752334,11.9,199342,1765967,11.3,17406,352834,4.9,114,103049,0.1,835363,4269305,19.6
"2021-04-14","Extremadura",75350,76005,99.1,34282,91876,37.3,46708,125297,37.3,22924,169216,13.5,42068,351778,12.0,2196,76088,2.9,49,20953,0.2,223577,911213,24.5
"2021-04-14","Galicia",218253,234302,93.2,112504,289762,38.8,87588,346927,25.2,62862,405889,15.5,93951,889004,10.6,5003,152745,3.3,10,44014,0.0,580171,2362643,24.6
"2021-04-14","La Rioja",22153,22207,99.8,5135,28125,18.3,13565,37718,36.0,6633,47664,13.9,12930,107618,12.0,1268,21170,6.0,9,6286,0.1,61693,270788,22.8
"2021-04-14","Madrid",340538,364122,93.5,95882,526081,18.2,244894,703323,34.8,105628,972783,10.9,268929,2513737,10.7,22299,479716,4.6,143,135861,0.1,1078313,5695623,18.9
"2021-04-14","Murcia",66742,69771,95.7,13002,102899,12.6,23422,146909,15.9,25184,213256,11.8,58230,551265,10.6,7032,118667,5.9,104,34712,0.3,193716,1237479,15.7
"2021-04-14","Navarra",39557,41166,96.1,15599,55792,28.0,19113,73844,25.9,13369,96694,13.8,25906,223028,11.6,3262,48505,6.7,4,13906,0.0,116810,552935,21.1
"2021-04-14","País Vasco",148393,157950,93.9,35074,213081,16.5,77238,280119,27.6,49029,339977,14.4,90767,724849,12.5,11527,140323,8.2,7,41824,0.0,412035,1898123,21.7
"2021-04-14","Ceuta",2222,2605,85.3,2823,4318,65.4,2363,7857,30.1,1810,11556,15.7,3555,30066,11.8,285,7581,3.8,0,2175,0.0,13058,66158,19.7
"2021-04-14","Melilla",1679,2349,71.5,2314,3748,61.7,1893,7827,24.2,1531,11299,13.5,3233,30095,10.7,193,8536,2.3,6,2324,0.3,10849,66178,16.4
"2021-04-14","España",2735510,2834024,96.5,1025197,3960045,25.9,1609291,5336986,30.2,868505,7033306,12.3,1837354,16706113,11.0,173699,3310299,5.2,1331,949049,0.1,8250887,40129822,20.6
"2021-04-15","Andalucía",416457,413516,100.7,281192,650381,43.2,280594,916147,30.6,145706,1265021,11.5,329018,3009381,10.9,28613,625846,4.6,257,181921,0.1,1481837,7062213,21.0
"2021-04-15","Aragón",97219,98807,98.4,26902,118955,22.6,37044,156367,23.7,26471,198266,13.4,50066,446083,11.2,5765,89180,6.5,30,25106,0.1,243497,1132764,21.5
"2021-04-15","Asturias",85408,87826,97.2,44382,109249,40.6,40077,149652,26.8,21200,162645,13.0,30987,322095,9.6,3125,54179,5.8,34,15563,0.2,225213,901209,25.0
"2021-04-15","Baleares",47421,49542,95.7,22702,80516,28.2,43816,117231,37.4,20559,165797,12.4,42547,464054,9.2,3697,85839,4.3,33,23300,0.1,180775,986279,18.3
"2021-04-15","Canarias",81085,90236,89.9,51009,154531,33.0,85198,235092,36.2,28502,350512,8.1,66696,832411,8.0,5826,163899,3.6,39,44352,0.1,318355,1871033,17.0
"2021-04-15","Cantabria",38715,41042,94.3,18888,53066,35.6,13413,77345,17.3,11172,89964,12.4,22504,194241,11.6,1564,34935,4.5,5,10791,0.0,106261,501384,21.2
"2021-04-15","Castilla y Leon",220474,223657,98.6,62801,245410,25.6,82983,318575,26.0,53282,381175,14.0,85364,738950,11.6,7417,144422,5.1,95,40684,0.2,512416,2092873,24.5
"2021-04-15","Castilla la Mancha",131520,135194,97.3,34640,159101,21.8,67352,218444,30.8,45209,307478,14.7,74856,707865,10.6,5957,149518,4.0,94,42364,0.2,359628,1719964,20.9
"2021-04-15","Cataluña",431740,447196,96.5,197169,635292,31.0,363371,837584,43.4,132087,1091780,12.1,292030,2803626,10.4,35402,556316,6.4,315,159864,0.2,1452114,6531658,22.2
"2021-04-15","C. Valenciana",283726,276531,102.6,138905,437862,31.7,167081,580728,28.8,89912,752334,12.0,199529,1765967,11.3,17444,352834,4.9,116,103049,0.1,896713,4269305,21.0
"2021-04-15","Extremadura",75811,76005,99.7,41253,91876,44.9,48097,125297,38.4,22997,169216,13.6,42142,351778,12.0,2203,76088,2.9,49,20953,0.2,232552,911213,25.5
"2021-04-15","Galicia",219851,234302,93.8,129700,289762,44.8,88668,346927,25.6,63010,405889,15.5,94090,889004,10.6,5010,152745,3.3,10,44014,0.0,600339,2362643,25.4
"2021-04-15","La Rioja",22202,22207,100.0,6266,28125,22.3,14170,37718,37.6,6686,47664,14.0,13003,107618,12.1,1277,21170,6.0,9,6286,0.1,63613,270788,23.5
"2021-04-15","Madrid",346191,364122,95.1,120070,526081,22.8,258760,703323,36.8,106213,972783,10.9,269687,2513737,10.7,22409,479716,4.7,150,135861,0.1,1123480,5695623,19.7
"2021-04-15","Murcia",67615,69771,96.9,14674,102899,14.3,26422,146909,18.0,25200,213256,11.8,58266,551265,10.6,7035,118667,5.9,104,34712,0.3,199316,1237479,16.1
"2021-04-15","Navarra",39816,41166,96.7,17782,55792,31.9,19542,73844,26.5,13440,96694,13.9,25956,223028,11.6,3266,48505,6.7,4,13906,0.0,119806,552935,21.7
"2021-04-15","País Vasco",149711,157950,94.8,45738,213081,21.5,77686,280119,27.7,49789,339977,14.6,92471,724849,12.8,11853,140323,8.4,8,41824,0.0,427256,1898123,22.5
"2021-04-15","Ceuta",2231,2605,85.6,3069,4318,71.1,2365,7857,30.1,1814,11556,15.7,3556,30066,11.8,286,7581,3.8,0,2175,0.0,13321,66158,20.1
"2021-04-15","Melilla",1700,2349,72.4,2365,3748,63.1,1917,7827,24.5,1544,11299,13.7,3243,30095,10.8,193,8536,2.3,6,2324,0.3,10968,66178,16.6
"2021-04-15","España",2758919,2834024,97.3,1259516,3960045,31.8,1721165,5336986,32.2,872565,7033306,12.4,1843400,16706113,11.0,174625,3310299,5.3,1358,949049,0.1,8631548,40129822,21.5
"2021-04-16","Andalucía",417610,413516,101.0,316930,650381,48.7,303895,916147,33.2,146346,1265021,11.6,329740,3009381,11.0,28695,625846,4.6,262,181921,0.1,1543478,7062213,21.9
"2021-04-16","Aragón",97853,98807,99.0,45856,118955,38.5,41500,156367,26.5,26600,198266,13.4,50214,446083,11.3,5775,89180,6.5,30,25106,0.1,267828,1132764,23.6
"2021-04-16","Asturias",85537,87826,97.4,49120,109249,45.0,43401,149652,29.0,21291,162645,13.1,31166,322095,9.7,3161,54179,5.8,36,15563,0.2,233712,901209,25.9
"2021-04-16","Baleares",47680,49542,96.2,26530,80516,32.9,44834,117231,38.2,20650,165797,12.5,42642,464054,9.2,3704,85839,4.3,33,23300,0.1,186073,986279,18.9
"2021-04-16","Canarias",82092,90236,91.0,58974,154531,38.2,90922,235092,38.7,28717,350512,8.2,66928,832411,8.0,5847,163899,3.6,41,44352,0.1,333521,1871033,17.8
"2021-04-16","Cantabria",38872,41042,94.7,22566,53066,42.5,14411,77345,18.6,11211,89964,12.5,22557,194241,11.6,1567,34935,4.5,5,10791,0.0,111189,501384,22.2
"2021-04-16","Castilla y Leon",222314,223657,99.4,82586,245410,33.7,89008,318575,27.9,53440,381175,14.0,85541,738950,11.6,7428,144422,5.1,95,40684,0.2,540412,2092873,25.8
"2021-04-16","Castilla la Mancha",132457,135194,98.0,47619,159101,29.9,72649,218444,33.3,45353,307478,14.7,75053,707865,10.6,5985,149518,4.0,94,42364,0.2,379210,1719964,22.0
"2021-04-16","Cataluña",434701,447196,97.2,239424,635292,37.7,383911,837584,45.8,133071,1091780,12.2,293412,2803626,10.5,35555,556316,6.4,322,159864,0.2,1520396,6531658,23.3
"2021-04-16","C. Valenciana",284722,276531,103.0,172192,437862,39.3,167352,580728,28.8,90093,752334,12.0,199790,1765967,11.3,17483,352834,5.0,116,103049,0.1,931748,4269305,21.8
"2021-04-16","Extremadura",76228,76005,100.3,47355,91876,51.5,50170,125297,40.0,23296,169216,13.8,42260,351778,12.0,2211,76088,2.9,49,20953,0.2,241569,911213,26.5
"2021-04-16","Galicia",221799,234302,94.7,131523,289762,45.4,90686,346927,26.1,63877,405889,15.7,94765,889004,10.7,5052,152745,3.3,10,44014,0.0,607712,2362643,25.7
"2021-04-16","La Rioja",22317,22207,100.5,8268,28125,29.4,14862,37718,39.4,6717,47664,14.1,13037,107618,12.1,1282,21170,6.1,9,6286,0.1,66492,270788,24.6
"2021-04-16","Madrid",350406,364122,96.2,146294,526081,27.8,273144,703323,38.8,106938,972783,11.0,270620,2513737,10.8,22562,479716,4.7,154,135861,0.1,1170118,5695623,20.5
"2021-04-16","Murcia",68069,69771,97.6,25423,102899,24.7,32330,146909,22.0,25213,213256,11.8,58306,551265,10.6,7037,118667,5.9,104,34712,0.3,216482,1237479,17.5
"2021-04-16","Navarra",40158,41166,97.6,19270,55792,34.5,20768,73844,28.1,13490,96694,14.0,25992,223028,11.7,3276,48505,6.8,5,13906,0.0,122959,552935,22.2
"2021-04-16","País Vasco",150730,157950,95.4,53370,213081,25.0,81197,280119,29.0,49913,339977,14.7,92656,724849,12.8,11872,140323,8.5,8,41824,0.0,439746,1898123,23.2
"2021-04-16","Ceuta",2244,2605,86.1,3304,4318,76.5,2741,7857,34.9,1819,11556,15.7,3562,30066,11.8,289,7581,3.8,0,2175,0.0,13959,66158,21.1
"2021-04-16","Melilla",1714,2349,73.0,2591,3748,69.1,1931,7827,24.7,1546,11299,13.7,3246,30095,10.8,194,8536,2.3,6,2324,0.3,11228,66178,17.0
"2021-04-16","España",2777529,2834024,98.0,1499204,3960045,37.9,1822392,5336986,34.1,877376,7033306,12.5,1848914,16706113,11.1,175260,3310299,5.3,1379,949049,0.1,9002054,40129822,22.4
"2021-04-19","Andalucía",418968,413516,101.3,350695,650381,53.9,329791,916147,36.0,147611,1265021,11.7,330905,3009381,11.0,28825,625846,4.6,275,181921,0.2,1607070,7062213,22.8
"2021-04-19","Aragón",98226,98807,99.4,53561,118955,45.0,45091,156367,28.8,26887,198266,13.6,50447,446083,11.3,5787,89180,6.5,30,25106,0.1,280029,1132764,24.7
"2021-04-19","Asturias",86018,87826,97.9,56460,109249,51.7,56770,149652,37.9,22179,162645,13.6,33024,322095,10.3,3356,54179,6.2,36,15563,0.2,257843,901209,28.6
"2021-04-19","Baleares",48040,49542,97.0,32837,80516,40.8,47951,117231,40.9,20803,165797,12.5,42812,464054,9.2,3720,85839,4.3,33,23300,0.1,196196,986279,19.9
"2021-04-19","Canarias",83024,90236,92.0,68235,154531,44.2,106397,235092,45.3,29049,350512,8.3,67280,832411,8.1,5904,163899,3.6,43,44352,0.1,359932,1871033,19.2
"2021-04-19","Cantabria",39084,41042,95.2,25998,53066,49.0,17328,77345,22.4,11233,89964,12.5,22582,194241,11.6,1569,34935,4.5,5,10791,0.0,117799,501384,23.5
"2021-04-19","Castilla y Leon",223310,223657,99.8,96715,245410,39.4,106524,318575,33.4,56178,381175,14.7,88730,738950,12.0,7805,144422,5.4,97,40684,0.2,579359,2092873,27.7
"2021-04-19","Castilla la Mancha",133081,135194,98.4,57145,159101,35.9,78580,218444,36.0,45532,307478,14.8,75235,707865,10.6,6110,149518,4.1,94,42364,0.2,395777,1719964,23.0
"2021-04-19","Cataluña",436707,447196,97.7,265974,635292,41.9,405818,837584,48.5,133913,1091780,12.3,294581,2803626,10.5,35741,556316,6.4,326,159864,0.2,1573060,6531658,24.1
"2021-04-19","C. Valenciana",285783,276531,103.3,199939,437862,45.7,168119,580728,28.9,90480,752334,12.0,200265,1765967,11.3,17581,352834,5.0,117,103049,0.1,962284,4269305,22.5
"2021-04-19","Extremadura",76367,76005,100.5,52744,91876,57.4,53764,125297,42.9,23473,169216,13.9,42436,351778,12.1,2242,76088,2.9,50,20953,0.2,251076,911213,27.6
"2021-04-19","Galicia",224039,234302,95.6,154014,289762,53.2,103846,346927,29.9,66007,405889,16.3,96574,889004,10.9,5113,152745,3.3,10,44014,0.0,649603,2362643,27.5
"2021-04-19","La Rioja",22391,22207,100.8,11219,28125,39.9,15431,37718,40.9,6754,47664,14.2,13065,107618,12.1,1284,21170,6.1,9,6286,0.1,70153,270788,25.9
"2021-04-19","Madrid",353659,364122,97.1,184699,526081,35.1,285808,703323,40.6,107986,972783,11.1,271567,2513737,10.8,22698,479716,4.7,169,135861,0.1,1226586,5695623,21.5
"2021-04-19","Murcia",68423,69771,98.1,37406,102899,36.4,35921,146909,24.5,25252,213256,11.8,58327,551265,10.6,7038,118667,5.9,105,34712,0.3,232472,1237479,18.8
"2021-04-19","Navarra",40534,41166,98.5,23992,55792,43.0,26376,73844,35.7,13530,96694,14.0,26042,223028,11.7,3277,48505,6.8,5,13906,0.0,133756,552935,24.2
"2021-04-19","País Vasco",152376,157950,96.5,59003,213081,27.7,91861,280119,32.8,50065,339977,14.7,92950,724849,12.8,11906,140323,8.5,8,41824,0.0,458169,1898123,24.1
"2021-04-19","Ceuta",2245,2605,86.2,3322,4318,76.9,2810,7857,35.8,1824,11556,15.8,3572,30066,11.9,297,7581,3.9,0,2175,0.0,14070,66158,21.3
"2021-04-19","Melilla",1716,2349,73.1,2594,3748,69.2,2611,7827,33.4,1550,11299,13.7,3250,30095,10.8,194,8536,2.3,6,2324,0.3,11921,66178,18.0
"2021-04-19","España",2794017,2834024,98.6,1736561,3960045,43.9,1983650,5336986,37.2,888154,7033306,12.6,1861151,16706113,11.1,176734,3310299,5.3,1418,949049,0.1,9441685,40129822,23.5
"2021-04-20","Andalucía",418968,413516,101.3,350695,650381,53.9,329791,916147,36.0,147611,1265021,11.7,330905,3009381,11.0,28825,625846,4.6,275,181921,0.2,1607070,7062213,22.8
"2021-04-20","Aragón",98221,98807,99.4,54136,118955,45.5,52183,156367,33.4,27013,198266,13.6,50549,446083,11.3,5787,89180,6.5,30,25106,0.1,287919,1132764,25.4
"2021-04-20","Asturias",86078,87826,98.0,59014,109249,54.0,60803,149652,40.6,22454,162645,13.8,33275,322095,10.3,3364,54179,6.2,36,15563,0.2,265024,901209,29.4
