"fecha","Comunidad","vac_80+","por_80+","vac_70-79","por_70-79","vac_60-69","por_60-69","vac_50-59","por_50-59","vac_40-49","por_40-49","vac_30-39","por_30-39","vac_20-29","por_20-29","vac_12-19","por_12-19","vac_5-11","por_5-11","tot_vac","pobl_tot","por_tot"
"2021-06-21","Aragón",98752,99.9,115828,97.4,48208,30.8,106983,54.0,40350,18.8,19894,12.1,13582,10.4,1002,1.0,0,0,444599,1185134,37.5
"2021-06-21","Asturias",87075,99.1,111387,100.0,35600,23.8,96675,59.4,31924,19.1,15123,13.2,9483,12.0,484,0.8,0,0,387751,933927,41.5
"2021-06-21","Baleares",49803,100.0,75860,94.2,18388,15.7,105854,63.8,40711,19.7,17896,9.8,10484,7.6,459,0.5,0,0,319455,1034867,30.9
"2021-06-21","Canarias",88453,98.0,142391,92.1,67090,28.5,189038,53.9,77186,19.9,27583,8.9,16870,6.7,604,0.3,0,0,609215,1960774,31.1
"2021-06-21","Cantabria",41573,100.0,54938,100.0,27073,35.0,38140,42.4,10819,11.1,5763,8.2,3640,7.2,86,0.2,0,0,182032,524127,34.7
"2021-06-21","Castilla y León",225157,100.0,245782,100.0,125974,39.5,152947,40.1,53460,14.7,29694,11.1,19734,9.4,684,0.4,0,0,853432,2176253,39.2
"2021-06-21","Castilla la Mancha",135031,99.9,154990,97.4,57207,26.2,190217,61.9,54442,16.5,19995,7.5,14049,6.4,562,0.3,0,0,626493,1808784,34.6
"2021-06-21","Cataluña",446206,99.8,594356,93.6,173535,20.7,601429,55.1,200053,15.2,109143,10.4,85056,10.1,5864,0.9,0,0,2215642,6868360,32.3
"2021-06-21","C. Valenciana",289060,100.0,416424,95.1,216615,37.3,313515,41.7,86429,10.1,44609,6.9,28861,5.6,1117,0.3,0,0,1396630,4488459,31.1
"2021-06-21","Extremadura",76579,100.0,90778,98.8,61449,49.0,96187,56.8,29142,18.3,13846,10.4,7119,6.3,251,0.3,0,0,375351,953437,39.4
"2021-06-21","Galicia",238515,100.0,285374,98.5,118320,34.1,263915,65.0,56385,12.7,30744,9.5,15014,6.5,233,0.1,0,0,1008500,2454497,41.1
"2021-06-21","La Rioja",23003,100.0,28210,100.0,18626,49.4,23165,48.6,8315,15.7,3920,10.0,2493,8.2,112,0.4,0,0,107844,283970,38.0
"2021-06-21","Madrid",365808,100.0,497055,94.5,246917,35.1,545935,56.1,164658,14.1,102061,10.7,69310,9.3,2929,0.5,0,0,1994673,5977937,33.4
"2021-06-21","Murcia",71845,100.0,96417,93.7,47853,32.6,109704,51.4,52063,20.5,20793,9.9,15302,8.9,709,0.5,0,0,414686,1310137,31.7
"2021-06-21","Navarra",41793,100.0,55082,98.7,21223,28.7,61261,63.4,21422,19.8,9258,11.4,6696,9.8,240,0.4,0,0,216975,581354,37.3
"2021-06-21","País Vasco",159443,100.9,207536,97.4,96634,34.5,193929,57.0,60737,16.8,30856,11.8,22630,11.2,853,0.5,0,0,772618,1983943,38.9
"2021-06-21","Ceuta",2315,88.9,3693,85.5,2437,31.0,8461,73.2,5756,45.5,1560,13.1,967,8.8,95,1.0,0,0,25284,70965,35.6
"2021-06-21","Melilla",1865,79.4,2990,79.8,3029,38.7,7890,69.8,6477,54.0,1728,14.2,811,6.8,20,0.2,0,0,24810,70927,35.0
"2021-06-21","España",2865062,100.0,3811066,96.2,1636723,30.7,3831294,54.5,1199250,15.2,641565,10.3,427055,8.6,19668,0.5,0,0,14431683,42119827,34.3
"2021-06-22","Andalucía",422860,100.0,632412,97.2,258633,28.2,751330,59.4,191884,13.9,126037,11.1,80360,8.7,3405,0.5,0,0,2466921,7451975,33.1
"2021-06-22","Aragón",98766,100.0,115866,97.4,48650,31.1,110171,55.6,41485,19.3,20576,12.5,13918,10.7,1016,1.0,0,0,450448,1185134,38.0
"2021-06-22","Asturias",87087,99.2,111469,100.0,37680,25.2,102179,62.8,34944,20.9,15147,13.2,9501,12.0,494,0.8,0,0,398501,933927,42.7
"2021-06-22","Baleares",49813,100.0,75942,94.3,20343,17.4,110233,66.5,42540,20.6,18245,10.0,10647,7.7,468,0.5,0,0,328231,1034867,31.7
"2021-06-22","Canarias",88482,98.1,142547,92.2,72043,30.6,195522,55.8,81919,21.1,28363,9.1,17290,6.9,613,0.3,0,0,626779,1960774,32.0
"2021-06-22","Cantabria",41573,100.0,54938,100.0,27074,35.0,38141,42.4,10820,11.1,5764,8.2,3641,7.2,87,0.2,0,0,182038,524127,34.7
"2021-06-22","Castilla y León",225188,100.0,245918,100.0,127383,40.0,158303,41.5,56893,15.7,30940,11.6,20299,9.6,747,0.5,0,0,865671,2176253,39.8
"2021-06-22","Castilla la Mancha",135041,99.9,155005,97.4,58893,27.0,194059,63.1,57147,17.3,21200,8.0,14504,6.7,569,0.3,0,0,636418,1808784,35.2
"2021-06-22","Cataluña",446250,99.8,594593,93.6,208972,24.9,617569,56.6,204402,15.5,110447,10.6,86180,10.3,5995,0.9,0,0,2274408,6868360,33.1
"2021-06-22","C. Valenciana",289190,100.0,416603,95.1,217313,37.4,329613,43.8,90994,10.7,45091,7.0,29171,5.7,1186,0.3,0,0,1419161,4488459,31.6
"2021-06-22","Extremadura",76584,100.0,90791,98.8,62450,49.8,99294,58.7,32238,20.2,14244,10.7,7306,6.4,259,0.3,0,0,383166,953437,40.2
"2021-06-22","Galicia",238621,100.0,285466,98.5,155888,44.9,265945,65.5,60029,13.5,31623,9.8,16232,7.0,243,0.1,0,0,1054047,2454497,42.9
"2021-06-22","La Rioja",23005,100.0,28230,100.0,19340,51.3,25758,54.0,8532,16.1,4065,10.3,2614,8.6,114,0.4,0,0,111658,283970,39.3
"2021-06-22","Madrid",365935,100.0,497584,94.6,256093,36.4,575006,59.1,168247,14.4,102815,10.8,69960,9.4,3018,0.5,0,0,2038658,5977937,34.1
"2021-06-22","Murcia",71859,100.0,96433,93.7,48056,32.7,111128,52.1,53792,21.2,20923,10.0,15374,8.9,717,0.5,0,0,418282,1310137,31.9
"2021-06-22","Navarra",41797,100.0,55109,98.8,21249,28.8,62986,65.1,21892,20.3,9297,11.4,6752,9.9,242,0.4,0,0,219324,581354,37.7
"2021-06-22","País Vasco",158948,100.6,207554,97.4,99689,35.6,199440,58.7,60635,16.7,30589,11.7,22587,11.2,883,0.5,0,0,780325,1983943,39.3
"2021-06-22","Ceuta",2315,88.9,3695,85.6,3256,41.4,8587,74.3,5897,46.6,1585,13.3,977,8.9,97,1.1,0,0,26409,70965,37.2
"2021-06-22","Melilla",1866,79.4,2999,80.0,3119,39.8,8107,71.7,7180,59.8,1738,14.3,814,6.8,22,0.2,0,0,25845,70927,36.4
"2021-06-22","España",2865192,100.0,3813160,96.3,1747532,32.7,3968784,56.4,1242479,15.7,652433,10.5,435871,8.8,20285,0.5,0,0,14745736,42119827,35.0
"2021-06-23","Andalucía",422963,100.0,632870,97.3,275761,30.1,792369,62.6,196488,14.2,127724,11.2,83432,9.0,3613,0.5,0,0,2535220,7451975,34.0
"2021-06-23","Aragón",98782,100.0,115952,97.5,49443,31.6,116259,58.6,42534,19.8,21062,12.8,14198,10.9,1051,1.0,0,0,459281,1185134,38.8
"2021-06-23","Asturias",87103,99.2,111544,100.0,38322,25.6,109422,67.3,37389,22.4,15210,13.3,9551,12.1,498,0.8,0,0,409039,933927,43.8
"2021-06-23","Baleares",49826,100.0,75991,94.4,22398,19.1,112511,67.9,44634,21.6,18686,10.3,10816,7.8,474,0.5,0,0,335336,1034867,32.4
"2021-06-23","Canarias",88544,98.1,142725,92.4,76960,32.7,203842,58.2,87272,22.5,29235,9.4,17739,7.0,621,0.3,0,0,646938,1960774,33.0
"2021-06-23","Cantabria",41586,100.0,54981,100.0,27807,36.0,42759,47.5,11574,11.8,6130,8.7,3746,7.4,87,0.2,0,0,188670,524127,36.0
"2021-06-23","Castilla y León",225236,100.0,246019,100.0,128147,40.2,174700,45.8,58035,16.0,31352,11.7,20489,9.7,753,0.5,0,0,884731,2176253,40.7
"2021-06-23","Castilla la Mancha",135057,99.9,155042,97.4,60534,27.7,200129,65.1,61101,18.5,22615,8.5,14971,6.9,577,0.3,0,0,650026,1808784,35.9
"2021-06-23","Cataluña",446394,99.8,595075,93.7,252901,30.2,633282,58.0,211241,16.0,112234,10.7,87559,10.4,6110,0.9,0,0,2344796,6868360,34.1
"2021-06-23","C. Valenciana",289430,100.0,417146,95.3,218376,37.6,361557,48.1,100071,11.8,46951,7.2,30245,5.9,1237,0.3,0,0,1465013,4488459,32.6
"2021-06-23","Extremadura",76594,100.0,90818,98.8,63243,50.5,105340,62.3,33989,21.3,14466,10.8,7378,6.5,262,0.3,0,0,392090,953437,41.1
"2021-06-23","Galicia",238663,100.0,285494,98.5,158594,45.7,266968,65.8,61602,13.9,31973,9.9,16370,7.1,245,0.1,0,0,1059909,2454497,43.2
"2021-06-23","La Rioja",23005,100.0,28234,100.0,19988,53.0,28777,60.4,8573,16.2,4180,10.6,2751,9.0,123,0.5,0,0,115631,283970,40.7
"2021-06-23","Madrid",366052,100.0,498005,94.7,273928,38.9,605309,62.2,174679,15.0,103318,10.9,70346,9.5,3057,0.6,0,0,2094694,5977937,35.0
"2021-06-23","Murcia",71880,100.0,96622,93.9,49052,33.4,129777,60.9,55270,21.7,21037,10.1,15465,9.0,723,0.5,0,0,439826,1310137,33.6
"2021-06-23","Navarra",41808,100.0,55159,98.9,21515,29.1,66247,68.5,22326,20.7,9471,11.6,6885,10.1,254,0.5,0,0,223665,581354,38.5
"2021-06-23","País Vasco",158975,100.6,207712,97.5,101280,36.2,211822,62.3,61617,17.0,30739,11.8,22730,11.3,905,0.5,0,0,795780,1983943,40.1
"2021-06-23","Ceuta",2315,88.9,3701,85.7,3267,41.6,8678,75.1,6247,49.4,1637,13.8,991,9.0,97,1.1,0,0,26933,70965,38.0
"2021-06-23","Melilla",1868,79.5,3019,80.5,3866,49.4,8190,72.5,7453,62.1,1766,14.6,829,6.9,22,0.2,0,0,27013,70927,38.1
"2021-06-23","España",2866094,100.0,3816115,96.4,1846901,34.6,4183730,59.5,1294257,16.4,665117,10.7,445379,9.0,20846,0.5,0,0,15138439,42119827,35.9
"2021-06-24","Andalucía",423106,100.0,633488,97.4,301325,32.9,838356,66.3,208422,15.0,130671,11.5,86583,9.3,3758,0.5,0,0,2625709,7451975,35.2
"2021-06-24","Aragón",98833,100.0,116180,97.7,50854,32.5,129658,65.4,45620,21.2,21841,13.3,14646,11.2,1088,1.1,0,0,478720,1185134,40.4
"2021-06-24","Asturias",87124,99.2,111608,100.0,39099,26.1,114790,70.6,37905,22.7,15257,13.3,9576,12.1,501,0.8,0,0,415860,933927,44.5
"2021-06-24","Baleares",49844,100.0,76074,94.5,23756,20.3,114563,69.1,48950,23.7,18950,10.4,10879,7.9,488,0.5,0,0,343504,1034867,33.2
"2021-06-24","Canarias",88619,98.2,142916,92.5,81719,34.8,213114,60.8,92908,24.0,30185,9.7,18209,7.2,637,0.4,0,0,668307,1960774,34.1
"2021-06-24","Cantabria",41586,100.0,54981,100.0,27808,36.0,42762,47.5,11576,11.8,6130,8.7,3746,7.4,87,0.2,0,0,188676,524127,36.0
"2021-06-24","Castilla y León",225267,100.0,246124,100.0,129989,40.8,185939,48.8,59452,16.4,31505,11.8,20597,9.8,758,0.5,0,0,899631,2176253,41.3
"2021-06-24","Castilla la Mancha",135085,99.9,155125,97.5,62042,28.4,209723,68.2,67354,20.4,23556,8.9,15626,7.2,609,0.4,0,0,669120,1808784,37.0
"2021-06-24","Cataluña",446540,99.9,595645,93.8,273782,32.7,655988,60.1,219244,16.7,113452,10.9,88483,10.5,6210,0.9,0,0,2399344,6868360,34.9
"2021-06-24","C. Valenciana",289576,100.0,417652,95.4,220110,37.9,441183,58.6,105808,12.4,48041,7.4,30931,6.0,1259,0.3,0,0,1554560,4488459,34.6
"2021-06-24","Extremadura",76598,100.0,90855,98.9,65734,52.5,110603,65.4,35275,22.1,14737,11.0,7509,6.6,274,0.3,0,0,401585,953437,42.1
"2021-06-24","Galicia",238756,100.0,286103,98.7,159039,45.8,295553,72.8,62831,14.2,32562,10.1,16766,7.3,261,0.1,0,0,1091871,2454497,44.5
"2021-06-24","La Rioja",23009,100.0,28245,100.0,20203,53.6,29744,62.4,8946,16.9,4326,11.0,2881,9.5,128,0.5,0,0,117482,283970,41.4
"2021-06-24","Madrid",366165,100.0,498375,94.7,295477,42.0,625278,64.3,184080,15.8,105921,11.2,71811,9.7,3103,0.6,0,0,2150210,5977937,36.0
"2021-06-24","Murcia",71914,100.0,96840,94.1,51718,35.2,143772,67.4,55656,21.9,21244,10.2,15575,9.0,730,0.5,0,0,457449,1310137,34.9
"2021-06-24","Navarra",41823,100.0,55203,98.9,22376,30.3,70474,72.9,22687,21.0,9628,11.8,7026,10.3,263,0.5,0,0,229480,581354,39.5
"2021-06-24","País Vasco",158991,100.7,207756,97.5,103992,37.1,220887,65.0,62714,17.3,30866,11.8,22803,11.3,916,0.5,0,0,808925,1983943,40.8
"2021-06-24","Ceuta",2315,88.9,3706,85.8,3271,41.6,8818,76.3,6620,52.4,1669,14.0,1022,9.3,97,1.1,0,0,27518,70965,38.8
"2021-06-24","Melilla",1868,79.5,3025,80.7,3876,49.5,8243,73.0,7798,65.0,1878,15.5,829,6.9,22,0.2,0,0,27539,70927,38.8
"2021-06-24","España",2867034,100.0,3819909,96.5,1937937,36.3,4465433,63.5,1356594,17.2,678935,10.9,455353,9.2,21331,0.5,0,0,15602526,42119827,37.0
"2021-06-25","Andalucía",423198,100.0,633875,97.5,323928,35.4,881608,69.7,224923,16.2,132163,11.6,88370,9.5,3873,0.5,0,0,2711938,7451975,36.4
"2021-06-25","Aragón",98876,100.0,116369,97.8,51307,32.8,140064,70.6,50091,23.3,22436,13.7,15026,11.5,1128,1.1,0,0,495297,1185134,41.8
"2021-06-25","Asturias",87136,99.2,111664,100.0,40692,27.2,119978,73.8,38722,23.2,15289,13.4,9592,12.1,505,0.8,0,0,423578,933927,45.4
"2021-06-25","Baleares",49855,100.0,76127,94.5,24579,21.0,115884,69.9,53663,26.0,19125,10.5,10920,7.9,493,0.5,0,0,350646,1034867,33.9
"2021-06-25","Canarias",88666,98.3,143052,92.6,86427,36.8,217014,61.9,97362,25.1,30899,9.9,18418,7.3,643,0.4,0,0,682481,1960774,34.8
"2021-06-25","Cantabria",41602,100.0,55017,100.0,28242,36.5,51559,57.3,13590,13.9,6429,9.1,3919,7.8,90,0.2,0,0,200448,524127,38.2
"2021-06-25","Castilla y León",225336,100.0,246225,100.0,131183,41.2,203002,53.3,61980,17.1,32017,12.0,20895,9.9,768,0.5,0,0,921406,2176253,42.3
"2021-06-25","Castilla la Mancha",135101,99.9,155166,97.5,64249,29.4,213308,69.4,73414,22.2,24602,9.3,16139,7.4,616,0.4,0,0,682595,1808784,37.7
"2021-06-25","Cataluña",446540,99.9,595718,93.8,281570,33.6,664223,60.8,220189,16.7,113672,10.9,88642,10.6,6230,0.9,0,0,2416784,6868360,35.2
"2021-06-25","C. Valenciana",289577,100.0,417661,95.4,220123,37.9,441217,58.6,105820,12.4,48047,7.4,30942,6.0,1259,0.3,0,0,1554646,4488459,34.6
"2021-06-25","Extremadura",76608,100.0,90898,98.9,66196,52.8,118886,70.3,36230,22.7,15038,11.3,7639,6.7,281,0.3,0,0,411776,953437,43.2
"2021-06-25","Galicia",238786,100.0,286189,98.8,159170,45.9,298802,73.6,64547,14.6,32931,10.2,16953,7.3,266,0.1,0,0,1097644,2454497,44.7
"2021-06-25","La Rioja",23010,100.0,28247,100.0,20234,53.6,30942,64.9,9298,17.6,4522,11.5,2974,9.8,129,0.5,0,0,119356,283970,42.0
"2021-06-25","Madrid",366404,100.0,498784,94.8,316412,45.0,646311,66.4,193993,16.6,108411,11.4,73212,9.9,3162,0.6,0,0,2206689,5977937,36.9
"2021-06-25","Murcia",71922,100.0,96843,94.1,51722,35.2,143770,67.4,55658,21.9,21245,10.2,15588,9.0,731,0.5,0,0,457479,1310137,34.9
"2021-06-25","Navarra",41830,100.0,55228,99.0,22548,30.5,75297,77.9,24885,23.0,9685,11.9,7137,10.5,277,0.5,0,0,236887,581354,40.7
"2021-06-25","País Vasco",159006,100.7,207795,97.5,105716,37.7,229851,67.6,63674,17.6,31052,11.9,22885,11.4,926,0.5,0,0,820905,1983943,41.4
"2021-06-25","Ceuta",2315,88.9,3708,85.9,3299,42.0,8932,77.3,6981,55.2,1690,14.2,1078,9.8,97,1.1,0,0,28100,70965,39.6
"2021-06-25","Melilla",1873,79.7,3044,81.2,3883,49.6,8289,73.4,7849,65.4,1986,16.4,830,6.9,22,0.2,0,0,27776,70927,39.2
"2021-06-25","España",2867657,100.0,3821619,96.5,2003377,37.5,4615037,65.6,1415964,17.9,688174,11.0,461325,9.3,21647,0.6,0,0,15894800,42119827,37.7
"2021-06-28","Andalucía",423311,100.0,634270,97.5,377862,41.2,915820,72.4,256234,18.5,133526,11.7,89432,9.6,3954,0.5,0,0,2834409,7451975,38.0
"2021-06-28","Aragón",98909,100.0,116466,97.9,51579,33.0,145305,73.3,57175,26.6,22869,13.9,15287,11.7,1144,1.1,0,0,508734,1185134,42.9
"2021-06-28","Asturias",87172,99.3,111784,100.0,47963,32.0,124048,76.3,40294,24.1,15415,13.5,9686,12.2,509,0.8,0,0,436871,933927,46.8
"2021-06-28","Baleares",49898,100.0,76250,94.7,27349,23.3,118985,71.8,68830,33.4,19571,10.7,11194,8.1,524,0.5,0,0,372601,1034867,36.0
"2021-06-28","Canarias",88744,98.3,143239,92.7,99958,42.5,224798,64.1,105984,27.3,33881,10.9,18897,7.5,660,0.4,0,0,716161,1960774,36.5
"2021-06-28","Cantabria",41618,100.0,55049,100.0,28980,37.5,56257,62.5,16523,16.9,7532,10.7,4393,8.7,95,0.2,0,0,210447,524127,40.2
"2021-06-28","Castilla y León",225376,100.0,246324,100.0,145979,45.8,232663,61.0,69858,19.2,33671,12.6,21891,10.4,804,0.5,0,0,976566,2176253,44.9
"2021-06-28","Castilla la Mancha",135120,99.9,155246,97.6,75113,34.4,223854,72.8,88630,26.8,25999,9.8,16601,7.6,620,0.4,0,0,721183,1808784,39.9
"2021-06-28","Cataluña",446685,99.9,596561,93.9,331180,39.5,699900,64.1,243984,18.5,115343,11.0,90068,10.7,6444,1.0,0,0,2530165,6868360,36.8
"2021-06-28","C. Valenciana",289696,100.0,418058,95.5,221911,38.2,475636,63.2,115722,13.6,53375,8.2,34037,6.6,1315,0.3,0,0,1609750,4488459,35.9
"2021-06-28","Extremadura",76621,100.0,90925,99.0,68656,54.8,128327,75.8,39946,25.0,15805,11.8,7951,7.0,295,0.3,0,0,428526,953437,44.9
"2021-06-28","Galicia",238826,100.0,286291,98.8,160342,46.2,349805,86.2,75360,17.0,34719,10.7,17684,7.7,285,0.2,0,0,1163312,2454497,47.4
"2021-06-28","La Rioja",23025,100.0,28268,100.0,20977,55.6,34984,73.4,9441,17.8,4598,11.7,3023,9.9,132,0.5,0,0,124448,283970,43.8
"2021-06-28","Madrid",366608,100.0,499651,95.0,320834,45.6,678932,69.8,211091,18.1,110801,11.7,75788,10.2,3522,0.6,0,0,2267227,5977937,37.9
"2021-06-28","Murcia",71978,100.0,97314,94.6,56103,38.2,157851,74.0,66716,26.2,21550,10.3,15779,9.2,768,0.5,0,0,488059,1310137,37.3
"2021-06-28","Navarra",41840,100.0,55262,99.1,23882,32.3,80526,83.3,29057,26.9,10030,12.3,7253,10.6,286,0.5,0,0,248136,581354,42.7
"2021-06-28","País Vasco",159027,100.7,207875,97.6,132721,47.4,243396,71.6,67850,18.7,31507,12.1,23205,11.5,951,0.6,0,0,866532,1983943,43.7
"2021-06-28","Ceuta",2326,89.3,3715,86.0,3617,46.0,9053,78.3,7432,58.8,1733,14.6,1132,10.3,101,1.1,0,0,29109,70965,41.0
"2021-06-28","Melilla",1883,80.2,3063,81.7,4215,53.9,8379,74.2,7955,66.3,2017,16.6,837,7.0,22,0.2,0,0,28371,70927,40.0
"2021-06-28","España",2868678,100.0,3825621,96.6,2201169,41.2,4914755,69.9,1591415,20.2,711176,11.4,474517,9.6,22582,0.6,0,0,16609913,42119827,39.4
"2021-06-29","Andalucía",423374,100.0,634535,97.6,404333,44.1,935533,74.0,284309,20.5,134698,11.8,90503,9.7,4018,0.5,0,0,2911303,7451975,39.1
"2021-06-29","Aragón",98914,100.0,116492,97.9,53816,34.4,146997,74.1,60167,28.0,23586,14.4,15633,12.0,1176,1.1,0,0,516781,1185134,43.6
"2021-06-29","Asturias",87179,99.3,111806,100.0,51726,34.6,125700,77.3,45543,27.3,15452,13.5,9708,12.3,512,0.8,0,0,447626,933927,47.9
"2021-06-29","Baleares",49902,100.0,76276,94.7,28015,23.9,119832,72.3,72837,35.3,19842,10.9,11283,8.2,542,0.6,0,0,378529,1034867,36.6
"2021-06-29","Canarias",88793,98.4,143350,92.8,104706,44.5,228276,65.1,110842,28.6,35123,11.3,19135,7.6,664,0.4,0,0,730889,1960774,37.3
"2021-06-29","Cantabria",41628,100.0,55061,100.0,29205,37.8,58731,65.3,17771,18.2,7781,11.0,4505,8.9,98,0.2,0,0,214780,524127,41.0
"2021-06-29","Castilla y León",225399,100.0,246392,100.0,149925,47.1,246185,64.6,70930,19.5,33802,12.6,22444,10.6,811,0.5,0,0,995888,2176253,45.8
"2021-06-29","Castilla la Mancha",135128,100.0,155263,97.6,78480,35.9,226391,73.6,93043,28.1,26407,9.9,16747,7.7,622,0.4,0,0,732081,1808784,40.5
"2021-06-29","Cataluña",446799,99.9,597071,94.0,352525,42.1,718017,65.8,265572,20.2,116715,11.2,91272,10.9,6575,1.0,0,0,2594546,6868360,37.8
"2021-06-29","C. Valenciana",289729,100.0,418166,95.5,271319,46.7,489707,65.1,130562,15.3,62366,9.6,40260,7.8,1495,0.4,0,0,1703604,4488459,38.0
"2021-06-29","Extremadura",76621,100.0,90928,99.0,69423,55.4,129682,76.6,42739,26.8,16364,12.3,8053,7.1,302,0.4,0,0,434112,953437,45.5
"2021-06-29","Galicia",238834,100.0,286346,98.8,178886,51.6,351830,86.7,86520,19.5,35499,11.0,18064,7.8,300,0.2,0,0,1196279,2454497,48.7
"2021-06-29","La Rioja",23029,100.0,28272,100.0,21354,56.6,37525,78.7,9491,17.9,4608,11.7,3029,9.9,132,0.5,0,0,127440,283970,44.9
"2021-06-29","Madrid",366714,100.0,499905,95.0,360075,51.2,717545,73.8,226073,19.4,111421,11.7,76145,10.3,3557,0.6,0,0,2361435,5977937,39.5
"2021-06-29","Murcia",71987,100.0,97383,94.6,57100,38.9,158480,74.3,67967,26.7,21647,10.4,15833,9.2,778,0.5,0,0,491175,1310137,37.5
"2021-06-29","Navarra",41843,100.0,55277,99.1,24808,33.6,81411,84.2,32312,29.9,10220,12.6,7302,10.7,292,0.5,0,0,253465,581354,43.6
"2021-06-29","País Vasco",159038,100.7,207902,97.6,147203,52.6,248385,73.1,69958,19.3,32269,12.4,23892,11.9,1005,0.6,0,0,889652,1983943,44.8
"2021-06-29","Ceuta",2326,89.3,3722,86.2,3622,46.1,9067,78.5,7652,60.5,1750,14.7,1169,10.7,98,1.1,0,0,29406,70965,41.4
"2021-06-29","Melilla",1884,80.2,3067,81.8,4275,54.6,8441,74.7,8125,67.7,2084,17.2,838,7.0,22,0.2,0,0,28736,70927,40.5
"2021-06-29","España",2869136,100.0,3827225,96.6,2392908,44.8,5044107,71.7,1716064,21.7,729312,11.7,486439,9.8,23151,0.6,0,0,17088342,42119827,40.6
"2021-06-30","Andalucía",423451,100.0,634816,97.6,430449,47.0,959246,75.8,323239,23.3,135983,11.9,91611,9.9,4100,0.5,0,0,3002895,7451975,40.3
"2021-06-30","Aragón",98929,100.0,116582,98.0,55304,35.4,152224,76.8,66157,30.8,24087,14.7,15894,12.2,1206,1.2,0,0,530383,1185134,44.8
"2021-06-30","Asturias",87190,99.3,111900,100.0,52509,35.1,133476,82.1,53249,31.9,15568,13.6,9790,12.4,520,0.8,0,0,464202,933927,49.7
"2021-06-30","Baleares",49917,100.0,76368,94.8,29324,25.0,122722,74.0,77748,37.7,20289,11.1,11492,8.3,558,0.6,0,0,388418,1034867,37.5
"2021-06-30","Canarias",88871,98.5,143540,92.9,108685,46.2,235326,67.1,116497,30.0,36256,11.7,19445,7.7,672,0.4,0,0,749292,1960774,38.2
"2021-06-30","Cantabria",41628,100.0,55061,100.0,29205,37.8,58733,65.3,17772,18.2,7781,11.0,4507,8.9,98,0.2,0,0,214785,524127,41.0
"2021-06-30","Castilla y León",225423,100.0,246434,100.0,153975,48.3,263519,69.1,72345,19.9,33957,12.7,22560,10.7,820,0.5,0,0,1019033,2176253,46.8
"2021-06-30","Castilla la Mancha",135153,100.0,155353,97.6,83556,38.3,232871,75.7,99182,30.0,26942,10.1,16920,7.8,633,0.4,0,0,750610,1808784,41.5
"2021-06-30","Cataluña",446964,99.9,597765,94.1,373797,44.6,733725,67.2,290277,22.0,119057,11.4,93218,11.1,6779,1.0,0,0,2661582,6868360,38.8
"2021-06-30","C. Valenciana",289812,100.0,418478,95.6,282935,48.7,511322,68.0,139244,16.4,64369,9.9,41564,8.1,1543,0.4,0,0,1749267,4488459,39.0
"2021-06-30","Extremadura",76635,100.0,90961,99.0,72746,58.1,133426,78.8,46862,29.4,16765,12.6,8133,7.2,308,0.4,0,0,445836,953437,46.8
"2021-06-30","Galicia",238871,100.0,286723,99.0,182427,52.6,359382,88.5,87957,19.8,35839,11.1,18392,8.0,304,0.2,0,0,1209895,2454497,49.3
"2021-06-30","La Rioja",23030,100.0,28286,100.0,22467,59.6,38953,81.7,10683,20.2,4670,11.9,3075,10.1,135,0.5,0,0,131299,283970,46.2
"2021-06-30","Madrid",366810,100.0,500126,95.1,385556,54.8,732793,75.3,231789,19.9,112038,11.8,76584,10.3,3605,0.7,0,0,2409301,5977937,40.3
"2021-06-30","Murcia",72008,100.0,97472,94.7,60112,40.9,168162,78.9,80337,31.6,21739,10.4,15896,9.2,786,0.6,0,0,516512,1310137,39.4
"2021-06-30","Navarra",41852,100.0,55301,99.1,25748,34.9,83160,86.0,35356,32.7,10472,12.9,7376,10.8,308,0.5,0,0,259573,581354,44.6
"2021-06-30","País Vasco",159056,100.7,207964,97.6,147865,52.8,257987,75.9,74143,20.5,32734,12.6,24239,12.0,1037,0.6,0,0,905025,1983943,45.6
"2021-06-30","Ceuta",2328,89.4,3729,86.4,3631,46.2,9129,79.0,8122,64.2,1833,15.4,1226,11.2,98,1.1,0,0,30096,70965,42.4
"2021-06-30","Melilla",1884,80.2,3073,82.0,4683,59.8,8454,74.8,8138,67.8,2096,17.3,1043,8.7,22,0.2,0,0,29393,70927,41.4
"2021-06-30","España",2869829,100.0,3829943,96.7,2507176,47.0,5201162,74.0,1853079,23.5,740568,11.9,494123,10.0,23707,0.6,0,0,17519587,42119827,41.6
"2021-07-01","Andalucía",423529,100.0,635128,97.7,460979,50.3,981405,77.6,370786,26.8,137516,12.1,92970,10.0,4190,0.6,0,0,3106503,7451975,41.7
"2021-07-01","Aragón",98955,100.0,116682,98.1,57444,36.7,157770,79.6,73888,34.4,24617,15.0,16144,12.4,1239,1.2,0,0,546739,1185134,46.1
"2021-07-01","Asturias",87207,99.3,111958,100.0,55261,36.9,135439,83.3,62190,37.2,15565,13.6,9845,12.4,522,0.8,0,0,477987,933927,51.2
"2021-07-01","Baleares",49939,100.0,76475,95.0,31992,27.3,124169,74.9,82526,40.0,20594,11.3,11696,8.5,596,0.6,0,0,397987,1034867,38.5
"2021-07-01","Canarias",88929,98.6,143688,93.0,112516,47.9,240967,68.7,123153,31.7,37264,12.0,19689,7.8,688,0.4,0,0,766894,1960774,39.1
