"fecha","Comunidad","vac_80+","por_80+","vac_70-79","por_70-79","vac_60-69","por_60-69","vac_50-59","por_50-59","vac_40-49","por_40-49","vac_30-39","por_30-39","vac_20-29","por_20-29","vac_12-19","por_12-19","vac_5-11","por_5-11","tot_vac","pobl_tot","por_tot"
"2021-06-23","Madrid",370831,100.0,504479,95.9,654258,93.0,842570,86.6,395981,34.0,124864,13.1,84838,11.4,4205,0.8,0,0,2982026,5977937,49.9
"2021-06-23","Murcia",73251,100.0,101043,98.2,134931,91.8,187184,87.8,167330,65.8,24073,11.5,17269,10.0,886,0.6,0,0,705967,1310137,53.9
"2021-06-23","Navarra",42370,100.0,55604,99.7,68972,93.4,86540,89.5,75955,70.3,11103,13.6,8714,12.8,438,0.8,0,0,349696,581354,60.2
"2021-06-23","País Vasco",161901,100.0,210140,98.6,266734,95.2,297378,87.5,174316,48.1,36416,14.0,28232,14.0,1473,0.9,0,0,1176590,1983943,59.3
"2021-06-23","Ceuta",2361,90.6,3782,87.6,7104,90.4,9526,82.4,9270,73.3,5888,49.5,1257,11.5,110,1.2,0,0,39298,70965,55.4
"2021-06-23","Melilla",1952,83.1,3186,85.0,6651,85.0,8813,78.0,8542,71.2,4524,37.3,898,7.5,24,0.3,0,0,34590,70927,48.8
"2021-06-23","España",2914323,100.0,3889346,98.2,4973705,93.2,6067848,86.3,4311716,54.6,1007386,16.2,576664,11.7,31041,0.8,0,0,23772029,42119827,56.4
"2021-06-24","Andalucía",431472,100.0,646990,99.5,873981,95.4,1123138,88.8,934954,67.5,245589,21.5,103732,11.2,5113,0.7,0,0,4364969,7451975,58.6
"2021-06-24","Aragón",100659,100.0,117895,99.1,147539,94.4,170729,86.1,125946,58.6,26013,15.8,17005,13.0,1335,1.3,0,0,707121,1185134,59.7
"2021-06-24","Asturias",88419,100.0,113355,100.0,141658,94.7,143377,88.2,124199,74.4,25616,22.4,10147,12.8,558,0.9,0,0,647329,933927,69.3
"2021-06-24","Baleares",50678,100.0,77248,95.9,99202,84.6,130751,78.9,123746,60.0,41580,22.8,12070,8.8,568,0.6,0,0,535843,1034867,51.8
"2021-06-24","Canarias",91357,100.0,147544,95.5,208045,88.5,277981,79.3,212531,54.8,65160,21.0,25484,10.1,1089,0.6,0,0,1029191,1960774,52.5
"2021-06-24","Cantabria",42158,100.0,55598,100.0,73702,95.3,77327,86.0,48026,49.1,9623,13.7,5416,10.7,184,0.4,0,0,312034,524127,59.5
"2021-06-24","Castilla y León",228378,100.0,248483,100.0,307394,96.5,333538,87.5,191166,52.6,41184,15.4,24179,11.5,925,0.6,0,0,1375247,2176253,63.2
"2021-06-24","Castilla la Mancha",137326,100.0,157153,98.8,211234,96.7,271395,88.3,227929,68.9,51055,19.2,20017,9.2,814,0.5,0,0,1076923,1808784,59.5
"2021-06-24","Cataluña",455160,100.0,610050,96.0,747108,89.2,922678,84.5,841153,63.9,203921,19.5,114098,13.6,9711,1.5,0,0,3903879,6868360,56.8
"2021-06-24","C. Valenciana",294689,100.0,428900,98.0,536293,92.3,630897,83.9,374079,43.9,79501,12.3,54550,10.6,2397,0.6,0,0,2401306,4488459,53.5
"2021-06-24","Extremadura",78005,100.0,95320,100.0,127074,100.0,153269,90.6,110162,69.1,21208,15.9,9058,8.0,363,0.4,0,0,594459,953437,62.3
"2021-06-24","Galicia",240840,100.0,288595,99.6,332272,95.8,368841,90.9,255301,57.6,38453,11.9,20022,8.7,385,0.2,0,0,1544709,2454497,62.9
"2021-06-24","La Rioja",23303,100.0,28472,100.0,36094,95.7,41648,87.4,22404,42.3,5333,13.6,3579,11.8,159,0.6,0,0,160992,283970,56.7
"2021-06-24","Madrid",370902,100.0,504607,95.9,655019,93.1,845091,86.9,419655,36.0,125224,13.2,85064,11.5,4261,0.8,0,0,3009823,5977937,50.3
"2021-06-24","Murcia",73273,100.0,101158,98.3,135393,92.2,187659,88.0,171776,67.6,26579,12.7,17314,10.1,886,0.6,0,0,714038,1310137,54.5
"2021-06-24","Navarra",42373,100.0,55609,99.7,69005,93.4,86660,89.6,78777,72.9,11623,14.3,8734,12.8,443,0.8,0,0,353224,581354,60.8
"2021-06-24","País Vasco",161907,100.0,210161,98.6,266832,95.3,298252,87.7,187674,51.8,37078,14.2,28259,14.0,1498,0.9,0,0,1191661,1983943,60.1
"2021-06-24","Ceuta",2362,90.7,3785,87.7,7134,90.8,9547,82.6,9361,74.0,6370,53.6,1637,14.9,112,1.2,0,0,40308,70965,56.8
"2021-06-24","Melilla",1953,83.1,3187,85.0,6653,85.0,8825,78.1,8570,71.4,5300,43.7,899,7.5,24,0.3,0,0,35411,70927,49.9
"2021-06-24","España",2915245,100.0,3894125,98.3,4984986,93.4,6090620,86.6,4487240,56.9,1093462,17.6,582101,11.8,31650,0.8,0,0,24079429,42119827,57.2
"2021-06-25","Andalucía",431520,100.0,647135,99.5,875588,95.6,1125870,89.0,966083,69.7,276218,24.2,104960,11.3,5226,0.7,0,0,4432600,7451975,59.5
"2021-06-25","Aragón",100680,100.0,117945,99.2,147844,94.5,171382,86.4,135080,62.8,27118,16.5,17230,13.2,1382,1.3,0,0,718661,1185134,60.6
"2021-06-25","Asturias",88421,100.0,113368,100.0,141739,94.7,143540,88.3,125551,75.2,30481,26.6,10151,12.8,559,0.9,0,0,653810,933927,70.0
"2021-06-25","Baleares",50686,100.0,77291,96.0,99543,84.9,131181,79.1,125326,60.8,44114,24.2,12089,8.8,568,0.6,0,0,540798,1034867,52.3
"2021-06-25","Canarias",91378,100.0,147623,95.5,208234,88.6,279208,79.7,216108,55.7,71805,23.1,26880,10.7,1116,0.6,0,0,1042352,1960774,53.2
"2021-06-25","Cantabria",42169,100.0,55618,100.0,73799,95.4,77829,86.5,52902,54.1,9691,13.8,5431,10.8,185,0.4,0,0,317624,524127,60.6
"2021-06-25","Castilla y León",228395,100.0,248519,100.0,307643,96.6,333935,87.6,203803,56.1,41806,15.6,24260,11.5,932,0.6,0,0,1389293,2176253,63.8
"2021-06-25","Castilla la Mancha",137333,100.0,157180,98.8,211531,96.8,271970,88.5,235729,71.3,60998,22.9,20217,9.3,837,0.5,0,0,1095795,1808784,60.6
"2021-06-25","Cataluña",455160,100.0,610060,96.0,747441,89.2,923163,84.6,844963,64.2,213332,20.4,114173,13.6,9755,1.5,0,0,3918047,6868360,57.0
"2021-06-25","C. Valenciana",294689,100.0,428901,98.0,536296,92.3,630907,83.9,374416,44.0,79511,12.3,54552,10.6,2397,0.6,0,0,2401669,4488459,53.5
"2021-06-25","Extremadura",78007,100.0,95340,100.0,127303,100.0,153533,90.7,116195,72.9,22421,16.8,9116,8.0,367,0.4,0,0,602282,953437,63.2
"2021-06-25","Galicia",240878,100.0,288702,99.6,332516,95.8,369042,90.9,283510,64.0,39176,12.1,20331,8.8,398,0.2,0,0,1574553,2454497,64.1
"2021-06-25","La Rioja",23303,100.0,28474,100.0,36103,95.7,41697,87.5,23722,44.8,5333,13.6,3579,11.8,163,0.6,0,0,162374,283970,57.2
"2021-06-25","Madrid",370979,100.0,504802,96.0,655809,93.2,848341,87.2,443758,38.1,125724,13.2,85447,11.5,4306,0.8,0,0,3039166,5977937,50.8
"2021-06-25","Murcia",73280,100.0,101166,98.3,135412,92.2,187654,88.0,171775,67.6,26586,12.7,17332,10.1,887,0.6,0,0,714092,1310137,54.5
"2021-06-25","Navarra",42374,100.0,55616,99.7,69114,93.6,86764,89.7,81572,75.5,11684,14.4,8747,12.8,443,0.8,0,0,356314,581354,61.3
"2021-06-25","País Vasco",161923,100.0,210184,98.6,266953,95.3,298722,87.9,200557,55.4,38870,14.9,28321,14.1,1510,0.9,0,0,1207040,1983943,60.8
"2021-06-25","Ceuta",2363,90.7,3791,87.8,7154,91.1,9563,82.8,9412,74.5,6560,55.2,2463,22.5,112,1.2,0,0,41418,70965,58.4
"2021-06-25","Melilla",1954,83.2,3190,85.1,6658,85.1,8839,78.2,8587,71.5,6075,50.1,909,7.6,24,0.3,0,0,36236,70927,51.1
"2021-06-25","España",2915523,100.0,3894920,98.4,4990034,93.5,6102172,86.8,4639019,58.8,1164910,18.7,587324,11.9,32000,0.8,0,0,24325902,42119827,57.8
"2021-06-28","Andalucía",431579,100.0,647314,99.5,877494,95.8,1129054,89.3,991779,71.6,305936,26.8,105733,11.4,5304,0.7,0,0,4494193,7451975,60.3
"2021-06-28","Aragón",100701,100.0,118002,99.2,148155,94.7,172075,86.8,142306,66.2,27883,17.0,17362,13.3,1406,1.4,0,0,727890,1185134,61.4
"2021-06-28","Asturias",88432,100.0,113406,100.0,141911,94.8,143901,88.5,127816,76.5,35708,31.2,10234,12.9,573,0.9,0,0,661981,933927,70.9
"2021-06-28","Baleares",50702,100.0,77352,96.1,100465,85.7,132154,79.7,128247,62.2,47742,26.2,13284,9.6,1104,1.2,0,0,551050,1034867,53.2
"2021-06-28","Canarias",91428,100.0,147729,95.6,208664,88.8,282660,80.6,226985,58.5,83151,26.7,29270,11.6,1244,0.7,0,0,1071131,1960774,54.6
"2021-06-28","Cantabria",42172,100.0,55620,100.0,73838,95.5,77844,86.5,54672,55.9,9692,13.8,5439,10.8,185,0.4,0,0,319462,524127,61.0
"2021-06-28","Castilla y León",228421,100.0,248566,100.0,307884,96.6,334492,87.8,218640,60.2,43582,16.3,24378,11.6,950,0.6,0,0,1406913,2176253,64.6
"2021-06-28","Castilla la Mancha",137350,100.0,157215,98.8,212004,97.1,272688,88.7,242657,73.4,71316,26.8,20624,9.5,847,0.5,0,0,1114701,1808784,61.6
"2021-06-28","Cataluña",455222,100.0,610254,96.1,750184,89.6,927116,84.9,874569,66.4,265412,25.4,114844,13.7,9970,1.5,0,0,4007571,6868360,58.3
"2021-06-28","C. Valenciana",294743,100.0,428999,98.0,537140,92.5,635583,84.5,427878,50.2,79971,12.3,54681,10.6,2416,0.6,0,0,2461411,4488459,54.8
"2021-06-28","Extremadura",78010,100.0,95353,100.0,127397,100.0,153945,91.0,121198,76.0,23646,17.7,9205,8.1,367,0.4,0,0,609121,953437,63.9
"2021-06-28","Galicia",240915,100.0,288769,99.7,332683,95.9,369739,91.1,315936,71.3,39327,12.2,20404,8.8,409,0.2,0,0,1608182,2454497,65.5
"2021-06-28","La Rioja",23305,100.0,28481,100.0,36117,95.8,41827,87.8,25007,47.2,5335,13.6,3579,11.8,163,0.6,0,0,163814,283970,57.7
"2021-06-28","Madrid",371081,100.0,505011,96.0,657278,93.5,853000,87.7,488315,41.9,126210,13.3,85711,11.5,4364,0.8,0,0,3090970,5977937,51.7
"2021-06-28","Murcia",73325,100.0,101347,98.5,136483,92.9,190639,89.4,188386,74.1,35551,17.0,17433,10.1,898,0.6,0,0,744062,1310137,56.8
"2021-06-28","Navarra",42375,100.0,55622,99.7,69244,93.8,86909,89.9,84512,78.3,14884,18.3,8768,12.9,445,0.8,0,0,362759,581354,62.4
"2021-06-28","País Vasco",161941,100.0,210234,98.7,267245,95.4,299850,88.2,227762,62.9,40565,15.6,28395,14.1,1541,0.9,0,0,1237533,1983943,62.4
"2021-06-28","Ceuta",2365,90.8,3791,87.8,7161,91.1,9571,82.8,9418,74.5,6585,55.4,2578,23.5,112,1.2,0,0,41581,70965,58.6
"2021-06-28","Melilla",1956,83.3,3194,85.2,6669,85.2,8847,78.3,8602,71.7,6095,50.2,912,7.6,24,0.3,0,0,36299,70927,51.2
"2021-06-28","España",2916053,100.0,3896274,98.4,5001384,93.7,6130942,87.2,4924756,62.4,1296193,20.8,594027,12.0,33155,0.9,0,0,24792784,42119827,58.9
"2021-06-29","Andalucía",431613,100.0,647423,99.5,878921,95.9,1130550,89.4,1004242,72.5,325210,28.5,106243,11.4,5383,0.7,0,0,4529585,7451975,60.8
"2021-06-29","Aragón",100707,100.0,118013,99.2,148205,94.8,172225,86.9,143638,66.8,28310,17.2,17433,13.4,1426,1.4,0,0,729957,1185134,61.6
"2021-06-29","Asturias",88442,100.0,113417,100.0,141988,94.9,144007,88.5,129268,77.4,37789,33.0,10278,13.0,576,0.9,0,0,665765,933927,71.3
"2021-06-29","Baleares",50722,100.0,77418,96.2,100629,85.8,133033,80.2,131217,63.6,52077,28.6,13812,10.0,1391,1.5,0,0,560299,1034867,54.1
"2021-06-29","Canarias",91442,100.0,147780,95.6,208837,88.8,283640,80.9,229768,59.2,91414,29.4,30264,12.0,1329,0.7,0,0,1084474,1960774,55.3
"2021-06-29","Cantabria",42180,100.0,55638,100.0,73893,95.5,78145,86.9,56211,57.5,9712,13.8,5448,10.8,185,0.4,0,0,321412,524127,61.3
"2021-06-29","Castilla y León",228427,100.0,248602,100.0,308031,96.7,334712,87.8,224350,61.8,43665,16.3,24886,11.8,966,0.6,0,0,1413639,2176253,65.0
"2021-06-29","Castilla la Mancha",137356,100.0,157220,98.8,212161,97.1,272902,88.8,244770,74.0,75113,28.2,20697,9.5,847,0.5,0,0,1121066,1808784,62.0
"2021-06-29","Cataluña",455261,100.0,610371,96.1,751408,89.7,929160,85.1,889773,67.6,289032,27.7,115458,13.8,10160,1.5,0,0,4050623,6868360,59.0
"2021-06-29","C. Valenciana",294754,100.0,429032,98.0,537514,92.6,635745,84.5,428596,50.3,80075,12.3,54734,10.6,2425,0.6,0,0,2462875,4488459,54.9
"2021-06-29","Extremadura",78012,100.0,95354,100.0,127468,100.0,154077,91.1,123522,77.4,28261,21.2,9221,8.1,370,0.4,0,0,616285,953437,64.6
"2021-06-29","Galicia",240919,100.0,288798,99.7,332759,95.9,369929,91.1,326006,73.6,39363,12.2,20413,8.8,411,0.2,0,0,1618598,2454497,65.9
"2021-06-29","La Rioja",23305,100.0,28481,100.0,36117,95.8,41827,87.8,25014,47.2,5335,13.6,3579,11.8,163,0.6,0,0,163821,283970,57.7
"2021-06-29","Madrid",371165,100.0,505193,96.0,658328,93.6,856312,88.0,540820,46.4,126988,13.4,86016,11.6,4420,0.8,0,0,3149242,5977937,52.7
"2021-06-29","Murcia",73330,100.0,101360,98.5,136690,93.0,191299,89.7,190372,74.9,37011,17.7,17485,10.2,900,0.6,0,0,748447,1310137,57.1
"2021-06-29","Navarra",42377,100.0,55623,99.7,69366,93.9,86993,90.0,85342,79.0,15800,19.4,8785,12.9,447,0.8,0,0,364733,581354,62.7
"2021-06-29","País Vasco",161942,100.0,210244,98.7,267315,95.4,300056,88.3,232711,64.3,42434,16.3,28431,14.1,1554,0.9,0,0,1244687,1983943,62.7
"2021-06-29","Ceuta",2366,90.8,3794,87.9,7170,91.3,9575,82.9,9449,74.7,6673,56.1,3014,27.5,109,1.2,0,0,42150,70965,59.4
"2021-06-29","Melilla",1958,83.4,3213,85.7,6724,85.9,8936,79.1,8894,74.1,6624,54.6,917,7.6,24,0.3,0,0,37290,70927,52.6
"2021-06-29","España",2916308,100.0,3896990,98.4,5006898,93.8,6142191,87.3,5044116,63.9,1368645,22.0,598349,12.1,33919,0.9,0,0,25007416,42119827,59.4
"2021-06-30","Andalucía",431656,100.0,647595,99.6,879997,96.1,1132959,89.6,1023438,73.9,353035,31.0,106933,11.5,5467,0.7,0,0,4581080,7451975,61.5
"2021-06-30","Aragón",100713,100.0,118049,99.2,148386,94.9,172579,87.0,147413,68.6,30140,18.3,17543,13.5,1454,1.4,0,0,736277,1185134,62.1
"2021-06-30","Asturias",88449,100.0,113431,100.0,142029,94.9,144145,88.6,131221,78.6,41989,36.7,10301,13.0,579,0.9,0,0,672144,933927,72.0
"2021-06-30","Baleares",50742,100.0,77499,96.3,100831,86.0,134283,81.0,135068,65.5,57568,31.6,15433,11.2,1869,2.0,0,0,573293,1034867,55.4
"2021-06-30","Canarias",91479,100.0,147867,95.7,209146,89.0,285176,81.4,234364,60.4,101806,32.7,32385,12.9,1487,0.8,0,0,1103710,1960774,56.3
"2021-06-30","Cantabria",42180,100.0,55638,100.0,73893,95.5,78145,86.9,56211,57.5,9712,13.8,5448,10.8,185,0.4,0,0,321412,524127,61.3
"2021-06-30","Castilla y León",228436,100.0,248636,100.0,308177,96.7,334932,87.9,234967,64.7,44493,16.6,24979,11.8,986,0.6,0,0,1425606,2176253,65.5
"2021-06-30","Castilla la Mancha",137362,100.0,157241,98.8,212457,97.3,273303,88.9,247954,75.0,84746,31.9,20957,9.6,853,0.5,0,0,1134873,1808784,62.7
"2021-06-30","Cataluña",455361,100.0,610614,96.1,753613,90.0,932774,85.4,906747,68.9,319149,30.6,117100,14.0,10572,1.6,0,0,4105930,6868360,59.8
"2021-06-30","C. Valenciana",294800,100.0,429119,98.0,537967,92.6,637964,84.8,454512,53.4,80579,12.4,54923,10.6,2448,0.6,0,0,2492312,4488459,55.5
"2021-06-30","Extremadura",78017,100.0,95366,100.0,127585,100.0,154226,91.1,126353,79.2,32482,24.3,9252,8.2,374,0.4,0,0,623655,953437,65.4
"2021-06-30","Galicia",240940,100.0,288907,99.7,332884,96.0,370108,91.2,347902,78.5,39450,12.2,20443,8.9,416,0.2,0,0,1641050,2454497,66.9
"2021-06-30","La Rioja",23305,100.0,28483,100.0,36134,95.8,41915,87.9,25525,48.2,5360,13.6,3595,11.8,163,0.6,0,0,164480,283970,57.9
"2021-06-30","Madrid",371275,100.0,505385,96.1,659441,93.8,859552,88.4,582349,49.9,129210,13.6,86450,11.6,4546,0.8,0,0,3198208,5977937,53.5
"2021-06-30","Murcia",73338,100.0,101403,98.5,137066,93.3,191658,89.9,192112,75.6,41791,20.0,17546,10.2,902,0.6,0,0,755816,1310137,57.7
"2021-06-30","Navarra",42378,100.0,55624,99.7,69380,94.0,87049,90.0,86209,79.8,18675,23.0,8820,12.9,448,0.8,0,0,368583,581354,63.4
"2021-06-30","País Vasco",161948,100.0,210270,98.7,267438,95.5,300554,88.4,241030,66.6,45407,17.4,28483,14.1,1561,0.9,0,0,1256691,1983943,63.3
"2021-06-30","Ceuta",2367,90.9,3795,87.9,7180,91.4,9591,83.0,9501,75.2,6795,57.1,3582,32.7,120,1.3,0,0,42931,70965,60.5
"2021-06-30","Melilla",1959,83.4,3215,85.8,6726,85.9,8943,79.1,8902,74.2,6641,54.7,2455,20.5,24,0.3,0,0,38865,70927,54.8
"2021-06-30","España",2916736,100.0,3898153,98.4,5013702,93.9,6158948,87.6,5212169,66.0,1477300,23.7,608295,12.3,35303,0.9,0,0,25320606,42119827,60.1
"2021-07-01","Andalucía",431723,100.0,647771,99.6,882226,96.3,1135687,89.8,1041496,75.2,382141,33.5,108164,11.6,5561,0.7,0,0,4634769,7451975,62.2
"2021-07-01","Aragón",100731,100.0,118103,99.3,148604,95.0,173035,87.3,153048,71.2,33600,20.5,17715,13.6,1499,1.5,0,0,746335,1185134,63.0
