fecha,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+
2020-04-12,,,,,,,,,,
2020-04-13,0.6666666666666667,0.6666666666666667,3.3333333333333335,8.0,12.666666666666668,18.666666666666668,18.666666666666668,24.0,8.666666666666668,4.666666666666667
2020-04-14,0.9708737864077669,0.9708737864077669,2.912621359223301,6.796116504854369,9.70873786407767,5.825242718446602,12.62135922330097,16.50485436893204,33.00970873786408,10.679611650485436
2020-04-15,1.593625498007968,0.398406374501992,7.968127490039841,9.9601593625498,5.9760956175298805,13.147410358565736,9.9601593625498,15.53784860557769,19.9203187250996,15.53784860557769
2020-04-16,0.37453183520599254,1.1235955056179776,5.617977528089887,10.861423220973784,10.861423220973784,16.853932584269664,14.606741573033707,12.734082397003746,18.352059925093634,8.614232209737828
2020-04-17,0.3663003663003663,0.7326007326007326,8.058608058608058,13.91941391941392,15.384615384615385,15.75091575091575,13.91941391941392,9.523809523809524,15.018315018315018,7.326007326007327
2020-04-18,-0.6896551724137931,0.6896551724137931,11.724137931034482,8.275862068965518,13.10344827586207,21.379310344827587,13.793103448275861,6.896551724137931,15.172413793103448,9.655172413793103
2020-04-19,0.0,3.5294117647058822,10.588235294117647,15.294117647058824,16.470588235294116,14.117647058823529,11.76470588235294,7.0588235294117645,14.117647058823529,7.0588235294117645
2020-04-20,3.125,6.25,1.5625,12.5,17.1875,14.0625,7.8125,9.375,14.0625,14.0625
2020-04-21,1.1363636363636365,1.1363636363636365,9.090909090909092,10.795454545454545,25.0,14.772727272727273,7.386363636363637,11.931818181818182,14.204545454545455,4.545454545454546
2020-04-22,0.6134969325153374,1.2269938650306749,5.521472392638037,11.042944785276074,11.042944785276074,22.085889570552148,9.815950920245399,11.042944785276074,14.723926380368098,12.883435582822086
2020-04-23,0.5847953216374269,0.0,8.187134502923977,9.35672514619883,19.883040935672515,22.22222222222222,11.695906432748536,8.187134502923977,14.035087719298245,5.847953216374268
2020-04-24,0.46511627906976744,0.46511627906976744,7.441860465116279,15.348837209302326,17.209302325581397,21.86046511627907,13.488372093023257,6.046511627906977,11.627906976744185,6.046511627906977
2020-04-25,0.4016064257028112,1.2048192771084338,10.843373493975903,12.048192771084338,22.48995983935743,18.87550200803213,12.851405622489958,7.630522088353414,9.236947791164658,4.417670682730924
2020-04-26,0.0,0.0,12.5,7.5,27.500000000000004,15.0,12.5,7.5,7.5,10.0
2020-04-27,0.40650406504065045,0.8130081300813009,7.723577235772358,9.75609756097561,14.634146341463413,20.32520325203252,11.788617886178862,7.317073170731707,14.634146341463413,12.601626016260163
2020-04-28,0.625,1.25,3.75,15.625,16.875,29.375,19.375,5.0,4.375,3.75
2020-04-29,1.2396694214876034,1.6528925619834711,10.330578512396695,15.289256198347106,26.859504132231404,19.834710743801654,11.983471074380166,7.024793388429752,3.71900826446281,2.066115702479339
2020-04-30,0.6666666666666667,0.6666666666666667,9.333333333333334,15.333333333333332,19.333333333333332,22.0,20.666666666666668,3.3333333333333335,6.0,2.666666666666667
2020-05-01,0.6557377049180327,1.3114754098360655,12.786885245901638,14.754098360655737,18.360655737704917,20.655737704918035,10.819672131147541,6.557377049180328,10.491803278688524,3.606557377049181
2020-05-02,2.3255813953488373,0.5813953488372093,15.11627906976744,13.953488372093023,19.767441860465116,19.767441860465116,13.372093023255813,4.069767441860465,8.13953488372093,2.9069767441860463
2020-05-03,0.6711409395973155,2.013422818791946,4.697986577181208,9.395973154362416,10.06711409395973,7.38255033557047,10.06711409395973,11.409395973154362,28.859060402684566,15.436241610738255
2020-05-04,2.0408163265306123,4.081632653061225,2.0408163265306123,18.367346938775512,18.367346938775512,22.448979591836736,14.285714285714285,12.244897959183673,4.081632653061225,2.0408163265306123
2020-05-05,2.7624309392265194,1.1049723756906076,12.70718232044199,10.497237569060774,19.88950276243094,22.65193370165746,13.259668508287293,7.734806629834254,8.287292817679557,1.1049723756906076
2020-05-06,1.2396694214876034,2.8925619834710745,9.917355371900827,13.636363636363635,18.181818181818183,20.24793388429752,14.049586776859504,6.198347107438017,8.677685950413224,4.958677685950414
2020-05-07,0.0,3.571428571428571,6.63265306122449,15.306122448979592,16.83673469387755,21.428571428571427,18.367346938775512,6.122448979591836,8.16326530612245,3.571428571428571
2020-05-08,1.183431952662722,2.366863905325444,5.9171597633136095,14.792899408284024,20.710059171597635,18.34319526627219,17.159763313609467,10.059171597633137,5.9171597633136095,3.5502958579881656
2020-05-09,1.2195121951219512,0.0,10.365853658536585,15.24390243902439,17.682926829268293,22.5609756097561,18.29268292682927,7.926829268292683,4.878048780487805,1.8292682926829267
2020-05-10,2.4390243902439024,0.0,7.317073170731707,26.82926829268293,26.82926829268293,21.951219512195124,7.317073170731707,4.878048780487805,2.4390243902439024,0.0
2020-05-11,3.571428571428571,1.7857142857142856,5.357142857142857,17.857142857142858,16.071428571428573,17.857142857142858,16.071428571428573,8.928571428571429,10.714285714285714,1.7857142857142856
2020-05-12,1.8518518518518516,1.8518518518518516,13.88888888888889,11.11111111111111,24.074074074074073,20.37037037037037,13.88888888888889,6.481481481481481,3.7037037037037033,2.7777777777777777
2020-05-13,3.669724770642202,0.9174311926605505,9.174311926605505,8.256880733944955,22.93577981651376,17.431192660550458,9.174311926605505,11.926605504587156,12.844036697247708,3.669724770642202
2020-05-14,0.42016806722689076,2.5210084033613445,11.76470588235294,18.067226890756302,20.588235294117645,21.428571428571427,13.025210084033615,4.621848739495799,5.88235294117647,1.680672268907563
2020-05-15,1.3888888888888888,2.083333333333333,10.416666666666668,27.77777777777778,15.972222222222221,12.5,14.583333333333334,5.555555555555555,6.25,3.4722222222222223
2020-05-16,2.0689655172413794,5.517241379310345,8.96551724137931,13.793103448275861,20.0,21.379310344827587,11.724137931034482,9.655172413793103,5.517241379310345,1.3793103448275863
2020-05-17,0.0,4.545454545454546,4.545454545454546,11.363636363636363,25.0,22.727272727272727,6.8181818181818175,15.909090909090908,6.8181818181818175,2.272727272727273
2020-05-18,2.7777777777777777,2.7777777777777777,4.166666666666666,20.833333333333336,19.444444444444446,18.055555555555554,15.277777777777779,11.11111111111111,4.166666666666666,1.3888888888888888
2020-05-19,3.0,3.0,5.0,17.0,17.0,14.000000000000002,17.0,13.0,7.000000000000001,4.0
2020-05-20,0.8849557522123894,0.0,11.504424778761061,17.699115044247787,27.43362831858407,17.699115044247787,12.389380530973451,8.849557522123893,3.5398230088495577,0.0
2020-05-21,0.6097560975609756,3.6585365853658534,4.878048780487805,9.75609756097561,18.902439024390244,17.682926829268293,14.02439024390244,14.02439024390244,12.195121951219512,4.2682926829268295
2020-05-22,2.0202020202020203,2.0202020202020203,19.19191919191919,12.121212121212121,19.19191919191919,15.151515151515152,14.14141414141414,9.090909090909092,3.0303030303030303,4.040404040404041
2020-05-23,0.7518796992481203,5.263157894736842,10.526315789473683,17.293233082706767,13.533834586466165,19.548872180451127,12.030075187969924,13.533834586466165,6.015037593984962,1.5037593984962405
2020-05-24,3.4482758620689653,3.4482758620689653,6.896551724137931,13.793103448275861,13.793103448275861,17.24137931034483,13.793103448275861,13.793103448275861,10.344827586206897,3.4482758620689653
2020-05-25,12.5,0.0,25.0,31.25,6.25,12.5,6.25,25.0,0.0,-18.75
2020-05-26,0.6666666666666667,4.0,9.333333333333334,16.666666666666664,16.666666666666664,12.0,19.333333333333332,10.0,9.333333333333334,2.0
2020-05-27,1.0752688172043012,3.763440860215054,3.763440860215054,13.440860215053762,25.806451612903224,18.27956989247312,16.129032258064516,12.903225806451612,5.913978494623656,-1.0752688172043012
2020-05-28,5.0,2.5,7.5,14.166666666666666,24.166666666666668,16.666666666666664,17.5,8.333333333333332,3.3333333333333335,0.8333333333333334
2020-05-29,2.4390243902439024,9.75609756097561,8.130081300813007,15.447154471544716,20.32520325203252,17.073170731707318,19.51219512195122,3.2520325203252036,2.4390243902439024,1.6260162601626018
2020-05-30,3.9473684210526314,3.9473684210526314,9.210526315789473,10.526315789473683,11.842105263157894,19.736842105263158,13.157894736842104,19.736842105263158,5.263157894736842,2.631578947368421
2020-05-31,5.0,30.0,10.0,5.0,25.0,15.0,5.0,0.0,0.0,5.0
2020-06-01,1.3333333333333335,8.0,10.666666666666668,21.333333333333336,21.333333333333336,17.333333333333336,12.0,6.666666666666667,1.3333333333333335,0.0
2020-06-02,4.225352112676056,9.15492957746479,7.042253521126761,15.492957746478872,14.788732394366196,16.19718309859155,15.492957746478872,10.56338028169014,6.338028169014084,0.7042253521126761
2020-06-03,4.040404040404041,5.05050505050505,14.14141414141414,16.161616161616163,20.2020202020202,13.131313131313133,15.151515151515152,7.07070707070707,6.0606060606060606,-1.0101010101010102
2020-06-04,3.007518796992481,3.7593984962406015,10.526315789473683,15.789473684210526,20.30075187969925,17.293233082706767,12.781954887218044,9.022556390977442,6.015037593984962,1.5037593984962405
2020-06-05,3.7735849056603774,2.8301886792452833,3.7735849056603774,13.20754716981132,24.528301886792452,18.867924528301888,10.377358490566039,15.09433962264151,6.60377358490566,0.9433962264150944
2020-06-06,4.0,4.0,16.0,9.333333333333334,14.666666666666666,26.666666666666668,9.333333333333334,17.333333333333336,-1.3333333333333335,0.0
2020-06-07,5.88235294117647,0.0,17.647058823529413,14.705882352941178,20.588235294117645,11.76470588235294,5.88235294117647,8.823529411764707,11.76470588235294,2.941176470588235
2020-06-08,1.0752688172043012,5.376344086021505,7.526881720430108,7.526881720430108,29.03225806451613,23.655913978494624,11.827956989247312,5.376344086021505,4.301075268817205,4.301075268817205
2020-06-09,1.0869565217391304,3.260869565217391,8.695652173913043,7.608695652173914,18.478260869565215,18.478260869565215,25.0,15.217391304347828,1.0869565217391304,1.0869565217391304
2020-06-10,5.154639175257731,7.216494845360824,9.278350515463918,16.49484536082474,21.649484536082475,7.216494845360824,15.463917525773196,15.463917525773196,2.0618556701030926,0.0
2020-06-11,3.2,0.8,8.0,12.0,16.0,18.4,13.600000000000001,12.0,13.600000000000001,2.4
2020-06-12,-0.8403361344537815,4.201680672268908,5.042016806722689,10.92436974789916,19.327731092436977,21.008403361344538,20.168067226890756,12.605042016806722,7.563025210084033,0.0
2020-06-13,3.260869565217391,5.434782608695652,10.869565217391305,14.130434782608695,21.73913043478261,19.565217391304348,10.869565217391305,8.695652173913043,5.434782608695652,0.0
2020-06-14,6.25,12.5,6.25,18.75,25.0,18.75,12.5,0.0,0.0,0.0
2020-06-15,0.0,6.122448979591836,16.3265306122449,20.408163265306122,24.489795918367346,6.122448979591836,12.244897959183673,10.204081632653061,4.081632653061225,0.0
2020-06-16,0.0,3.571428571428571,8.928571428571429,14.285714285714285,23.214285714285715,17.857142857142858,12.5,12.5,7.142857142857142,0.0
